"Share of seats in parliament (% held by women)"
"90"," Colombia","9.8"," a","9.8","","12.2","","10.9","","13.8","","13.6","","13.6","","13.6","","20.9","","20.9","","20.9","","19.8",""
"165"," Comoros","0.1"," a","0.1","","","","3.0","","3.0","","3.0","","3.0","","3.0","","3.0","","3.0","","3.0","","6.1",""
"137"," Congo","","","","","12.0","","10.1","","9.2","","9.6","","9.6","","9.6","","11.5","","11.5","","11.5","","14.0",""
"176"," Congo (Democratic Republic of the)","","","","","","","10.2","","7.7","","","","8.3","","8.3","","9.7","","8.2","","8.2","","8.2",""
"63"," Costa Rica","15.8"," a","15.8","","19.3","","35.1","","38.6","","38.6","","38.6","","38.6","","33.3","","33.3","","33.3","","35.1",""
"46"," Croatia","7.2"," a","7.2","","16.1","","21.7","","23.5","","23.8","","23.8","","23.8","","23.8","","15.2","","12.6","","18.5",""
"73"," Cuba","22.8"," a","22.8","","27.6","","36.0","","43.2","","45.2","","45.2","","48.9","","48.9","","48.9","","48.9","","48.9",""
"32"," Cyprus","5.4"," a","5.4","","7.1","","16.1","","12.5","","10.7","","10.7","","10.7","","12.5","","12.5","","17.9","","17.9",""
"27"," Czechia","13.9"," a","13.9","","","","15.7","","21.0","","21.0","","20.6","","18.9","","18.5","","19.6","","19.6","","21.1",""
"170"," Côte d'Ivoire","8.0"," a","8.0","","","","8.5","","8.9","","11.0","","10.4","","10.4","","9.4","","9.2","","9.2"," d","9.2"," d"
"11"," Denmark","33.0"," a","33.0","","37.4","","36.9","","38.0","","39.1","","39.1","","39.1","","39.1","","37.4","","37.4","","37.4",""
"172"," Djibouti","","","","","0.1","","10.8","","13.8","","13.8","","13.8","","12.7","","12.7","","12.7","","12.7","","10.8",""
"103"," Dominica","9.4"," a","9.4","","","","12.9","","12.5","","12.5","","12.5","","12.5","","12.9","","21.9","","21.9","","25.0",""
"94"," Dominican Republic","10.0"," a","10.0","","14.5","","15.4","","19.1","","19.1","","19.1","","19.1","","19.1","","19.1","","24.3","","24.3",""
"86"," Ecuador","3.7"," a","3.7","","14.6","","16.0","","32.3","","32.3","","32.3","","38.7","","41.6","","41.6","","41.6","","38.0",""
"115"," Egypt","2.0"," a","2.0","","2.0","","3.8","","","","","","2.2","","","","","","","","14.9","","14.9",""
"121"," El Salvador","15.5"," a","15.5","","9.5","","10.7","","19.0","","19.0","","26.2","","26.2","","27.4","","32.1","","32.1","","32.1",""
"141"," Equatorial Guinea","8.8"," a","8.8","","5.0","","18.0","","10.0","","10.0","","10.0","","10.3","","18.3","","19.7","","19.7","","19.7"," c"
"179"," Eritrea","21.0"," a","21.0","","14.7","","22.0","","22.0","","22.0","","22.0","","22.0","","22.0","","22.0","","22.0","","22.0",""
"30"," Estonia","10.9"," a","10.9","","17.8","","18.8","","22.8","","19.8","","20.8","","20.8","","19.0","","23.8","","23.8","","26.7",""
"144"," Eswatini (Kingdom of)","8.5"," a","8.5","","6.3","","16.8","","21.9","","21.9","","21.9","","14.7","","14.7","","14.7","","14.7","","14.7",""
"173"," Ethiopia","","","","","","","21.0","","25.5","","25.5","","25.5","","25.5","","25.5","","37.3","","37.3","","37.3",""
"92"," Fiji","5.8"," a","5.8","","","","9.7","","","","","","","","","","14.0","","16.0","","16.0","","16.0",""
"15"," Finland","33.5"," a","33.5","","36.5","","37.5","","40.0","","42.5","","42.5","","42.5","","42.5","","41.5","","41.5","","42.0",""
"24"," France","9.0"," a","9.0","","9.1","","13.9","","20.0","","20.1","","25.1","","25.1","","25.7","","25.7","","25.7","","35.4",""
"110"," Gabon","9.6"," a","9.6","","10.9","","11.9","","16.1","","15.8","","16.7","","16.7","","15.8","","16.0","","16.0","","17.4",""
"174"," Gambia","2.0"," a","2.0","","2.0","","13.2","","7.5","","7.5","","7.5","","7.5","","9.4","","9.4","","9.4","","10.3",""
"70"," Georgia","6.9"," a","6.9","","7.2","","9.4","","6.5","","6.6","","12.0","","12.0","","12.0","","11.3","","16.0","","16.0",""
"5"," Germany","25.5"," a","25.5","","30.4","","30.5","","31.7","","32.4","","32.4","","35.6","","35.6","","36.9","","36.9","","31.5",""
"140"," Ghana","9.0"," a","9.0","","","","10.9","","8.3","","8.3","","","","10.9","","10.9","","10.9","","10.9","","12.7",""
"31"," Greece","6.3"," a","6.3","","8.7","","13.0","","17.3","","18.7","","21.0","","21.0","","21.0","","19.7","","19.7","","18.3",""
"75"," Grenada","","","","","17.9","","32.1","","21.4","","17.9","","17.9","","25.0","","25.0","","25.0","","25.0","","25.0",""
"127"," Guatemala","12.5"," a","12.5","","8.8","","8.2","","12.0","","13.3","","13.3","","13.3","","13.3","","13.9","","13.9","","12.7",""
"175"," Guinea","7.0"," a","7.0","","8.8","","19.3","","","","","","","","","","21.9","","21.9","","21.9","","21.9",""
"177"," Guinea-Bissau","10.0"," a","10.0","","7.8","","14.0","","10.0","","10.0","","14.0","","14.0","","13.7","","13.7","","13.7","","13.7",""
"125"," Guyana","","","","","18.5","","30.8","","30.0","","31.3","","31.3","","31.3","","31.3","","30.4","","30.4","","31.9",""
"168"," Haiti","","","","","","","9.1","","","","4.0","","3.5","","3.5","","3.5","","3.5","","0.1","","2.7",""
"133"," Honduras","","","","","9.4","","23.4","","18.0","","19.5","","19.5","","","","25.8","","25.8","","25.8","","25.8"," c"
"45"," Hungary","11.4"," a","11.4","","8.3","","9.1","","9.1","","8.8","","8.8","","8.8","","10.1","","10.1","","10.1","","10.1",""
"6"," Iceland","25.4"," a","25.4","","34.9","","33.3","","42.9","","39.7","","39.7","","39.7","","39.7","","41.3","","47.6","","38.1",""
"130"," India","7.3"," a","7.3","","","","9.3","","10.7","","10.9","","10.9","","10.9","","11.8","","12.2","","11.7","","11.6",""
"116"," Indonesia","11.4"," a","11.4","","8.0","","11.3","","18.0","","18.2","","18.6","","18.6","","16.9","","17.1","","17.1","","19.8",""
"60"," Iran (Islamic Republic of)","4.9"," a","4.9","","3.4","","4.1","","2.8","","2.8","","3.1","","3.1","","3.1","","3.1","","5.9","","5.9",""
"120"," Iraq","6.4"," a","6.4","","7.6","","","","25.2","","25.2","","25.2","","25.2","","25.3","","26.5","","26.5","","25.3",""
"4"," Ireland","13.7"," a","13.7","","13.7","","14.2","","16.1","","19.0","","19.0","","19.9","","19.5","","19.9","","24.3","","24.3",""
"22"," Israel","7.5"," a","7.5","","12.5","","15.0","","19.2","","20.0","","20.0","","22.5","","22.5","","26.7","","26.7","","27.5",""
"28"," Italy","10.0"," a","10.0","","10.0","","10.4","","20.3","","20.6","","20.6","","30.6","","30.6","","30.1","","30.1","","30.1",""
"97"," Jamaica","12.3"," a","12.3","","16.0","","13.6","","13.6","","15.5","","15.5","","15.5","","16.7","","16.7","","19.0","","19.0",""
"19"," Japan","7.7"," a","7.7","","10.7","","10.7","","13.6","","13.4","","11.3","","10.8","","10.8","","11.6","","13.3","","13.7",""
"95"," Jordan","1.7"," a","1.7","","2.5","","7.3","","12.2","","11.1","","11.1","","12.1","","12.0","","11.6","","15.4","","15.4",""
"58"," Kazakhstan","11.4"," a","11.4","","11.2","","8.6","","13.6","","13.6","","18.2","","18.2","","19.8","","20.1","","20.8","","22.1",""
"142"," Kenya","3.0"," a","3.0","","3.6","","7.1","","9.8","","9.8","","9.8","","19.9","","20.3","","20.8","","20.8","","23.3",""
"134"," Kiribati","0.1"," a","0.1","","4.9","","4.8","","4.3","","8.7","","8.7","","8.7","","8.7","","8.7","","6.5","","6.5",""
"n.a"," Korea (Democratic People's Rep. of)","20.1"," a","20.1","","20.1","","20.1","","15.6","","15.6","","15.6","","15.6","","16.3","","16.3","","16.3","","16.3",""
"22"," Korea (Republic of)","3.0"," a","3.0","","5.9","","13.4","","14.7","","14.7","","15.7","","15.7","","16.3","","16.3","","17.0","","17.0",""
"56"," Kuwait","0.1"," a","0.1","","0.1","","1.5","","7.7","","7.7","","6.2","","6.2","","1.5","","1.5","","2.0","","3.1",""
"122"," Kyrgyzstan","4.8"," a","4.8","","6.0","","0.1","","23.3","","23.3","","23.3","","23.3","","23.3","","19.2","","19.2","","19.2",""
"139"," Lao People's Democratic Republic","","","","","21.2","","22.9","","25.2","","25.0","","25.0","","25.0","","25.0","","25.0","","27.5","","27.5",""
"41"," Latvia","9.0"," a","9.0","","17.0","","21.0","","20.0","","23.0","","23.0","","23.0","","18.0","","18.0","","18.0","","16.0",""
"80"," Lebanon","2.3"," a","2.3","","2.3","","4.7","","3.1","","3.1","","3.1","","3.1","","3.1","","3.1","","3.1","","3.1",""
"159"," Lesotho","11.2"," a","11.2","","10.7","","17.0","","22.9","","23.5","","26.8","","26.8","","26.8","","24.8","","24.8","","22.7",""
"181"," Liberia","","","","","11.1","","13.8","","13.8","","10.7","","11.7","","11.7","","11.7","","10.7","","10.7","","9.9",""
"108"," Libya","","","","","","","4.7","","7.7","","","","16.5","","16.5","","16.0","","16.0","","16.0","","16.0",""
"17"," Liechtenstein","4.0"," a","4.0","","4.0","","24.0","","24.0","","24.0","","24.0","","20.0","","20.0","","20.0","","20.0","","12.0",""
"35"," Lithuania","17.5"," a","17.5","","10.6","","22.0","","19.1","","19.1","","24.5","","24.1","","24.1","","23.4","","21.3","","21.3",""
"21"," Luxembourg","20.0"," a","20.0","","16.7","","23.3","","20.0","","25.0","","21.7","","28.3","","28.3","","28.3","","28.3","","28.3",""
"161"," Madagascar","3.7"," a","3.7","","8.0","","8.4","","12.1","","12.1","","15.8","","15.8","","20.5","","20.5","","20.1","","19.6",""
"171"," Malawi","5.7"," a","5.7","","9.3","","13.6","","20.8","","22.3","","22.3","","22.3","","16.7","","16.7","","16.7","","16.7",""
"57"," Malaysia","10.3"," a","10.3","","14.5","","13.1","","14.0","","12.9","","13.2","","13.9","","14.2","","13.2","","12.9","","13.1",""
"101"," Maldives","6.3"," a","6.3","","6.0","","12.0","","6.5","","6.5","","6.5","","6.5","","5.9","","5.9","","5.9","","5.9",""
"182"," Mali","12.2"," a","12.2","","12.2","","10.2","","10.2","","10.2","","10.2","","","","9.5","","8.8","","8.8","","8.8",""
"29"," Malta","5.8"," a","5.8","","9.2","","9.2","","8.7","","8.7","","8.7","","14.3","","14.3","","12.9","","12.9","","11.9",""
"106"," Marshall Islands","","","","","3.0","","3.0","","3.0","","3.0","","3.0","","3.0","","3.0","","9.1","","9.1","","9.1",""
"159"," Mauritania","0.7"," a","0.7","","3.0","","","","19.2","","19.2","","19.2","","","","22.2","","22.2","","22.2","","25.2",""
"65"," Mauritius","7.6"," a","7.6","","5.7","","17.1","","18.8","","18.8","","18.8","","18.8","","18.8","","11.6","","11.6","","11.6",""
"74"," Mexico","13.9"," a","13.9","","15.9","","23.7","","24.8","","25.5","","36.0","","36.0","","36.8","","40.6","","40.6","","41.4",""
"131"," Micronesia (Federated States of)","0.1"," a","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," e"
"112"," Moldova (Republic of)","4.8"," a","4.8","","7.9","","21.8","","18.8","","19.8","","19.8","","19.8","","17.8","","21.8","","21.8","","22.8",""
"n.a"," Monaco","5.6"," a","5.6","","22.2","","20.8","","26.1","","19.0","","19.0","","20.8","","20.8","","20.8","","20.8","","20.8",""
"92"," Mongolia","7.9"," a","7.9","","10.5","","6.7","","3.9","","3.9","","14.9","","14.9","","14.9","","14.5","","17.1","","17.1",""
"50"," Montenegro","","","","","","","","","11.1","","12.3","","17.3","","16.0","","17.3","","17.3","","23.5","","23.5",""
"123"," Morocco","0.7"," a","0.7","","0.7","","6.4","","6.7","","11.0","","11.0","","11.0","","11.0","","15.7","","18.4","","18.4",""
"180"," Mozambique","25.2"," a","25.2","","30.0","","34.8","","39.2","","39.2","","39.2","","39.2","","","","39.6","","39.6","","39.6",""
"148"," Myanmar","","","","","","","","","4.0","","2.9","","4.6","","4.6","","4.3","","13.0","","10.0","","10.2",""
"129"," Namibia","17.3"," a","17.3","","20.4","","26.9","","25.0","","25.0","","25.0","","25.0","","","","37.7","","36.3","","36.3",""
"n.a"," Nauru","","","","","","","0.1","","0.1","","0.1","","0.1","","5.3","","5.3","","5.3","","5.3","","10.5",""
"149"," Nepal","4.5"," a","4.5","","7.9","","6.4","","33.2","","33.2","","33.2","","","","29.5","","29.5","","29.6","","29.6",""
"10"," Netherlands","28.4"," a","28.4","","32.9","","34.2","","38.7","","39.1","","37.8","","37.8","","37.8","","36.4","","36.4","","35.6",""
"16"," New Zealand","29.2"," a","29.2","","30.8","","32.2","","33.6","","32.2","","32.2","","32.2","","29.8","","31.4","","31.4","","38.3",""
"124"," Nicaragua","10.8"," a","10.8","","9.7","","20.7","","20.7","","40.2","","40.2","","40.2","","42.4","","41.3","","45.7","","45.7",""
"189"," Niger","1.2"," a","1.2","","1.2","","12.4","","","","13.3","","13.3","","13.3","","13.3","","13.3","","14.6","","17.0",""
"157"," Nigeria","","","","","3.3","","5.8","","7.3","","6.7","","6.6","","6.6","","6.6","","5.8","","5.8","","5.8",""
"1"," Norway","36.4"," a","36.4","","36.4","","37.9","","39.6","","39.6","","39.6","","39.6","","39.6","","39.6","","39.6","","41.4",""
"48"," Oman","","","","","","","7.8","","9.0","","9.6","","9.6","","9.6","","9.6","","8.2","","8.8","","8.8",""
"150"," Pakistan","2.6"," a","2.6","","","","20.6","","21.0","","21.3","","21.1","","19.7","","19.7","","20.0","","20.0","","20.0",""
"60"," Palau","3.3"," a","3.3","","3.3","","0.1","","6.9","","6.9","","10.3","","10.3","","10.3","","10.3","","13.8","","13.8",""
"66"," Panama","9.7"," a","9.7","","9.9","","16.7","","8.5","","8.5","","8.5","","8.5","","19.3","","18.3","","18.3","","18.3",""
"153"," Papua New Guinea","1.8"," a","1.8","","1.8","","0.9","","0.9","","0.9","","2.7","","2.7","","2.7","","2.7","","2.7","","0.1"," e"
"110"," Paraguay","5.6"," a","5.6","","8.0","","9.6","","13.6","","13.6","","13.6","","18.4","","16.8","","16.8","","16.8","","16.0",""
"89"," Peru","10.8"," a","10.8","","","","18.3","","27.5","","21.5","","21.5","","21.5","","22.3","","22.3","","27.7","","27.7",""
"113"," Philippines","11.6"," a","11.6","","11.8","","15.4","","21.5","","22.1","","22.1","","27.2","","27.2","","27.1","","29.4","","29.1",""
"33"," Poland","12.7"," a","12.7","","12.7","","19.1","","17.9","","21.8","","21.8","","21.8","","22.3","","24.8","","24.8","","25.5",""
"41"," Portugal","13.0"," a","13.0","","17.4","","21.3","","27.4","","28.7","","28.7","","31.3","","31.3","","34.8","","34.8","","34.8",""
"37"," Qatar","","","","","","","","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","9.8",""
"52"," Romania","5.6"," a","5.6","","","","10.7","","9.8","","9.7","","11.6","","11.6","","11.7","","12.0","","12.0","","18.7",""
"49"," Russian Federation","7.5"," a","7.5","","5.7","","8.0","","11.5","","11.1","","12.1","","12.1","","12.1","","14.5","","13.9","","16.1",""
"158"," Rwanda","17.1"," a","17.1","","25.7","","45.3","","50.9","","51.9","","51.9","","57.5","","57.5","","57.5","","57.5","","55.7",""
"72"," Saint Kitts and Nevis","13.3"," a","13.3","","13.3","","0.1","","6.7","","6.7","","6.7","","6.7","","6.7","","13.3","","13.3","","13.3",""
"90"," Saint Lucia","14.3"," a","14.3","","13.8","","20.7","","20.7","","24.1","","17.2","","17.2","","17.2","","20.7","","20.7","","20.7",""
"99"," Saint Vincent and the Grenadines","9.5"," a","9.5","","4.8","","18.2","","14.3","","17.4","","17.4","","13.0","","13.0","","13.0","","13.0","","13.0",""
"104"," Samoa","4.1"," a","4.1","","8.2","","6.1","","8.2","","4.1","","4.1","","4.1","","6.1","","6.1","","10.0","","10.0",""
"n.a"," San Marino","11.7"," a","11.7","","13.3","","16.7","","16.7","","18.3","","16.7","","18.3","","18.3","","16.7","","23.3","","26.7",""
"143"," Sao Tome and Principe","7.3"," a","7.3","","9.1","","9.1","","18.2","","18.2","","18.2","","18.2","","18.2","","18.2","","18.2","","18.2",""
"39"," Saudi Arabia","","","","","","","0.1","","0.1","","0.1","","0.1","","19.9","","19.9","","19.9","","19.9","","19.9",""
"164"," Senegal","11.7"," a","11.7","","14.0","","19.2","","29.6","","29.6","","42.7","","42.7","","43.3","","42.7","","42.7","","41.8",""
"67"," Serbia","","","","","","","","","21.6","","22.0","","33.2","","33.2","","34.0","","34.0","","34.0","","34.4",""
"62"," Seychelles","27.3"," a","27.3","","23.5","","29.4","","23.5","","43.8","","43.8","","43.8","","43.8","","43.8","","21.2","","21.2",""
"184"," Sierra Leone","","","","","8.8","","14.5","","13.2","","12.9","","12.4","","12.4","","12.1","","12.4","","12.4","","12.4",""
"9"," Singapore","4.8"," a","4.8","","4.3","","16.0","","23.4","","22.2","","24.2","","24.2","","25.3","","23.9","","23.8","","23.0",""
"38"," Slovakia","14.7"," a","14.7","","14.0","","16.7","","15.3","","16.0","","18.7","","18.7","","18.7","","18.7","","20.0","","20.0",""
"25"," Slovenia","7.8"," a","7.8","","","","10.8","","10.8","","23.1","","24.6","","24.6","","26.9","","27.7","","27.7","","28.7",""
"152"," Solomon Islands","","","","","2.0","","0.1","","0.1","","0.1","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0",""
"n.a"," Somalia","","","","","","","8.0","","6.8","","6.8","","13.8","","13.8","","13.8","","13.8","","","","24.3",""
"113"," South Africa","23.7"," a","23.7","","30.1","","32.8","","42.7","","41.1","","41.1","","41.1","","40.7","","41.2","","41.2","","41.0"," f"
"187"," South Sudan","","","","","","","","","","","24.3","","24.3","","24.3","","24.3","","24.3","","26.6","","26.6",""
"26"," Spain","19.9"," a","19.9","","25.9","","30.5","","34.1","","34.9","","35.2","","35.2","","37.0","","38.0","","38.6","","38.6",""
"76"," Sri Lanka","5.3"," a","5.3","","","","4.9","","5.3","","5.8","","5.8","","5.8","","5.8","","4.9","","5.8","","5.8",""
"167"," Sudan","5.3"," a","5.3","","","","13.6","","24.2","","24.1","","24.1","","24.1","","23.8","","31.0","","31.0","","31.0",""
"100"," Suriname","15.7"," a","15.7","","","","25.5","","9.8","","11.8","","11.8","","11.8","","11.8","","25.5","","25.5","","25.5",""
"7"," Sweden","40.4"," a","40.4","","42.7","","45.3","","45.0","","44.7","","44.7","","45.0","","44.7","","43.6","","43.6","","43.6",""
"2"," Switzerland","20.3"," a","20.3","","22.4","","24.8","","27.6","","26.8","","27.2","","28.9","","28.9","","28.9","","28.9","","29.3",""
"155"," Syrian Arab Republic","9.6"," a","9.6","","10.4","","12.0","","12.4","","12.4","","12.0","","12.0","","12.0","","12.4","","13.2","","13.2",""
"127"," Tajikistan","2.8"," a","2.8","","14.0","","19.6","","17.5","","17.5","","17.5","","17.5","","15.2","","14.7","","20.0","","20.0",""
"154"," Tanzania (United Republic of)","17.5"," a","17.5","","","","30.4","","","","36.0","","36.0","","36.0","","36.0","","36.0","","36.6","","37.2",""
"83"," Thailand","6.6"," a","6.6","","6.8","","10.6","","14.0","","15.7","","15.7","","15.7","","6.1","","6.1","","6.1","","4.8",""
"80"," The former Yugoslav Republic of Macedonia","3.3"," a","3.3","","6.7","","19.2","","32.5","","30.9","","32.5","","34.1","","33.3","","33.3","","33.3","","37.5",""
"132"," Timor-Leste","","","","","","","25.3","","29.2","","32.3","","38.5","","38.5","","38.5","","38.5","","38.5","","32.3",""
"165"," Togo","1.2"," a","1.2","","4.9","","7.4","","11.1","","11.1","","11.1","","15.4","","17.6","","17.6","","17.6","","17.6",""
"98"," Tonga","0.1"," a","0.1","","0.1","","3.4","","0.1","","3.6","","3.6","","3.6","","0.1","","0.1","","0.1","","7.7",""
"69"," Trinidad and Tobago","19.4"," a","19.4","","","","25.4","","27.4","","27.4","","26.0","","26.0","","24.7","","31.5","","31.5","","30.1",""
"95"," Tunisia","6.7"," a","6.7","","11.5","","19.3","","23.3","","26.7","","26.7","","26.7","","31.3","","31.3","","31.3","","31.3",""
"64"," Turkey","2.4"," a","2.4","","4.2","","4.4","","9.1","","14.2","","14.2","","14.4","","14.4","","14.9","","14.9","","14.6",""
"108"," Turkmenistan","18.0"," a","18.0","","26.0","","16.0","","16.8","","16.8","","16.8","","16.8","","26.4","","25.8","","25.8","","25.8",""
"n.a"," Tuvalu","8.3"," a","8.3","","0.1","","0.1","","0.1","","6.7","","6.7","","6.7","","6.7","","6.7","","6.7","","6.7",""
"162"," Uganda","18.1"," a","18.1","","17.8","","23.9","","31.3","","35.0","","35.0","","35.0","","35.0","","35.0","","33.5","","34.3",""
"88"," Ukraine","3.8"," a","3.8","","7.8","","5.3","","8.0","","8.0","","9.4","","9.4","","11.7","","12.1","","12.0","","12.3",""
"34"," United Arab Emirates","0.1"," a","0.1","","0.1","","0.1","","22.5","","17.5","","17.5","","17.5","","17.5","","22.5","","22.5","","22.5",""
"14"," United Kingdom","11.6"," a","11.6","","17.0","","18.5","","21.0","","22.1","","22.6","","22.6","","23.0","","26.7","","27.3","","28.5",""
"13"," United States","11.2"," a","11.2","","","","15.0","","16.8","","16.9","","18.4","","18.2","","19.4","","19.5","","19.5","","19.7",""
"55"," Uruguay","6.9"," a","6.9","","11.5","","10.8","","14.6","","12.3","","12.3","","12.3","","11.5","","19.2","","19.2","","22.3",""
"105"," Uzbekistan","6.0"," a","6.0","","7.2","","16.4","","19.2","","19.2","","19.2","","19.2","","19.2","","16.4","","16.4","","16.4",""
"138"," Vanuatu","","","","","0.1","","3.8","","3.8","","1.9","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," e"
"78"," Venezuela (Bolivarian Republic of)","6.3"," a","6.3","","","","17.4","","17.0","","17.0","","17.0","","17.0","","17.0","","17.0","","14.4","","22.2",""
"116"," Viet Nam","26.2"," a","26.2","","26.0","","27.3","","25.8","","24.4","","24.4","","24.4","","24.3","","24.3","","26.7","","26.7",""
"178"," Yemen","","","","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.5","","0.5","","0.5",""
"144"," Zambia","9.7"," a","9.7","","10.1","","12.7","","14.0","","11.5","","11.5","","11.5","","10.8","","12.7","","18.0","","18.0",""
"156"," Zimbabwe","14.7"," a","14.7","","9.3","","20.8","","17.9","","17.9","","17.9","","35.1","","35.1","","35.1","","35.1","","36.2",""
"<a name=""a""></a>a: Data for 1995 are actually data reported for 1997.<br /><a name=""b""></a>b: Refers to 2013.<br /><a name=""c""></a>c: Refers to 2016.<br /><a name=""d""></a>d: Refers to 2015.<br /><a name=""e""></a>e: In calculating the Gender Inequality Index a value of 0.<br />1 percent was used.<br /><a name=""f""></a>f: Excludes the 36 special rotating delegates appointed on an ad hoc basis.<br />"
