"Female share of employment in senior and middle management (%)"
"HDI Rank (2017)","Country","1991","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"68"," Albania","","","","","","","","","","","","","14.7","","29.3","","","","","","","","",""
"85"," Algeria","","","","","","","","","","","","","","","","","6.9","","","","","","",""
"47"," Argentina","","","","","","","","","30.8","","33.1","","33.7","","35.2","","39.8","","","","","","",""
"3"," Australia","21.6","","24.0","","22.9","","28.3","","29.7","","31.7","","31.1","","31.6","","32.3","","33.2","","32.6","","",""
"20"," Austria","","","23.7","","28.1","","21.5","","25.4","","26.1","","27.1","","26.3","","27.9","","27.9","","29.5","","",""
"17"," Belgium","","","23.1","","24.5","","30.2","","34.8","","30.5","","31.7","","30.8","","31.3","","31.0","","32.0","","",""
"106"," Belize","","","","","","","","","","","","","","","","","","","36.6","","36.4","","",""
"77"," Bosnia and Herzegovina","","","","","","","","","","","","","","","","","24.2","","24.2","","","","",""
"79"," Brazil","","","","","","","","","","","","","36.4","","37.0","","37.4","","38.0","","38.2","","38.8",""
"39"," Brunei Darussalam","","","","","","","","","","","","","","","","","32.5","","","","","","",""
"51"," Bulgaria","","","","","37.5","","40.6","","38.6","","37.0","","35.5","","36.0","","35.4","","37.4","","39.3","","",""
"146"," Cambodia","","","","","","","","","14.1","","","","","","","","","","","","","","",""
"63"," Costa Rica","","","","","","","","","29.7","","","","29.2","","36.6","","","","","","","","",""
"46"," Croatia","","","","","","","28.2","","27.4","","23.6","","25.8","","23.9","","24.4","","26.1","","29.5","","",""
"32"," Cyprus","","","","","18.5","","17.1","","14.3","","14.7","","16.4","","18.7","","18.1","","25.2","","27.0","","",""
"27"," Czechia","","","","","26.4","","31.5","","27.8","","24.0","","23.1","","24.5","","26.6","","27.8","","23.1","","",""
"11"," Denmark","","","12.2","","19.7","","21.4","","19.5","","28.6","","28.8","","27.5","","26.2","","26.9","","28.6","","",""
"94"," Dominican Republic","","","","","","","","","","","","","","","","","","","48.9","","47.4","","",""
"86"," Ecuador","","","","","","","","","","","42.6","","41.1","","35.6","","35.6","","33.3","","34.0","","35.2",""
"121"," El Salvador","","","","","","","","","","","","","","","42.7","","35.6","","40.7","","34.1","","",""
"30"," Estonia","","","","","34.8","","41.0","","38.4","","34.6","","31.6","","32.8","","30.8","","27.8","","31.6","","",""
"173"," Ethiopia","","","","","","","","","","","","","","","21.1","","","","","","","","",""
"92"," Fiji","","","","","","","","","","","30.7","","","","","","","","","","38.6","","",""
"15"," Finland","","","","","27.6","","32.7","","34.3","","31.1","","29.7","","29.5","","34.3","","33.5","","34.1","","",""
"24"," France","","","29.9","","31.7","","36.3","","38.5","","39.1","","39.2","","35.6","","32.0","","30.9","","31.1","","",""
"174"," Gambia","","","","","","","","","","","","","33.7","","","","","","","","","","",""
"5"," Germany","","","20.7","","21.9","","24.3","","28.3","","27.9","","27.1","","27.5","","27.8","","28.1","","28.1","","",""
"140"," Ghana","","","","","","","","","","","","","","","26.7","","","","","","","","",""
"31"," Greece","","","13.5","","19.9","","23.7","","26.9","","22.0","","22.2","","25.8","","27.8","","24.7","","24.7","","",""
"127"," Guatemala","","","","","","","","","33.2","","60.9","","35.6","","29.4","","35.4","","34.6","","39.2","","",""
"125"," Guyana","","","","","","","","","","","","","","","","","","","","","","","35.4",""
"133"," Honduras","","","","","","","","","","","","","","","","","","","42.4","","41.1","","",""
"45"," Hungary","","","","","34.2","","39.4","","40.0","","38.2","","36.3","","38.3","","37.6","","39.1","","37.7","","",""
"6"," Iceland","","","29.9","","30.4","","30.0","","37.1","","39.1","","38.2","","37.9","","38.2","","39.5","","34.8","","",""
"116"," Indonesia","","","","","","","","","19.2","","","","","","16.6","","","","21.5","","","","",""
