Country,2016
AFG,0.6436455376852728
ALB,0.1923683380637023
DZA,0.1346578366445916
AGO,0.35162409334594763
ATG,0.07221696625670135
ARG,0.06181015452538632
ARM,0.1507410911384421
AUS,0.004415011037527595
AUT,0.026174708293913593
AZE,0.17943866288237148
BHS,0.04068117313150425
BHR,0.10438347524440239
BGD,0.44780826237779875
BRB,0.076001261431725
BLR,0.1693472090823084
BEL,0.027436140018921473
BLZ,0.1942604856512141
BEN,0.6244087038789025
BTN,0.3705455692210659
BOL,0.17880794701986755
BIH,0.22958057395143486
BWA,0.2973825291706086
BRA,0.07221696625670135
BRN,0.019867549668874173
BGR,0.17281614632608008
BFA,0.6281929990539261
BDI,0.5452538631346578
CPV,0.29170608640807316
KHM,0.4503311258278146
CMR,0.6341847997477136
CAN,0.0
CAF,0.6461684011352885
TCD,0.8612425102491328
CHL,0.05771050141911069
CHN,0.3333333333333333
COL,0.09460737937559129
COM,0.52160201829076
COG,0.39009776095868803
COD,0.49479659413434246
CRI,0.05140334279407127
HRV,0.08987701040681173
CUB,0.13402712078208767
CYP,0.0413118889940082
CZE,0.07127089246294545
CIV,0.8265531378114159
DNK,0.019552191737622196
DJI,0.47934405550299586
DOM,0.11352885525070955
ECU,0.05518763796909492
EGY,0.32134973194575844
SLV,0.11005991800693786
GNQ,0.5383159886471144
ERI,0.5257016713970356
EST,0.056764427625354774
SWZ,0.40996531062756225
ETH,0.43330179754020814
FJI,0.2901292967518133
FIN,0.0006307158625039425
FRA,0.008514664143803214
GAB,0.21759697256385996
GMB,0.7253232418795332
GEO,0.2989593188268685
DEU,0.028382213812677387
GHA,0.6206244087038789
GRC,0.06496373383790602
GRD,0.12078208766950486
GTM,0.2106590980763166
GIN,0.7451907915484074
GNB,0.6549984232103436
GUY,0.3178807947019867
HTI,0.5591296121097445
HND,0.1693472090823084
HUN,0.10028382213812675
ISL,0.005361084831283504
IND,0.5591296121097445
IDN,0.33238725953957743
IRN,0.13844213181961526
IRQ,0.21475875118259222
IRL,0.01545253863134658
ISR,0.026490066225165563
ITA,0.025228634500157675
JAM,0.058025859350362655
JPN,0.01545253863134658
JOR,0.13938820561337117
KAZ,0.17565436770734782
KEN,0.22421948912015133
KIR,0.4200567644276253
PRK,0.6313465783664458
KOR,0.04257332071901608
KWT,0.3052664774519079
KGZ,0.3270261747082939
LAO,0.5723746452223273
LVA,0.10816777041942603
LBN,0.1400189214758751
LSO,0.5380006307158625
LBR,0.5146641438032166
LBY,0.20466729738252917
LTU,0.08514664143803216
LUX,0.014506464837590664
MDG,0.4812362030905077
MWI,0.34058656575212864
MYS,0.12740460422579628
MDV,0.0586565752128666
MLI,0.6373383790602333
MLT,0.04162724692526017
MRT,0.5124566382844529
MUS,0.09870703248186691
MEX,0.09366130558183539
FSM,0.456638284452854
MDA,0.2248502049826553
MNG,0.4695679596341848
MNE,0.2257962787764112
MAR,0.13276568905707978
MOZ,0.3248186691895301
MMR,0.47114474929044464
NAM,0.4351939451277199
NPL,0.5890886155786818
NLD,0.021128981393882054
NZL,0.0006307158625039425
NIC,0.15357931251970988
NER,0.7719962157048249
NGA,0.9473352254809208
NOR,0.005045726900031534
OMN,0.14790286975717437
PAK,0.5253863134657836
PAN,0.05928729107537054
PNG,0.4572690003153579
PRY,0.15925575528224534
PER,0.17943866288237148
PHL,0.5619678334910122
POL,0.09744560075685903
PRT,0.00883002207505519
QAT,0.12740460422579628
ROU,0.1649321980447808
RUS,0.1337117628508357
RWA,0.3607694733522548
LCA,0.07253232418795333
VCT,0.1280353200883002
WSM,0.24597918637653735
STP,0.4900662251655629
SAU,0.24187953327026174
SEN,0.48470514033427936
SRB,0.1750236518448439
SYC,0.1333964049195837
SLE,1.0
SGP,0.05960264900662251
SVK,0.0835698517817723
SVN,0.04919583727530748
SLB,0.40996531062756225
SOM,0.6490066225165563
ZAF,0.2513402712078209
SSD,0.49858088930936606
ESP,0.00914538000630716
LKA,0.22958057395143486
SDN,0.5610217596972563
SUR,0.15673289183222958
SWE,0.0006307158625039425
CHE,0.009776095868811098
SYR,0.2150741091138442
TJK,0.38568274992116053
TZA,0.4162724692526017
THA,0.17187007253232417
MKD,0.23714916430148217
TLS,0.4187953327026175
TGO,0.7650583412172816
TON,0.20908230842005673
TTO,0.09965310627562284
TUN,0.15484074424471775
TUR,0.1248817407757805
TKM,0.228003784295175
UGA,0.4689372437716808
UKR,0.20088300220750552
ARE,0.15042573320719016
GBR,0.021444339325134027
USA,0.019867549668874173
URY,0.03311258278145695
UZB,0.23368022705771047
VUT,0.40555029959003464
VEN,0.08703878902554399
VNM,0.1813308104698833
YEM,0.5903500473036896
ZMB,0.3790602333648691
ZWE,0.3973509933774834
