Country,1990/2015
AFG,0.2609633357296909
ALB,0.25305535585909417
DZA,0.3231488138030194
AND,0.2609633357296909
AGO,0.24263120057512583
ATG,0.24335010783608912
ARG,0.18152408339324225
ARM,0.25772825305535585
AUS,0.2505391804457225
AUT,0.26994967649173257
AZE,0.38533429187634793
BHS,0.2609633357296909
BHR,0.7789360172537743
BGD,0.24514737598849745
BRB,0.2609633357296909
BLR,0.30014378145219267
BLZ,0.20524802300503234
BEN,0.17038102084831055
BTN,0.3856937455068296
BOL,0.21495327102803738
BIH,0.25557153127246585
BWA,0.1854780733285406
BRA,0.22609633357296907
BRN,0.23220704529115743
BGR,0.32242990654205606
BFA,0.1822429906542056
BDI,0.2447879223580158
CPV,0.46117900790797994
KHM,0.1642703091301222
CMR,0.17972681524083392
CAN,0.25988497483824585
CAF,0.2548526240115025
TCD,0.16283249460819554
CHL,0.3191948238677211
CHN,0.37814521926671457
COL,0.2278936017253774
COM,0.17289719626168223
COG,0.2548526240115025
COD,0.24335010783608912
CRI,0.28792235801581595
HRV,0.27462257368799425
CUB,0.4784327821710999
CYP,0.286843997124371
CZE,0.26635514018691586
CIV,0.2674335010783609
DNK,0.310567936736161
DJI,0.2609633357296909
DMA,0.21315600287562905
DOM,0.5467289719626168
ECU,0.24514737598849745
EGY,0.49784327821711
SLV,0.1542056074766355
GNQ,0.20452911574406898
EST,0.2652767792954709
SWZ,0.34795111430625447
ETH,0.196980589503954
FJI,0.2850467289719626
FIN,0.2674335010783609
FRA,0.32458662832494606
GAB,0.27713874910136593
GMB,0.29834651329978434
GEO,0.2703091301222142
DEU,0.2649173256649892
GHA,0.29043853342918763
GRC,0.34327821710999284
GRD,0.2609633357296909
GTM,0.16966211358734723
GIN,0.21639108554996406
GNB,0.2214234363767074
GUY,0.2580877066858375
HTI,0.20201294033069733
HND,0.10424155283968366
HUN,0.31128684399712436
ISL,1.0
IND,0.29870596693026596
IDN,0.1775700934579439
IRN,0.32494608195542773
IRQ,0.27282530553558587
IRL,0.48454349388928836
ISR,0.35082674335010783
ITA,0.34184040258806614
JAM,0.25125808770668584
JPN,0.2609633357296909
JOR,0.2588066139468009
KAZ,0.24910136592379584
KEN,0.2372393961179008
KIR,0.2609633357296909
PRK,0.12185478073328539
KOR,0.2469446441409058
KWT,0.5528396836808053
KGZ,0.17541337167505391
LAO,0.28360891445003594
LVA,0.28181164629762756
LBN,0.2782171099928109
LSO,0.34184040258806614
LBR,0.20632638389647734
LBY,0.2609633357296909
LIE,0.28324946081955427
LTU,0.3044572250179727
MDG,0.22897196261682243
MWI,0.19194823867721061
MYS,0.2580877066858375
MDV,0.2609633357296909
MLI,0.15492451473759883
MLT,0.2609633357296909
MRT,0.09597411933860531
MUS,0.23903666427030915
MEX,0.24191229331416247
MDA,0.3623292595255212
MNG,0.2613227893601725
MNE,0.37634795111430625
MAR,0.3102084831056794
MOZ,0.21603163191948238
MMR,0.16786484543493888
NAM,0.1854780733285406
NRU,0.2609633357296909
NPL,0.17217828900071888
NLD,0.29403306973400434
NZL,0.2792954708842559
NIC,0.14953271028037382
NER,0.11250898634076203
NGA,0.047447879223580146
NOR,0.26024442846872753
OMN,0.2609633357296909
PAK,0.11107117181883534
PSE,0.26455787203450754
PAN,0.23076923076923073
PNG,0.26024442846872753
PRY,0.16175413371675051
PER,0.24263120057512583
PHL,0.3425593098490295
POL,0.28360891445003594
PRT,0.23400431344356576
QAT,0.2609633357296909
ROU,0.2872034507548526
RUS,0.2638389647735442
RWA,0.4439252336448598
KNA,0.2609633357296909
LCA,0.23616103522645576
VCT,0.2897196261682243
WSM,0.37419122933141624
SMR,0.2609633357296909
STP,0.24550682961897916
SAU,0.2609633357296909
SEN,0.21962616822429906
SRB,0.296549245147376
SYC,0.2609633357296909
SLE,0.2523364485981308
SGP,0.24119338605319912
SVK,0.26455787203450754
SVN,0.2792954708842559
SLB,0.2393961179007908
SOM,0.1775700934579439
ZAF,0.2609633357296909
ESP,0.38030194104960463
LKA,0.22717469446441407
SDN,0.1261682242990654
SUR,0.2588066139468009
SWE,0.2638389647735442
CHE,0.293314162473041
SYR,0.37634795111430625
TJK,0.2674335010783609
TZA,0.1976994967649173
THA,0.32242990654205606
MKD,0.29798705966930267
TLS,0.15672178289000718
TGO,0.0
TON,0.2609633357296909
TTO,0.2516175413371675
TUN,0.48346513299784327
TUR,0.33932422717469446
TKM,0.2609633357296909
TUV,0.2609633357296909
UGA,0.05823148813803018
UKR,0.2757009345794392
ARE,0.3749101365923796
GBR,0.308411214953271
USA,0.2706685837526959
URY,0.7329259525521208
UZB,0.28145219266714594
VUT,0.2609633357296909
VEN,0.22393961179007907
VNM,0.49676491732566497
YEM,0.2609633357296909
ZMB,0.23256649892163908
ZWE,0.1294033069734004
