Country,2000,2005,2010,2015
AFG,-1.5367328712000612,-1.3996311912700872,-1.2200932770760735,-1.0372910371694415
ALB,0.5654928877262064,0.6928015905183252,0.8037886647473516,0.8723395047123388
DZA,0.4153339049457589,0.4675631163476535,0.509999350611693,0.5393782820252591
AND,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9474189961025625
AGO,-1.6477199454290876,-1.445331751246745,-1.2364149056391658,-1.0307623857442048
ATG,0.3728976706817194,0.43818418493408795,0.5002063734738378,0.5393782820252591
ARG,0.7776740590464042,0.7776740590464042,0.7809383847590229,0.7776740590464042
ARM,0.6340437276911937,0.6471010305416671,0.6601583333921409,0.6732156362426144
AUS,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9474189961025625
AUT,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9474189961025625
AZE,-0.17550904903817685,0.08890133368391609,0.3467830649807716,0.5981361448523906
BHS,0.5752858648640615,0.6209864248407198,0.6666869848173779,0.6862729390930883
BHR,0.9408903446773256,0.9441546703899443,0.9474189961025625,0.9474189961025625
BGD,-1.4910323112234032,-1.2494722084896392,-1.0144407571811127,-0.7859379572978227
BRB,0.552435584875733,0.6503653562542858,0.7515594533454568,0.8331675961609175
BLR,0.7842027104716411,0.7776740590464042,0.767881081908549,0.761352430483312
BEL,0.9310973675394704,0.9310973675394704,0.9310973675394704,0.9310973675394704
BLZ,0.37942632210695587,0.4283912077962323,0.4773560934855087,0.5295853048874039
BEN,-1.9904741452540227,-1.9513022367026014,-1.908866002438562,-1.863165442461904
BTN,-0.5802854374028616,-0.46276971174859843,-0.3583112889448086,-0.26364584327887425
BOL,-1.0666699685830077,-0.9132466600899414,-0.7565590258842569,-0.5998713916785723
BIH,0.7809383847590229,0.7809383847590229,0.7776740590464042,0.7776740590464042
BWA,-0.5443778545640591,-0.4692983631738351,-0.4040118489214666,-0.3583112889448086
BRA,0.0758440308334422,0.22273868790127144,0.3598403678312455,0.4936777220486009
BRN,,,0.8299032704482993,0.8266389447356806
BGR,0.4838847449107457,0.4871490706233644,0.4871490706233644,0.49041339633598263
BFA,-2.0035314481044963,-1.8762227453123776,-1.72606376253193,-1.5824334311767192
BDI,-0.9622115457792177,-0.857753122975428,-0.7532947001716385,-0.6684222316435593
CPV,-1.0927845742839548,-0.743501723033783,-0.4007475232088481,-0.18856635188865029
KHM,-1.915394653863799,-1.520411242636969,-1.1254278314101391,-0.7239157687580726
CMR,-1.017705082893731,-1.0340267114568233,-1.0438196885946784,-1.0503483400199154
CAN,0.8984541104132862,0.8984541104132862,0.8984541104132862,0.8984541104132862
CAF,-1.8272578596231013,-1.6999491568309826,-1.566111802613627,-1.49756096264864
TCD,-1.993738470966641,-2.000267122391878,-2.0035314481044963,-2.0067957738171147
CHL,0.68300861338047,0.7809383847590229,0.8723395047123388,0.9441546703899443
CHN,-0.338725334669098,-0.19183067760126898,-0.028614391970347593,0.13133756794795556
COL,0.15745217364890288,0.25864627074007446,0.35331171640600856,0.43818418493408795
COM,-1.4420674255341268,-1.3571949570060475,-1.2723224884779685,-1.2005073228003629
COG,-1.902337351013325,-1.879487071024996,-1.8501081396114303,-1.8272578596231013
COD,-1.5856977568893376,-1.6183410140155219,-1.6444556197164693,-1.673834551130035
CRI,0.7580881047706938,0.7939956876094963,0.8266389447356806,0.8527535504366279
HRV,0.8527535504366279,0.8560178761492466,0.8592822018618649,0.8658108532871018
CUB,0.5948718191397724,0.6144577734154828,0.630779401978575,0.6471010305416671
CYP,0.9474189961025625,0.9441546703899443,0.9343616932520886,0.9278330418268521
CZE,0.9180400646889965,0.9180400646889965,0.9180400646889965,0.9180400646889965
CIV,-1.5856977568893376,-1.5073539397864952,-1.4224814712584162,-1.3408733284429555
DNK,0.9343616932520886,0.9343616932520886,0.9343616932520886,0.9343616932520886
DJI,-0.6521006030804671,-0.6488362773678487,-0.6455719516552302,-0.6390433002299934
DMA,-0.2277382604400715,-0.022085740545110647,0.18356677934985022,0.22600301361389016
DOM,0.27170357359054786,0.31413980785458734,0.35331171640600856,0.3826906478195746
ECU,-0.005764111982018507,0.16724515078675808,0.3337257621302982,0.4936777220486009
EGY,0.6993302419435622,0.7091232190814174,0.7156518705066544,0.7254448476445096
SLV,0.35657604211862726,0.43818418493408795,0.552435584875733,0.6568940076795222
GNQ,0.3010825050041139,0.2292673393265084,0.15745217364890288,0.11501593938486342
ERI,-2.0720822880694834,-2.023117402380207,-1.977416842403549,-1.948037910989983
EST,0.9180400646889965,0.9245687161142334,0.9278330418268521,0.9343616932520886
SWZ,-0.7108584659075987,-0.6161930202416643,-0.5215275745757301,-0.42359780319717716
ETH,-2.215712619424694,-2.1732763851606545,-2.130840150896615,-2.085139590919957
FJI,0.3108754821419691,0.43491985922146925,0.624250750553338,0.8070529904599703
FIN,0.9278330418268521,0.9278330418268521,0.9278330418268521,0.9278330418268521
FRA,0.9049827618385231,0.9049827618385231,0.9049827618385231,0.9049827618385231
GAB,-1.0438196885946784,-1.0209694086063494,-1.001383454330639,-0.9817975000549284
GMB,-0.5149989231504931,-0.6782152087814145,-0.8218455401366255,-0.9556828943539808
GEO,0.8331675961609175,0.7156518705066544,0.5818145162892985,0.4545058134971801
DEU,0.9213043904016152,0.9213043904016152,0.9213043904016152,0.9213043904016152
GHA,-1.9513022367026014,-1.918658979576417,-1.8827513967376146,-1.8501081396114303
GRC,0.8364319218735358,0.8625465275744836,0.888661133275431,0.9147757389763782
GRD,0.7580881047706938,0.5948718191397724,0.3728976706817194,0.2390603164643636
GTM,-0.38442589464575594,-0.2930247746924401,-0.20488798045174242,-0.11675118621104477
GIN,-2.019853076667588,-1.8827513967376146,-1.742385391095022,-1.5987550597398112
GNB,-1.925187631001654,-1.8272578596231013,-1.7227994368193114,-1.6150766883029033
GUY,0.2423246421769823,0.323932784992443,0.40880525352052194,0.4969420477612196
HTI,-1.7717643225085877,-1.6020193854524296,-1.4420674255341268,-1.3212873741672448
HND,-0.29628910040505857,-0.09063658051009744,0.10522296224700822,0.28802520215364
HKG,0.8494892247240097,0.8429605732987727,0.8364319218735358,0.8266389447356806
HUN,0.882132481850194,0.882132481850194,0.882132481850194,0.882132481850194
ISL,0.9082470875511413,0.9082470875511413,0.9082470875511413,0.9082470875511413
IND,-1.6085480368776663,-1.3637236084312843,-1.1188991799849022,-0.8740747515385201
IDN,-0.8740747515385201,-0.5998713916785723,-0.34198966038171646,-0.10042955764795264
IRN,0.5295853048874039,0.545906933450496,0.5556999105883512,0.5654928877262064
IRQ,0.13786621937319252,0.27170357359054786,0.402276602095285,0.4806204191981274
IRL,0.5752858648640615,0.6144577734154828,0.6536296819669041,0.6928015905183252
ISR,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9474189961025625
ITA,,,0.9245687161142334,0.9245687161142334
JAM,0.41859823065837715,0.43818418493408795,0.4545058134971801,0.4708274420602722
JPN,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9474189961025625
JOR,0.8984541104132862,0.888661133275431,0.8658108532871018,0.8396962475861545
KAZ,0.8462248990113914,0.8560178761492466,0.8658108532871018,0.875603830424957
KEN,-1.3049657456041528,-1.3180230484546265,-1.3310803513051,-1.3441376541555738
KIR,-1.3278160255924818,-1.2005073228003629,-1.0731986200082444,-1.017705082893731
PRK,,0.19662408220032412,0.19662408220032412,0.19988840791294235
KOR,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9441546703899443
KWT,0.9474189961025625,0.9474189961025625,0.9474189961025625,0.9474189961025625
KGZ,0.68300861338047,0.7287091733571278,0.7809383847590229,0.8364319218735358
LAO,-1.4028955169827055,-0.9001893572394677,-0.41054050034670353,0.052993750845113104
LVA,0.5067350248990747,0.5654928877262064,0.6405723791164302,0.7156518705066544
LBN,0.1346018936605738,0.28476087644102177,0.5426426077378773,0.797260013322115
