Country,2005/2017
ALB,-0.1516553908281721
ARG,-1.0289802886820192
ARM,-0.11351083005191782
AUS,0.3060793384868786
AUT,0.6493803854731667
AZE,0.15350109538186174
BGD,0.15350109538186174
BLR,-0.0753662692756636
BEL,0.03906741305309906
BEN,5.226727678623674
BTN,-0.8764020455770024
BOL,-1.9063051865358664
BIH,-0.0753662692756636
BWA,-0.647534680919477
BRA,-0.7238238024719853
BFA,-1.1434139710107818
CPV,-0.647534680919477
CMR,1.7174280872082848
CAN,0.34422389926313285
CAF,3.433933322139725
TCD,1.374127040221997
CHL,-0.5712455593669685
COL,-0.26608907315693475
COM,-0.8001129240244939
COG,0.7638140678019294
COD,0.2679347777106244
CRI,0.22979021693437016
CYP,0.878247750130692
CZE,-0.0753662692756636
CIV,0.34422389926313285
DNK,0.5730912639206582
DJI,1.2596933578932341
DOM,-0.6093901201432228
ECU,-1.2578476533395446
EGY,0.11535653460560752
SLV,-1.3722813356683072
EST,0.03906741305309906
SWZ,0.4205130208156413
ETH,2.5566084242858778
FJI,-0.3423781947094432
FIN,0.15350109538186174
FRA,0.6875249462494208
GAB,0.15350109538186174
GMB,-1.4485704572208158
GEO,-0.1516553908281721
DEU,0.534946703144404
GHA,0.0009228522768448255
GRC,0.7638140678019294
GTM,-0.8764020455770024
GIN,-1.1052694102345275
GNB,3.9679571730072842
HND,-1.5248595787733243
HUN,-0.4568118770382059
ISL,-0.3042336339331889
IRN,-0.647534680919477
IRL,-0.0753662692756636
ISR,0.2679347777106244
ITA,0.534946703144404
JOR,-0.4568118770382059
KAZ,-1.677437821878341
KEN,0.15350109538186174
KGZ,-0.6856792416957312
LAO,0.878247750130692
LVA,-0.6856792416957312
LSO,0.5730912639206582
LTU,0.4586575815918955
LUX,0.2679347777106244
MDG,0.9163923109069462
MWI,1.412271600998251
MYS,0.22979021693437016
MDV,0.07721197382935328
MLI,-0.8764020455770024
MRT,-0.7619683632482396
MEX,-0.8382574848007481
FSM,0.03906741305309906
MDA,-1.2959922141157987
MNG,-0.03722170849940939
MNE,0.2679347777106244
MAR,0.15350109538186174
MOZ,1.6411389656557767
NAM,-0.26608907315693475
NPL,-1.1052694102345275
NLD,0.15350109538186174
NIC,-0.18979995160442628
NER,-1.181558531787036
NGA,0.5730912639206582
NOR,-0.11351083005191782
PAK,-0.0753662692756636
PSE,0.0009228522768448255
PAN,-0.6093901201432228
PRY,-0.4949564378144601
PER,-0.990835727905765
PHL,-0.0753662692756636
POL,-0.26608907315693475
PRT,-0.11351083005191782
ROU,-0.03722170849940939
RUS,-0.5331009985907144
RWA,-0.3423781947094432
STP,-0.11351083005191782
SEN,0.3060793384868786
SRB,-1.0289802886820192
SLE,-0.7619683632482396
SVK,-0.0753662692756636
SVN,0.3060793384868786
SLB,-1.181558531787036
ZAF,0.3060793384868786
ESP,1.1452596755644715
LKA,0.0009228522768448255
SWE,0.5730912639206582
TJK,0.3060793384868786
TZA,-0.03722170849940939
THA,-0.4949564378144601
TLS,-0.9526911671295107
TON,-0.0753662692756636
TUN,-0.1516553908281721
TUR,-0.1516553908281721
UGA,-0.11351083005191782
UKR,-0.5331009985907144
GBR,-0.18979995160442628
USA,0.34422389926313285
VEN,-1.7918715042071036
VNM,0.03906741305309906
YEM,0.5730912639206582
ZMB,1.030825993235709
