Country,2000,2005,2010,2015
AFG,-2.860661138637681,-2.3438174355016974,-1.7002963541461098,-1.0415739874041698
ALB,0.2049314142767317,0.2201326996630847,0.23026688992065245,0.3974810291705301
DZA,0.3164075071099832,0.3873468389129617,0.4481519804583716,0.5038900268749971
AND,0.833251210245967,0.833251210245967,0.833251210245967,0.833251210245967
AGO,-2.3184819598577766,-2.2576768183123668,-2.201938771895741,-2.1563349157366836
ATG,0.7471105930566363,0.7167080222839316,0.6863054515112262,0.6660370709960901
ARG,0.7825802589581254,0.7927144492156939,0.8028486394732623,0.8129828297308301
ARM,0.625500309965817,0.6660370709960901,0.711640927155147,0.7775131638293417
AUS,0.8180499248596147,0.8231170199883986,0.8281841151171832,0.833251210245967
AUT,0.833251210245967,0.833251210245967,0.833251210245967,0.833251210245967
AZE,-0.3625832401470929,-0.22577167166992138,-0.08896010319274908,0.04278437015563935
BHS,0.7521776881854209,0.7369764027990678,0.7268422125415,0.7217751174127155
BHR,0.8281841151171832,0.8281841151171832,0.833251210245967,0.833251210245967
BGD,0.5596280732916225,0.610299024579464,0.6559028807385217,0.6964396417687947
BRB,0.7572447833142048,0.7521776881854209,0.7420434979278524,0.7369764027990678
BLR,0.7268422125415,0.7268422125415,0.731909307670284,0.731909307670284
BEL,0.833251210245967,0.833251210245967,0.833251210245967,0.833251210245967
BLZ,0.2049314142767317,0.3620113632690409,0.524158407390134,0.6863054515112262
BEN,-1.18851974613891,-1.0719765581768748,-0.9503662750860552,-0.8388901822528037
BTN,-0.12949686422302217,0.21506560453430015,0.508957122003781,0.711640927155147
BOL,-0.2409729570562737,0.01744889451171858,0.2556023655645732,0.4734874561022924
BIH,0.6508357856097378,0.6660370709960901,0.6964396417687947,0.7167080222839316
BWA,-0.3372477645031722,-0.29164390834411524,-0.25110714731384215,-0.2207045765411368
BRA,0.5140242171325655,0.5849635489355433,0.6457686904809532,0.7065738320263631
BRN,,,0.8079157346020462,0.8079157346020462
BGR,0.8180499248596147,0.8180499248596147,0.8028486394732623,0.7977815443444778
BFA,-1.8675104933959867,-1.7611014956915199,-1.6344241174719158,-1.502679644123528
