"Fresh water withdrawals (% of total renewable water resources)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016",""
"168"," Afghanistan","","","","","31.0","","","","","","","","","","","","","","","","",""
"68"," Albania","4.0","","","","6.1","","","","","","","","","","","","","","","","",""
"85"," Algeria","38.0","","","","","","","","","","","","66.9","","","","","","","","",""
"147"," Angola","","","","","0.4","","0.5","","","","","","","","","","","","","","",""
"70"," Antigua and Barbuda","3.3","","","","","","9.8","","","","","","8.5","","","","","","","","",""
"47"," Argentina","","","3.3","","","","","","","","4.3","","","","","","","","","","",""
"83"," Armenia","","","37.6","","","","","","","","","","37.9","","","","","","42.1","","",""
"3"," Australia","","","","","","","3.8","","","","","","3.1","","","","","","3.4","","",""
"20"," Austria","4.9","","","","","","","","4.5","","","","","","","","","","","","",""
"80"," Azerbaijan","","","","","","","35.2","","","","","","34.5","","","","","","","","",""
"43"," Bahrain","161.1","","","","","","","","","","","","","","","","","","","","",""
"58"," Barbados","","","","","","","87.5","","","","","","","","","","","","","","",""
"53"," Belarus","","","3.4","","3.2","","2.9","","2.7","","","","","","2.6","","","","","","",""
"106"," Belize","","","","","0.5","","","","","","","","","","","","","","","","",""
"77"," Bosnia and Herzegovina","","","","","","","0.9","","","","","","0.9","","0.9","","","","","","",""
"101"," Botswana","","","1.2","","1.6","","","","","","","","","","","","","","","","",""
"79"," Brazil","","","","","","","","","0.9","","","","","","","","","","","","",""
"51"," Bulgaria","35.2","","","","","","","","","","","","26.8","","","","","","26.4","","",""
"183"," Burkina Faso","","","","","","","6.1","","","","","","","","","","","","","","",""
"185"," Burundi","","","","","2.3","","","","","","","","","","","","","","","","",""
"151"," Cameroon","","","","","0.3","","","","","","","","","","","","","","","","",""
"188"," Central African Republic","","","","","0.0","","0.1","","","","","","","","","","","","","","",""
"186"," Chad","","","","","","","1.9","","","","","","","","","","","","","","",""
"86"," China","17.6","","","","19.4","","","","","","","","21.1","","","","","","20.9","","",""
"90"," Colombia","","","","","0.3","","","","","","","","","","","","","","","","",""
"176"," Congo (Democratic Republic of the)","","","","","0.0","","0.1","","","","","","","","","","","","","","",""
"63"," Costa Rica","","","","","","","","","","","","","","","2.1","","","","","","",""
"46"," Croatia","","","","","","","","","","","","","0.6","","0.6","","","","","","",""
"73"," Cuba","","","13.7","","","","","","","","","","","","18.3","","","","","","",""
"32"," Cyprus","28.6","","","","","","","","","","","","25.7","","28.4","","","","","","",""
"27"," Czechia","","","","","","","","","","","","","14.0","","12.6","","","","","","",""
"170"," Côte d'Ivoire","1.3","","","","1.7","","1.8","","","","","","","","","","","","","","",""
"11"," Denmark","20.8","","","","","","","","","","","","10.6","","","","","","","","",""
"172"," Djibouti","","","","","6.3","","","","","","","","","","","","","","","","",""
"103"," Dominica","","","","","8.3","","","","10.0","","","","","","","","","","","","",""
"94"," Dominican Republic","","","","","20.7","","23.2","","30.4","","","","","","","","","","","","",""
"86"," Ecuador","","","","","2.1","","2.2","","","","","","","","","","","","","","",""
"115"," Egypt","","","100.6","","97.8","","","","126.6","","","","","","","","","","","","",""
"121"," El Salvador","","","","","5.2","","8.1","","","","","","","","","","","","","","",""
"141"," Equatorial Guinea","","","","","0.1","","","","","","","","","","","","","","","","",""
"179"," Eritrea","","","","","5.7","","","","","","","","","","","","","","","","",""
"30"," Estonia","","","10.6","","","","","","","","","","12.7","","","","13.4","","","","",""
"144"," Eswatini (Kingdom of)","","","","","23.1","","","","","","","","","","","","","","","","",""
"173"," Ethiopia","","","","","","","6.4","","","","","","","","","","","","","","8.6",""
"92"," Fiji","","","","","0.3","","0.3","","","","","","","","","","","","","","",""
"15"," Finland","2.1","","2.4","","","","","","","","","","","","","","","","","","",""
"24"," France","","","","","","","","","","","","","14.1","","","","","","","","",""
"110"," Gabon","","","","","0.1","","0.1","","","","","","","","","","","","","","",""
"174"," Gambia","","","","","1.1","","","","","","","","","","","","","","","","",""
"70"," Georgia","","","","","","","2.9","","","","","","","","","","","","","","",""
"5"," Germany","","","29.4","","","","","","21.4","","","","","","","","","","","","",""
"140"," Ghana","","","","","1.7","","","","","","","","","","","","","","","","",""
"75"," Grenada","","","","","","","5.0","","","","","","","","","","7.0","","","","",""
"177"," Guinea-Bissau","","","","","0.6","","","","","","","","","","","","","","","","",""
"125"," Guyana","","","","","0.6","","","","0.5","","","","","","","","","","","","",""
"168"," Haiti","","","9.2","","","","","","","","","","","","","","","","","","",""
"45"," Hungary","","","","","","","","","","","","","4.9","","","","","","","","",""
"6"," Iceland","","","","","","","","","","","","","2.1","","","","","","0.2","","",""
"130"," India","26.2","","","","31.9","","","","33.9","","","","","","","","","","","","",""
"116"," Indonesia","3.7","","","","5.6","","","","","","","","","","","","","","","","",""
"60"," Iran (Islamic Republic of)","","","50.9","","","","","","","","","","","","","","","","","","",""
"120"," Iraq","47.6","","60.5","","73.4","","","","","","","","","","","","","","","","",""
"22"," Israel","89.0","","86.1","","","","","","","","","","","","","","","","","","",""
"28"," Italy","","","","","23.6","","","","","","","","","","","","","","","","",""
"95"," Jordan","","","","","","","","","","","","","90.6","","","","","","117.8","","",""
"58"," Kazakhstan","","","30.7","","","","","","18.4","","","","","","","","","","","","",""
"142"," Kenya","6.7","","","","","","","","10.5","","","","","","","","","","","","",""
"n.a"," Korea (Democratic People's Rep. of)","","","","","","","11.2","","","","","","","","","","","","","","",""
"22"," Korea (Republic of)","29.5","","","","","","41.7","","","","","","","","","","","","","","",""
"122"," Kyrgyzstan","","","","","42.7","","","","","","","","","","","","","","","","",""
"139"," Lao People's Democratic Republic","","","","","","","1.0","","","","","","","","","","","","","","",""
"41"," Latvia","","","1.2","","","","","","","","","","0.7","","0.7","","","","","","",""
"80"," Lebanon","","","29.3","","28.1","","24.3","","","","","","","","","","","","","","",""
"159"," Lesotho","","","","","1.4","","","","","","","","","","","","","","","","",""
"181"," Liberia","","","","","0.1","","","","","","","","","","","","","","","","",""
"108"," Libya","680.0","","","","615.4","","688.9","","","","","","822.9","","","","","","","","",""
"35"," Lithuania","","","17.7","","","","","","","","2.6","","","","","","","","","","",""
"21"," Luxembourg","","","1.6","","","","","","","","","","1.3","","1.2","","","","","","",""
"161"," Madagascar","","","","","4.0","","","","","","","","","","","","","","","","",""
"171"," Malawi","","","","","","","7.9","","","","","","","","","","","","","","",""
"57"," Malaysia","1.7","","","","1.6","","1.9","","","","","","","","","","","","","","",""
"29"," Malta","","","58.4","","","","","","","","","","33.7","","44.4","","","","","","",""
"159"," Mauritania","","","","","14.0","","11.8","","","","","","","","","","","","","","",""
"65"," Mauritius","20.6","","22.4","","22.2","","","","","","","","","","","","","","","","",""
"74"," Mexico","","","","","","","","","","","","","17.7","","","","","","18.6","","",""
"123"," Morocco","","","38.8","","","","","","35.7","","","","","","","","","","","","",""
"180"," Mozambique","0.3","","","","","","","","","","","","","","","","","","0.7","","",""
"148"," Myanmar","","","","","2.8","","","","","","","","","","","","","","","","",""
"129"," Namibia","","","0.7","","","","","","","","","","","","","","","","","","",""
"149"," Nepal","","","","","4.5","","","","","","","","","","","","","","","","",""
"10"," Netherlands","","","","","","","","","","","","","11.8","","","","","","","","",""
"16"," New Zealand","","","","","","","","","1.6","","","","","","","","","","","","",""
"124"," Nicaragua","","","","","","","","","","","0.9","","","","","","","","","","",""
"189"," Niger","1.5","","","","","","2.9","","","","","","","","","","","","","","",""
"157"," Nigeria","","","","","3.6","","4.0","","4.4","","","","","","","","","","","","",""
"48"," Oman","","","","","92.9","","","","","","","","","","","","","","","","",""
"150"," Pakistan","","","","","69.9","","","","","","","","","","","","","","","","",""
"119"," Palestine, State of","","","","","","","48.8","","","","","","","","","","","","","","",""
"66"," Panama","","","","","","","","","0.7","","","","","","","","","","","","",""
"153"," Papua New Guinea","","","","","0.0","","0.0","","","","","","","","","","","","","","",""
"110"," Paraguay","","","","","0.1","","","","","","","","0.6","","","","","","","","",""
"33"," Poland","","","","","","","","","","","","","19.0","","","","","","","","",""
"37"," Qatar","","","","","282.6","","374.1","","","","","","","","","","","","","","",""
"52"," Romania","9.6","","","","","","","","","","","","3.1","","3.0","","","","","","",""
"49"," Russian Federation","","","","","","","","","","","","","","","1.3","","","","","","",""
"158"," Rwanda","","","","","1.1","","","","","","","","","","","","","","","","",""
"72"," Saint Kitts and Nevis","","","","","","","","","","","","","51.3","","","","","","","","",""
"99"," Saint Vincent and the Grenadines","","","10.0","","","","","","","","","","","","7.9","","","","","","",""
"67"," Serbia","","","","","","","","","","","","","2.4","","2.6","","","","","","",""
"184"," Sierra Leone","","","","","0.1","","0.1","","","","","","","","","","","","","","",""
"38"," Slovakia","","","","","","","","","","","","","1.3","","","","1.1","","","","",""
"25"," Slovenia","","","","","","","","","","","","","2.9","","3.6","","","","","","",""
"n.a"," Somalia","","","","","22.4","","","","","","","","","","","","","","","","",""
"113"," South Africa","25.9","","25.1","","24.8","","","","","","","","","","30.2","","","","","","",""
"187"," South Sudan","","","","","","","","","","","1.3","","","","","","","","","","",""
"26"," Spain","","","","","","","","","","","","","33.0","","","","","","","","",""
"76"," Sri Lanka","18.5","","","","24.6","","24.5","","","","","","","","","","","","","","",""
"167"," Sudan","","","","","","","","","","","71.2","","","","","","","","","","",""
"100"," Suriname","","","","","0.7","","","","","","","","","","","","","","","","",""
"7"," Sweden","","","","","","","","","1.5","","","","","","","","","","","","",""
"2"," Switzerland","","","","","","","","","","","","","3.7","","","","","","","","",""
"155"," Syrian Arab Republic","","","","","","","84.2","","","","","","","","","","","","","","",""
"127"," Tajikistan","","","","","53.2","","","","","","","","","","","","","","","","",""
"69"," Trinidad and Tobago","","","","","8.2","","8.0","","","","8.8","","","","","","","","","","",""
"95"," Tunisia","66.5","","61.7","","","","","","","","69.7","","","","","","","","","","",""
"64"," Turkey","","","","","19.9","","","","","","","","","","","","","","","","",""
"108"," Turkmenistan","","","","","100.6","","","","","","","","","","","","","","","","",""
"88"," Ukraine","","","","","10.4","","8.6","","8.5","","","","","","","","","","","","",""
"34"," United Arab Emirates","","","1149.0","","1556.0","","1867.0","","","","","","","","","","","","","","",""
"14"," United Kingdom","8.2","","8.2","","","","","","","","","","5.5","","","","","","","","",""
"13"," United States","15.2","","","","15.4","","15.6","","13.6","","","","","","","","","","","","",""
"55"," Uruguay","","","","","2.1","","","","","","","","","","","","","","","","",""
"105"," Uzbekistan","","","","","","","100.6","","","","","","","","","","","","","","",""
"78"," Venezuela (Bolivarian Republic of)","","","","","0.7","","","","","","","","","","","","","","","","",""
"116"," Viet Nam","","","","","","","9.3","","","","","","","","","","","","","","",""
"178"," Yemen","139.1","","","","161.1","","168.6","","","","","","","","","","","","","","",""
"144"," Zambia","","","1.5","","","","","","","","","","","","","","","","","","",""
""
