"Carbon dioxide emissions per capita (tonnes)"
"86"," China","2.2","","2.8","","2.7","","4.5","","6.6","","7.2","","7.4","","7.6","","7.5",""
"90"," Colombia","1.7","","1.6","","1.4","","1.4","","1.7","","1.6","","1.7","","1.9","","1.8",""
"165"," Comoros","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"137"," Congo","0.5","","0.6","","0.3","","0.3","","0.5","","0.5","","0.6","","0.7","","0.6",""
"176"," Congo (Democratic Republic of the)","0.1","","0.1","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1","","0.1",""
"63"," Costa Rica","1.0","","1.4","","1.4","","1.6","","1.7","","1.7","","1.7","","1.6","","1.6",""
"46"," Croatia","","","3.6","","4.4","","5.1","","4.6","","4.6","","4.2","","4.1","","4.0",""
"73"," Cuba","3.2","","2.4","","2.3","","2.3","","3.4","","3.2","","3.2","","3.0","","3.0",""
"32"," Cyprus","5.7","","6.3","","7.3","","7.3","","6.9","","6.6","","6.1","","5.2","","5.3",""
"27"," Czechia","","","12.0","","12.1","","11.8","","10.7","","10.2","","9.6","","9.4","","9.2",""
"170"," Côte d'Ivoire","0.4","","0.5","","0.4","","0.4","","0.3","","0.3","","0.4","","0.5","","0.5",""
"11"," Denmark","9.8","","10.9","","9.6","","8.7","","8.4","","7.3","","6.5","","6.9","","5.9",""
"172"," Djibouti","0.5","","0.5","","0.5","","0.5","","0.6","","0.5","","0.6","","0.7","","0.8",""
"103"," Dominica","0.8","","1.1","","1.5","","1.7","","2.0","","1.8","","1.9","","1.8","","1.9",""
"94"," Dominican Republic","1.3","","2.0","","2.3","","2.0","","2.1","","2.1","","2.2","","2.1","","2.1",""
"86"," Ecuador","1.6","","2.0","","1.6","","2.2","","2.4","","2.5","","2.5","","2.6","","2.8",""
"115"," Egypt","1.3","","1.5","","2.0","","2.2","","2.4","","2.5","","2.5","","2.4","","2.2",""
"121"," El Salvador","0.5","","0.9","","1.0","","1.1","","1.0","","1.1","","1.1","","1.0","","1.0",""
"141"," Equatorial Guinea","0.2","","0.3","","0.7","","6.2","","4.9","","6.2","","4.9","","4.8","","4.7",""
"179"," Eritrea","","","0.3","","0.2","","0.2","","0.1","","0.1","","0.1"," a","0.1"," a","0.1"," a"
"30"," Estonia","","","12.2","","10.6","","12.4","","13.6","","14.0","","13.3","","15.1","","14.8",""
"144"," Eswatini (Kingdom of)","0.5","","0.5","","1.1","","0.9","","0.9","","0.9","","1.0","","0.9","","0.9",""
"173"," Ethiopia","0.1","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"92"," Fiji","1.1","","1.0","","1.0","","1.3","","1.4","","1.3","","1.2","","1.3","","1.3",""
"15"," Finland","10.4","","10.3","","10.1","","10.4","","11.6","","10.5","","9.1","","8.7","","8.7",""
"24"," France","6.4","","5.9","","5.9","","6.1","","5.4","","5.1","","5.1","","5.1","","4.6",""
"110"," Gabon","4.7","","4.3","","3.8","","3.5","","2.9","","2.9","","2.9","","2.9","","2.8",""
"174"," Gambia","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.2","","0.3",""
"70"," Georgia","","","0.5","","1.0","","1.2","","1.6","","2.1","","2.2","","2.1","","2.4",""
"5"," Germany","","","10.6","","10.1","","9.7","","9.3","","9.1","","9.2","","9.4","","8.9",""
"140"," Ghana","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.5","","0.6","","0.5",""
"31"," Greece","7.3","","7.5","","8.5","","9.0","","7.5","","7.2","","7.2","","6.3","","6.2",""
"75"," Grenada","1.1","","1.5","","1.9","","2.1","","2.5","","2.4","","2.6","","2.9","","2.3",""
"127"," Guatemala","0.5","","0.7","","0.9","","1.0","","0.8","","0.8","","0.8","","0.9","","1.2",""
"175"," Guinea","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.2","","0.2","","0.2",""
"177"," Guinea-Bissau","0.2","","0.2","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"125"," Guyana","1.5","","1.9","","2.1","","1.9","","2.3","","2.4","","2.6","","2.6","","2.6",""
"168"," Haiti","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3",""
"133"," Honduras","0.5","","0.7","","0.8","","1.0","","1.0","","1.1","","1.1","","1.0","","1.1",""
"7"," Hong Kong, China (SAR)","4.8","","5.1","","6.1","","6.4","","5.8","","6.2","","6.1","","6.3","","6.4",""
"45"," Hungary","6.7","","5.8","","5.5","","5.8","","5.0","","4.8","","4.5","","4.3","","4.3",""
"6"," Iceland","7.8","","7.3","","7.7","","7.5","","6.2","","5.9","","5.6","","5.9","","6.1",""
"130"," India","0.7","","0.8","","1.0","","1.1","","1.4","","1.5","","1.6","","1.6","","1.7",""
"116"," Indonesia","0.8","","1.1","","1.2","","1.5","","1.8","","2.5","","2.6","","1.9","","1.8",""
"60"," Iran (Islamic Republic of)","3.7","","4.5","","5.6","","6.7","","7.7","","7.8","","8.0","","8.0","","8.3",""
"120"," Iraq","2.7","","3.7","","3.1","","4.2","","3.6","","4.2","","4.7","","4.9","","4.8",""
"4"," Ireland","8.9","","9.1","","10.8","","10.5","","8.8","","7.8","","7.7","","7.5","","7.3",""
"22"," Israel","7.8","","9.2","","9.6","","8.2","","9.0","","8.9","","9.5","","8.3","","7.9",""
"28"," Italy","7.4","","7.6","","7.9","","8.2","","6.8","","6.7","","6.2","","5.7","","5.3",""
"97"," Jamaica","3.1","","3.6","","3.9","","3.8","","2.6","","2.8","","2.6","","2.8","","2.6",""
"19"," Japan","8.9","","9.4","","9.6","","9.7","","9.1","","9.3","","9.6","","9.8","","9.5",""
"95"," Jordan","2.9","","3.0","","3.0","","3.7","","2.9","","2.9","","3.1","","2.9","","3.0",""
"58"," Kazakhstan","","","10.7","","7.9","","11.7","","15.2","","15.6","","14.5","","15.4","","14.4",""
"142"," Kenya","0.2","","0.3","","0.3","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3",""
"134"," Kiribati","0.3","","0.4","","0.3","","0.7","","0.6","","0.6","","0.6","","0.6","","0.6",""
"n.a"," Korea (Democratic People's Rep. of)","","","","","3.0","","3.2","","2.7","","1.9","","2.0","","1.4","","1.6",""
"22"," Korea (Republic of)","5.8","","8.3","","9.5","","9.6","","11.4","","11.8","","11.6","","11.7","","11.6",""
"56"," Kuwait","24.3","","34.0","","26.1","","31.4","","29.9","","28.5","","30.1","","27.3","","25.2",""
"122"," Kyrgyzstan","","","1.0","","0.9","","1.1","","1.2","","1.4","","1.8","","1.7","","1.6",""
"139"," Lao People's Democratic Republic","0.1","","0.1","","0.2","","0.2","","0.3","","0.3","","0.3","","0.2","","0.3",""
"41"," Latvia","","","3.8","","2.7","","3.4","","3.9","","3.5","","3.5","","3.5","","3.5",""
"80"," Lebanon","3.0","","4.5","","4.7","","4.1","","4.6","","4.5","","4.6","","4.3","","4.3",""
"159"," Lesotho","0.9","","1.0","","1.0","","1.0","","1.1","","1.1","","1.2","","1.1","","1.1",""
"181"," Liberia","0.2","","0.2","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"108"," Libya","8.3","","9.3","","8.8","","9.0","","10.0","","6.4","","8.5","","9.1","","9.2",""
"17"," Liechtenstein","","","","","","","","","1.5","","1.3","","1.3","","1.4","","1.2",""
"35"," Lithuania","","","4.5","","3.5","","4.2","","4.3","","4.6","","4.6","","4.3","","4.4",""
"21"," Luxembourg","26.2","","20.4","","18.9","","24.8","","21.6","","21.1","","20.1","","18.5","","17.4",""
"161"," Madagascar","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"171"," Malawi","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"57"," Malaysia","3.1","","5.9","","5.4","","6.8","","7.8","","7.7","","7.5","","8.0","","8.0",""
"101"," Maldives","0.8","","1.0","","1.6","","1.9","","2.6","","2.6","","2.9","","2.8","","3.3",""
"182"," Mali","0.1","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"29"," Malta","6.1","","5.6","","5.3","","6.7","","6.2","","6.1","","6.4","","5.5","","5.4",""
"106"," Marshall Islands","1.0","","1.3","","1.5","","1.6","","2.0","","2.0","","1.9","","1.9","","1.9",""
"159"," Mauritania","0.4","","0.5","","0.4","","0.5","","0.6","","0.6","","0.7","","0.7","","0.7",""
"65"," Mauritius","1.4","","1.6","","2.3","","2.7","","3.1","","3.1","","3.2","","3.2","","3.4",""
"74"," Mexico","3.7","","3.5","","3.9","","4.3","","4.0","","4.1","","4.1","","4.0","","3.9",""
"131"," Micronesia (Federated States of)","","","1.0","","1.2","","1.1","","1.1","","1.2","","1.3","","1.4","","1.4",""
"112"," Moldova (Republic of)","","","3.0","","1.0","","1.4","","1.4","","1.4","","1.4","","1.4","","1.4",""
"92"," Mongolia","4.6","","3.4","","3.1","","3.4","","5.1","","7.8","","9.3","","13.5","","7.1",""
"50"," Montenegro","","","","","","","3.3","","4.2","","4.1","","3.8","","3.6","","3.6",""
"123"," Morocco","0.9","","1.1","","1.2","","1.5","","1.7","","1.8","","1.9","","1.7","","1.7",""
"180"," Mozambique","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.3",""
"148"," Myanmar","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.2","","0.3","","0.4",""
"129"," Namibia","0.0","","1.0","","0.9","","1.1","","1.4","","1.3","","1.5","","1.1","","1.6",""
"n.a"," Nauru","13.6","","10.7","","8.4","","6.2","","4.4","","4.0","","3.9","","4.1","","4.0",""
"149"," Nepal","0.0","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.3",""
"10"," Netherlands","10.6","","11.6","","10.9","","11.1","","11.0","","10.4","","10.2","","10.3","","9.9",""
"16"," New Zealand","7.1","","7.4","","8.5","","8.3","","7.3","","7.2","","7.7","","7.5","","7.7",""
"124"," Nicaragua","0.6","","0.6","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8",""
"189"," Niger","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"157"," Nigeria","0.4","","0.3","","0.6","","0.8","","0.6","","0.6","","0.6","","0.6","","0.5",""
"1"," Norway","7.4","","7.7","","8.8","","9.2","","12.3","","9.1","","9.9","","11.4","","9.3",""
"48"," Oman","6.3","","7.2","","9.7","","11.9","","15.6","","16.7","","17.1","","16.5","","15.4",""
"150"," Pakistan","0.6","","0.7","","0.8","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9",""
"60"," Palau","15.6","","13.6","","13.0","","13.1","","12.4","","12.3","","12.2","","12.3","","12.3",""
"119"," Palestine, State of","","","","","0.3","","0.8","","0.5","","0.6","","0.5","","0.6","","0.6"," b"
"66"," Panama","1.1","","1.1","","1.9","","2.1","","2.5","","2.7","","2.7","","2.8","","2.3",""
"153"," Papua New Guinea","0.5","","0.4","","0.5","","0.7","","0.7","","0.7","","0.7","","0.8","","0.8",""
"110"," Paraguay","0.5","","0.8","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.9",""
"89"," Peru","1.0","","1.0","","1.2","","1.3","","2.0","","1.7","","1.8","","1.9","","2.0",""
"113"," Philippines","0.7","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9","","1.0","","1.1",""
"33"," Poland","9.7","","8.9","","7.8","","7.9","","8.3","","8.3","","7.9","","7.9","","7.5",""
"41"," Portugal","4.2","","5.2","","6.1","","6.2","","4.6","","4.5","","4.4","","4.3","","4.3",""
"37"," Qatar","24.7","","61.9","","58.6","","58.9","","40.7","","41.2","","44.6","","37.8","","45.4",""
"52"," Romania","7.5","","5.6","","4.0","","4.5","","3.9","","4.2","","4.1","","3.5","","3.5",""
"49"," Russian Federation","","","11.0","","10.6","","11.3","","11.7","","12.3","","12.8","","12.4","","11.9",""
"158"," Rwanda","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"72"," Saint Kitts and Nevis","2.6","","3.0","","3.8","","4.1","","4.3","","4.4","","4.2","","4.2","","4.3",""
"90"," Saint Lucia","1.2","","2.1","","2.1","","2.2","","2.3","","2.3","","2.3","","2.3","","2.3",""
"99"," Saint Vincent and the Grenadines","0.8","","1.2","","1.4","","2.0","","2.0","","1.8","","2.3","","1.9","","1.9",""
"104"," Samoa","0.6","","0.7","","0.8","","0.9","","1.0","","1.1","","1.0","","1.0","","1.0",""
"143"," Sao Tome and Principe","0.4","","0.4","","0.3","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6",""
"39"," Saudi Arabia","11.4","","12.6","","14.3","","16.6","","18.9","","17.7","","19.4","","18.1","","19.5",""
"164"," Senegal","0.4","","0.4","","0.4","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6",""
"67"," Serbia","","","","","","","","","6.3","","6.8","","6.1","","6.3","","5.3",""
"62"," Seychelles","2.2","","2.6","","7.1","","8.3","","4.9","","3.9","","5.0","","4.5","","5.4",""
"184"," Sierra Leone","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2",""
"9"," Singapore","14.6","","12.0","","12.2","","7.1","","11.0","","8.7","","6.8","","10.3","","10.3",""
"38"," Slovakia","","","7.9","","6.7","","7.3","","6.7","","6.4","","6.1","","6.1","","5.7",""
"25"," Slovenia","","","7.2","","7.2","","7.9","","7.5","","7.4","","7.2","","6.9","","6.2",""
"152"," Solomon Islands","0.5","","0.4","","0.4","","0.3","","0.4","","0.4","","0.4","","0.4","","0.3",""
"n.a"," Somalia","0.1","","0.1","","0.1","","0.1","","0.1","","0.0","","0.0","","0.0","","0.0",""
"113"," South Africa","8.3","","8.6","","8.3","","8.5","","9.2","","9.0","","8.8","","8.7","","9.0",""
"187"," South Sudan","","","","","","","","","","","","","0.1","","0.1","","0.1",""
"26"," Spain","5.6","","6.1","","7.3","","8.1","","5.8","","5.8","","5.7","","5.1","","5.0",""
"76"," Sri Lanka","0.2","","0.3","","0.5","","0.6","","0.7","","0.7","","0.8","","0.8","","0.9",""
"167"," Sudan","0.2","","0.1","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"100"," Suriname","4.3","","4.7","","4.7","","3.2","","4.6","","3.7","","4.2","","3.5","","3.6",""
"7"," Sweden","6.1","","6.2","","5.6","","5.7","","5.5","","5.5","","4.9","","4.7","","4.5",""
"2"," Switzerland","6.3","","5.6","","5.4","","5.6","","5.0","","4.7","","4.7","","5.0","","4.3",""
"155"," Syrian Arab Republic","3.0","","2.9","","3.1","","2.8","","2.9","","2.7","","2.2","","1.8","","1.6",""
"127"," Tajikistan","","","0.4","","0.4","","0.4","","0.3","","0.3","","0.4","","0.4","","0.6",""
"154"," Tanzania (United Republic of)","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2",""
"83"," Thailand","1.6","","2.7","","2.9","","3.8","","4.2","","4.1","","4.4","","4.4","","4.6",""
"80"," The former Yugoslav Republic of Macedonia","","","5.5","","5.9","","5.5","","4.2","","4.5","","4.3","","3.8","","3.6",""
"132"," Timor-Leste","","","","","","","0.2","","0.2","","0.2","","0.3","","0.4","","0.4",""
"165"," Togo","0.2","","0.2","","0.3","","0.2","","0.4","","0.4","","0.4","","0.4","","0.4",""
"98"," Tonga","0.8","","1.0","","1.0","","1.1","","1.1","","1.0","","1.0","","1.1","","1.1",""
"69"," Trinidad and Tobago","13.9","","13.6","","18.8","","29.4","","36.1","","35.2","","33.9","","34.5","","34.2",""
"95"," Tunisia","1.6","","1.7","","2.1","","2.2","","2.6","","2.4","","2.5","","2.5","","2.6",""
"64"," Turkey","2.7","","2.9","","3.4","","3.5","","4.1","","4.4","","4.4","","4.3","","4.5",""
"108"," Turkmenistan","","","8.1","","8.3","","10.2","","11.3","","12.1","","12.3","","12.4","","12.5",""
"n.a"," Tuvalu","0.8","","0.8","","0.8","","1.1","","0.7","","0.7","","1.0","","1.0","","1.0",""
"162"," Uganda","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"88"," Ukraine","","","8.7","","6.5","","7.1","","6.6","","6.3","","6.5","","6.0","","5.0",""
"34"," United Arab Emirates","28.0","","28.8","","35.7","","25.4","","19.4","","19.1","","19.8","","19.0","","23.3",""
"14"," United Kingdom","9.7","","9.3","","9.2","","9.0","","7.9","","7.1","","7.4","","7.1","","6.5",""
"13"," United States","19.3","","19.3","","20.2","","19.6","","17.4","","17.0","","16.3","","16.3","","16.5",""
"55"," Uruguay","1.3","","1.4","","1.6","","1.7","","1.9","","2.3","","2.6","","2.2","","2.0",""
"105"," Uzbekistan","","","4.5","","4.9","","4.5","","3.6","","3.9","","3.9","","3.4","","3.4",""
"138"," Vanuatu","0.5","","0.4","","0.5","","0.3","","0.5","","0.5","","0.5","","0.4","","0.6",""
"78"," Venezuela (Bolivarian Republic of)","6.2","","6.0","","6.2","","6.2","","6.5","","6.0","","6.6","","6.1","","6.0",""
"116"," Viet Nam","0.3","","0.4","","0.7","","1.2","","1.6","","1.7","","1.6","","1.6","","1.8",""
"178"," Yemen","0.8","","0.7","","0.8","","1.0","","1.0","","0.8","","0.7","","1.0","","0.9",""
"144"," Zambia","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3",""
"156"," Zimbabwe","1.5","","1.3","","1.1","","0.8","","0.6","","0.7","","0.5","","0.8","","0.8",""
"<a name=""a""></a>a: Refers to 2011.<br /><a name=""b""></a>b: Refers to 2013.<br />"
