Country,2000,2005,2010,2011,2012,2013,2014,2015
AFG,,9.9,8.6,8.6,7.9,8.8,9.7,10.3
ALB,6.8,6.3,5.0,5.6,5.9,6.3,7.0,6.8
DZA,3.5,3.2,5.1,5.3,6.0,6.0,6.5,7.1
AND,9.3,9.8,11.6,11.8,12.1,14.2,12.0,12.0
AGO,2.5,4.0,2.7,2.8,2.7,3.0,2.8,2.9
ATG,4.1,4.4,5.5,5.7,5.1,5.4,5.7,4.8
ARG,5.0,6.4,6.8,6.3,6.3,6.4,6.4,6.8
ARM,6.5,7.0,5.3,3.8,6.7,8.3,7.0,10.1
AUS,7.6,8.0,8.5,8.6,8.7,8.8,9.1,9.4
AUT,9.2,9.6,10.1,9.9,10.1,10.2,10.3,10.3
AZE,3.8,7.4,4.9,4.8,5.1,5.4,5.7,6.7
BHS,5.1,5.9,7.4,7.6,7.6,7.4,7.3,7.4
BHR,3.4,3.0,3.3,3.1,4.2,4.3,4.6,5.2
BGD,2.4,2.8,2.7,2.8,2.7,2.7,2.7,2.6
BRB,5.2,6.3,6.9,7.4,8.3,8.2,7.7,7.5
BLR,5.5,6.3,5.3,4.7,5.3,5.8,5.4,6.1
BEL,7.9,9.0,9.9,10.1,10.2,10.4,10.4,10.5
BLZ,3.9,4.4,5.8,5.6,5.4,5.8,5.8,6.2
BEN,4.3,4.0,4.1,4.2,4.7,3.9,3.6,4.0
BTN,4.2,3.5,3.2,3.0,3.2,3.3,3.2,3.5
BOL,4.3,5.0,5.1,5.1,5.1,5.5,5.8,6.4
BIH,7.1,9.1,9.0,9.2,9.5,9.5,9.6,9.4
BWA,5.8,5.3,5.6,6.3,6.4,5.4,5.3,6.0
BRA,8.4,8.0,8.0,7.8,7.8,8.0,8.4,8.9
BRN,2.5,2.2,2.3,1.9,1.9,2.1,2.2,2.6
BGR,5.9,6.9,7.1,7.1,7.6,7.8,8.5,8.2
BFA,3.3,4.4,5.9,5.2,4.9,6.1,5.6,5.4
BDI,6.8,9.4,11.3,10.4,8.6,8.2,6.8,8.2
CPV,4.8,4.8,4.5,4.3,4.6,4.4,5.0,4.8
KHM,6.4,7.1,6.9,7.5,7.3,6.9,6.2,6.0
CMR,4.3,4.5,5.0,3.8,5.0,4.9,4.9,5.1
CAN,8.3,9.1,10.6,10.2,10.2,10.1,10.0,10.4
CAF,3.5,4.5,3.8,3.8,3.6,4.4,4.7,4.8
TCD,6.2,4.9,4.1,3.9,3.6,4.8,4.6,4.6
CHL,7.0,6.6,6.8,6.8,7.0,7.4,7.6,8.1
CHN,4.5,4.3,4.5,4.6,4.8,4.9,5.0,5.3
COL,5.5,5.5,6.1,5.9,6.1,6.0,6.4,6.2
COM,12.1,10.1,8.8,9.5,8.3,8.3,8.0,8.0
COG,1.7,1.9,2.0,1.9,2.0,2.4,2.4,3.4
COD,1.4,3.0,4.0,3.5,3.6,3.9,4.4,4.3
CRI,6.5,6.7,8.1,8.4,8.1,8.3,8.2,8.1
HRV,7.7,6.9,8.1,7.8,7.8,7.3,7.5,7.4
CYP,5.3,5.3,6.3,6.6,6.7,6.9,6.8,6.8
CZE,5.7,6.4,6.9,7.0,7.0,7.8,7.7,7.3
