Country,2010-2016
AFG,40.9
ALB,23.2
DZA,11.7
AGO,37.6
ARM,9.4
AUS,2.0
AZE,18.0
BGD,36.2
BRB,7.7
BLZ,15.0
BEN,34.0
BTN,33.5
BOL,16.1
BIH,8.9
BWA,31.4
BRA,7.1
BRN,19.7
BFA,27.3
BDI,55.9
KHM,32.4
CMR,31.7
CAF,40.7
TCD,39.8
CHL,1.8
CHN,8.1
COL,12.6
COM,31.1
COG,21.2
COD,42.7
CRI,5.6
CIV,21.6
DJI,33.5
DOM,7.1
ECU,23.9
EGY,22.3
SLV,13.6
GNQ,26.2
ERI,50.3
SWZ,25.5
ETH,38.4
GAB,17.0
GMB,24.6
GEO,11.3
GHA,18.8
GTM,46.7
GIN,32.4
GNB,27.6
GUY,11.3
HTI,22.0
HND,22.6
IND,37.9
IDN,36.4
IRN,6.8
IRQ,22.1
JAM,6.2
JPN,7.1
JOR,7.8
KAZ,8.0
KEN,26.2
PRK,27.9
KOR,2.5
KWT,4.9
KGZ,12.9
LAO,44.2
LSO,33.4
LBR,32.1
LBY,21.0
MDG,49.2
MWI,37.4
MYS,20.7
MDV,18.6
MLI,30.4
MRT,27.9
MEX,12.4
MDA,6.4
MNG,10.8
MNE,9.4
MAR,14.9
MOZ,42.9
MMR,29.4
NAM,22.7
NRU,24.0
NPL,36.0
NIC,17.3
NER,42.2
NGA,43.6
OMN,14.1
PAK,45.0
PSE,7.4
PAN,19.1
PNG,49.5
PRY,5.6
PER,13.1
PHL,33.4
RWA,36.7
LCA,2.5
WSM,4.9
STP,17.2
SEN,17.1
SRB,6.0
SYC,7.9
SLE,37.8
SLB,31.6
SOM,25.3
ZAF,27.4
SSD,31.3
LKA,17.3
SDN,38.2
SUR,8.8
SYR,27.5
TJK,26.8
TZA,34.5
THA,10.5
MKD,4.9
TLS,50.2
TGO,27.6
TON,8.1
TTO,11.0
TUN,10.1
TUR,9.5
TKM,11.5
TUV,10.0
UGA,28.9
USA,2.1
URY,10.7
UZB,19.6
VUT,28.5
VEN,13.4
VNM,24.6
YEM,46.4
ZMB,40.0
ZWE,27.1
