Country,2000,2005,2010,2011,2012,2013,2014,2015,2016
AFG,190.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0
ALB,22.0,19.0,17.0,17.0,16.0,19.0,16.0,16.0,16.0
DZA,74.0,80.0,77.0,73.0,73.0,67.0,72.0,74.0,70.0
AND,21.0,15.0,9.5,4.1,13.0,7.1,8.7,5.9,6.0
AGO,297.0,368.0,384.0,383.0,380.0,376.0,370.0,370.0,370.0
ATG,5.5,7.7,8.5,7.2,3.6,12.0,3.5,5.0,3.4
ARG,37.0,31.0,20.0,27.0,24.0,24.0,25.0,25.0,24.0
ARM,54.0,92.0,61.0,55.0,53.0,60.0,57.0,47.0,44.0
AUS,6.3,5.9,6.5,6.3,6.6,6.2,6.5,6.1,6.1
AUT,17.0,13.0,9.1,9.1,8.4,8.4,7.5,7.5,8.2
AZE,80.0,88.0,104.0,125.0,86.0,78.0,76.0,71.0,66.0
BHS,32.0,17.0,9.9,13.0,9.9,10.0,15.0,18.0,26.0
BHR,36.0,36.0,23.0,20.0,20.0,18.0,16.0,14.0,12.0
BGD,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0
BRB,1.3,4.0,2.5,0.0,1.6,1.6,2.0,0.0,1.2
BLR,83.0,74.0,69.0,67.0,64.0,61.0,58.0,55.0,52.0
BEL,14.0,12.0,11.0,10.0,9.4,9.3,9.1,9.5,10.0
BLZ,49.0,41.0,52.0,26.0,29.0,40.0,24.0,25.0,38.0
BEN,86.0,73.0,68.0,67.0,66.0,64.0,61.0,60.0,59.0
BTN,249.0,192.0,225.0,208.0,188.0,176.0,172.0,153.0,178.0
BOL,184.0,158.0,135.0,131.0,127.0,123.0,120.0,117.0,114.0
BIH,82.0,70.0,44.0,46.0,48.0,44.0,42.0,39.0,32.0
BWA,914.0,728.0,518.0,480.0,445.0,414.0,385.0,356.0,326.0
BRA,51.0,50.0,44.0,44.0,42.0,45.0,43.0,42.0,42.0
BRN,106.0,51.0,70.0,67.0,70.0,60.0,55.0,58.0,66.0
BGR,52.0,52.0,41.0,37.0,36.0,33.0,32.0,28.0,27.0
BFA,70.0,64.0,58.0,57.0,55.0,54.0,54.0,52.0,51.0
BDI,290.0,195.0,144.0,138.0,133.0,128.0,126.0,122.0,118.0
CPV,160.0,153.0,147.0,145.0,144.0,143.0,138.0,139.0,137.0
KHM,575.0,511.0,436.0,423.0,411.0,400.0,390.0,368.0,345.0
CMR,309.0,311.0,260.0,251.0,242.0,235.0,220.0,212.0,203.0
CAN,6.4,5.5,4.6,4.8,5.4,5.3,5.1,5.2,5.2
CAF,1070.0,687.0,431.0,402.0,378.0,359.0,375.0,391.0,407.0
TCD,151.0,151.0,151.0,151.0,151.0,151.0,159.0,152.0,153.0
CHL,23.0,18.0,16.0,16.0,16.0,16.0,16.0,17.0,16.0
CHN,109.0,92.0,77.0,76.0,74.0,70.0,68.0,66.0,64.0
COL,36.0,30.0,31.0,32.0,32.0,31.0,30.0,31.0,32.0
COM,39.0,36.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0
COG,356.0,426.0,386.0,383.0,382.0,382.0,381.0,379.0,378.0
COD,327.0,327.0,327.0,327.0,327.0,326.0,325.0,324.0,323.0
CRI,19.0,16.0,14.0,14.0,13.0,11.0,12.0,11.0,9.5
HRV,42.0,28.0,18.0,17.0,14.0,14.0,13.0,13.0,12.0
CUB,12.0,7.9,8.4,8.2,7.4,7.6,7.3,7.0,6.9
CYP,4.0,3.8,6.3,5.2,6.4,4.1,3.9,6.2,5.6
CZE,16.0,11.0,6.8,6.2,6.1,5.1,5.1,5.5,5.0
CIV,367.0,267.0,196.0,186.0,178.0,170.0,165.0,159.0,153.0
DNK,13.0,8.4,6.9,7.4,7.0,6.7,5.9,6.5,6.1
DJI,692.0,496.0,613.0,532.0,493.0,441.0,304.0,362.0,335.0
DMA,4.9,12.0,13.0,3.2,11.0,4.8,1.6,11.0,7.8
DOM,100.0,82.0,67.0,65.0,62.0,60.0,60.0,60.0,60.0
ECU,99.0,70.0,59.0,59.0,59.0,56.0,54.0,52.0,50.0
EGY,26.0,21.0,18.0,17.0,17.0,16.0,15.0,15.0,14.0
SLV,32.0,37.0,34.0,38.0,41.0,44.0,44.0,49.0,60.0
GNQ,96.0,106.0,129.0,136.0,144.0,153.0,162.0,172.0,181.0
ERI,177.0,149.0,108.0,112.0,114.0,101.0,83.0,70.0,74.0
EST,61.0,42.0,28.0,25.0,24.0,22.0,20.0,18.0,16.0
SWZ,831.0,1180.0,1260.0,1020.0,861.0,783.0,647.0,485.0,398.0
ETH,421.0,341.0,268.0,253.0,239.0,224.0,207.0,192.0,177.0
FJI,22.0,20.0,27.0,31.0,30.0,36.0,53.0,51.0,59.0
FIN,12.0,7.4,6.6,6.7,5.5,5.6,5.3,5.6,4.7
FRA,12.0,9.5,8.8,8.7,8.6,8.6,8.2,8.1,7.7
GAB,515.0,592.0,473.0,453.0,436.0,423.0,444.0,465.0,485.0
GMB,185.0,191.0,178.0,176.0,175.0,173.0,174.0,174.0,174.0
GEO,254.0,175.0,127.0,122.0,119.0,116.0,106.0,99.0,92.0
DEU,13.0,8.0,5.8,5.8,5.7,5.9,6.1,8.0,8.1
GHA,216.0,203.0,183.0,178.0,173.0,168.0,165.0,160.0,156.0
GRC,7.3,7.1,4.5,4.6,5.2,5.0,4.9,4.5,4.4
GRD,0.0,1.7,4.4,2.2,1.1,0.6,0.0,5.4,6.4
GTM,31.0,36.0,28.0,25.0,28.0,27.0,25.0,26.0,24.0
GIN,228.0,210.0,186.0,183.0,180.0,177.0,177.0,177.0,176.0
GNB,305.0,361.0,372.0,376.0,382.0,387.0,369.0,373.0,374.0
GUY,70.0,106.0,119.0,118.0,124.0,112.0,89.0,93.0,93.0
HTI,270.0,272.0,229.0,220.0,213.0,206.0,200.0,194.0,188.0
HND,123.0,57.0,44.0,48.0,44.0,43.0,40.0,41.0,40.0
HKG,104.0,95.0,81.0,77.0,78.0,76.0,76.0,71.0,69.0
HUN,35.0,21.0,18.0,15.0,14.0,12.0,9.4,10.0,8.8
ISL,5.3,3.9,7.9,2.8,3.5,3.9,2.8,2.4,2.1
IND,289.0,279.0,247.0,241.0,234.0,228.0,223.0,217.0,211.0
IDN,449.0,437.0,415.0,410.0,407.0,403.0,399.0,395.0,391.0
IRN,22.0,16.0,17.0,18.0,18.0,18.0,16.0,16.0,14.0
IRQ,50.0,48.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0
IRL,12.0,12.0,9.6,9.6,8.4,8.7,7.3,7.2,7.1
ISR,10.0,6.5,5.3,6.3,7.6,4.5,5.2,4.0,3.5
ITA,7.0,7.5,8.7,6.6,6.0,5.8,6.5,6.7,6.1
JAM,6.0,4.1,5.8,4.6,4.0,4.2,3.8,4.5,4.5
JPN,36.0,24.0,20.0,20.0,19.0,18.0,18.0,16.0,16.0
