Country,Human Development Index (HDI),[Demography] Median age (years),[Demography] Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"[Demography] Population, ages 15–64 (millions)","[Demography] Population, ages 65 and older (millions)","[Demography] Population, total (millions)","[Demography] Population, under age 5 (millions)","[Demography] Population, urban (%)",[Demography] Sex ratio at birth (male to female births),[Demography] Young age (0-14) dependency ratio (per 100 people ages 15-64),[Education] Education Index,[Education] Expected years of schooling (years),"[Education] Expected years of schooling, female (years)","[Education] Expected years of schooling, male (years)",[Education] Government expenditure on education (% of GDP),"[Education] Gross enrolment ratio, pre-primary (% of preschool-age children)","[Education] Gross enrolment ratio, primary (% of primary school-age population)","[Education] Gross enrolment ratio, secondary (% of secondary school-age population)","[Education] Gross enrolment ratio, tertiary (% of tertiary school-age population)","[Education] Literacy rate, adult (% ages 15 and older)",[Education] Mean years of schooling (years),"[Education] Mean years of schooling, female (years)","[Education] Mean years of schooling, male (years)",[Education] Population with at least some secondary education (% ages 25 and older),"[Education] Population with at least some secondary education, female (% ages 25 and older)","[Education] Population with at least some secondary education, male (% ages 25 and older)",[Education] Primary school dropout rate (% of primary school cohort),"[Education] Pupil-teacher ratio, primary school (number of pupils per teacher)",[Education] Survival rate to the last grade of lower secondary general education (%),[Environmental Sustainability] Carbon dioxide emissions (kg per 2011 PPP $ of GDP),[Environmental Sustainability] Carbon dioxide emissions per capita (tonnes),[Environmental Sustainability] Forest area (% of total land area),[Environmental Sustainability] Fossil fuel energy consumption (% of total energy consumption),[Environmental Sustainability] Fresh water withdrawals (% of total renewable water resources),[Environmental Sustainability] Renewable energy consumption (% of total final energy consumption),"[Gender] Adolescent birth rate (births per 1,000 women ages 15-19)","[Gender] Antenatal care coverage, at least one visit (%)","[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)","[Gender] Maternal mortality ratio (deaths per 100,000 live births)",[Gender] Proportion of births attended by skilled health personnel (%),"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)","[Health] HIV prevalence, adult (% ages 15-49), total","[Health] Infants lacking immunization, DTP (% of one-year-olds)","[Health] Infants lacking immunization, measles (% of one-year-olds)",[Health] Life expectancy Index,[Health] Life expectancy at birth (years),"[Health] Life expectancy at birth, female (years)","[Health] Life expectancy at birth, male (years)","[Health] Mortality rate, female adult (per 1,000 people)","[Health] Mortality rate, infant (per 1,000 live births)","[Health] Mortality rate, male adult (per 1,000 people)","[Health] Mortality rate, under-five (per 1,000 live births)",[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",[Income_composition of resources] Gross fixed capital formation (% of GDP),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,"[Mobility and communication] Net migration rate (per 1,000 people)",[Socio-economic sustainability] Adjusted net savings (% of GNI),[Socio-economic sustainability] Gross capital formation (% of GDP),[Socio-economic sustainability] Rural population with access to electricity (%),"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",[Trade and financial flows] Exports and imports (% of GDP),"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",[Trade and financial flows] Net official development assistance received (% of GNI),[Trade and financial flows] Private capital flows (% of GDP),"[Trade and financial flows] Remittances, inflows (% of GDP)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male"
CUB,0.6326259946949602,0.41875,0.2743764172335601,0.007094295004433935,0.006,0.0075203973040085135,0.006756756756756757,0.718816067653277,0.31250000000000044,0.19433198380566805,0.6313953488372094,0.4811320754716982,0.5330396475770925,0.4673366834170855,,0.5113636363636364,0.6,0.5283018867924528,0.1721311475409836,,0.5942028985507246,0.5289855072463768,0.5499999999999999,0.5343434343434343,0.5170682730923695,0.5897959183673469,0.14647137150466044,0.08235294117647059,0.8526315789473684,,0.051696284329563816,0.1941354903943377,0.617,,0.43686354378818737,0.3798932384341638,,,0.018985157059026578,0.998,,0.0,0.028169014084507043,0.054945054945054944,0.8331415420023015,0.831858407079646,0.8048327137546468,0.8287401574803149,0.11783960720130933,0.0528169014084507,0.13392857142857142,0.0342717258261934,,,,0.11556603773584906,0.03921453937748068,0.5349887133182843,0.34967155128852956,,0.15646687697160883,0.76,,0.11486268174474959,,0.004702194357366771,,,0.3130287648054146,0.35259433962264153,0.4411247803163445
CYP,0.706896551724138,0.4875,0.32653061224489793,0.0004926593753079121,0.0006666666666666668,0.0005675771550195105,0.0007507507507507509,0.6490486257928119,0.3750000000000005,0.24898785425101216,0.5406976744186047,0.33490566037735847,0.38766519823788553,0.32663316582914576,0.20833333333333334,0.22727272727272727,0.46153846153846156,0.3710691823899371,0.07377049180327869,,0.608695652173913,0.572463768115942,0.6357142857142858,0.5070707070707071,0.45180722891566266,0.5663265306122449,,0.18823529411764706,,0.15422885572139303,0.09208400646203554,0.17593528816986853,0.995,0.015318693090519551,0.0050916496945010185,0.15258007117437725,,,0.0044874007594062825,1.0,,,0.028169014084507043,0.24175824175824176,0.8665132336018412,0.8672566371681416,0.8420074349442379,0.8622047244094488,0.03764320785597381,0.04870892018779343,0.06994047619047619,0.02753977968176255,,0.17857059866927957,0.0006360753678635877,0.1160377358490566,0.1960894088155421,0.8036117381489841,0.38049519959575545,0.8114754098360656,0.17034700315457413,1.0,,0.1754442649434572,0.1190847633905356,0.008620689655172414,0.90564911023528,0.008421429851281132,0.48054145516074454,0.47405660377358494,0.6063268892794378
CZE,0.7042440318302388,0.65625,0.417233560090703,0.006700167504187605,0.008666666666666666,0.007307555870876198,0.0045045045045045045,0.7378435517970402,0.31250000000000044,0.1811740890688259,0.6139534883720931,0.4622641509433963,0.4757709251101322,0.48743718592964835,,0.6022727272727273,0.5461538461538461,0.5408805031446541,0.13114754098360656,,0.5869565217391305,0.7681159420289855,0.75,0.5838383838383838,0.5823293172690763,0.563265306122449,,0.2235294117647059,,,,0.34378159757330634,0.9159999999999999,,0.03665987780040733,0.2233096085409253,,,0.0037970314118053157,1.0,,0.0,,,0.7836593785960874,0.7840707964601772,0.7862453531598513,0.7381889763779528,0.09983633387888707,0.051056338028169015,0.25595238095238093,0.03059975520195839,,0.15318001905455333,0.00974844397118343,0.11556603773584906,0.16660121161479005,0.775395033860045,0.3572511369378474,,0.1526813880126183,1.0,,0.10306946688206785,,,,,0.4974619289340102,0.5412735849056604,0.5606326889279437
DEU,0.7984084880636605,0.7281250000000001,0.46712018140589573,0.05389693565868559,0.07866666666666668,0.05611919120255409,0.03303303303303304,0.715644820295983,0.31250000000000044,0.08299595141700407,0.7104651162790699,0.5801886792452831,0.5903083700440529,0.6080402010050252,,,,,,,0.6159420289855073,0.5942028985507247,0.6428571428571429,0.48383838383838385,0.4748995983935744,0.5275510204081633,,,,,,0.32760364004044484,0.868,,0.021384928716904276,0.074288256227758,,,0.002761477390403866,,,,0.08450704225352113,0.26373626373626374,0.8481012658227849,0.8477876106194691,0.8420074349442379,0.8149606299212597,0.07037643207855974,0.03169014084507042,0.14732142857142858,0.01958384332925337,,0.2404281852474381,0.11709440771959911,0.1150943396226415,0.2638813453102152,0.8532731376975169,0.3789792824658919,,0.15583596214511042,1.0,,0.07431340872374798,0.11362454498179927,,0.9089931924041561,0.0016723406796870335,0.45346869712351945,0.4622641509433963,0.5922671353251318
DJI,,0.09687499999999995,0.09070294784580499,0.00029559562518474724,0.0,0.0004256828662646328,0.0007507507507507509,0.7463002114164905,0.18750000000000025,0.7186234817813766,,0.028301886792452834,0.07488986784140968,0.030150753768844227,,0.005681818181818182,0.08461538461538462,0.031446540880503145,,,,,,,,,0.284953395472703,0.4588235294117647,,,0.008077544426494346,0.0020222446916076846,0.0,,0.2708757637474542,0.22108540925266906,,,0.1774249223334484,,,0.0,0.056338028169014086,0.15384615384615385,0.5143843498273878,0.5150442477876107,0.4646840148698885,0.48031496062992135,0.37643207855973815,0.5269953051643192,0.3869047619047619,0.3534271725826194,0.3373153779322329,,,,0.015191142678086484,0.3848758465011287,0.5356240525517939,,,0.878,,,,,,,0.5397631133671743,0.47405660377358494,0.7311072056239016
DMA,,,,,,7.094714437743881e-05,,0.6099365750528541,,,,0.43867924528301894,,,,0.42613636363636365,0.6230769230769231,0.4088050314465409,,,,,,,,,,,,0.054726368159203974,0.012924071082390954,0.6744186046511628,0.0,,0.14867617107942974,,0.8639455782312925,,,,,,0.028169014084507043,0.12087912087912088,0.8504027617951668,0.8495575221238938,,,0.12929623567921442,0.07276995305164319,0.14136904761904762,0.04589963280293759,0.3785838401390096,0.05021571923193109,2.3558346957910655e-05,,0.05115521203258826,0.5790067720090294,,,,0.66,0.06910994764397906,0.21825525040387722,0.1331253250130005,0.09874608150470218,0.8984832198734026,0.0499910410320731,,,
DNK,0.7957559681697614,0.7125000000000001,0.5056689342403629,0.003448615627155385,0.005333333333333334,0.003618304363249379,0.0022522522522522522,0.8393234672304439,0.31250000000000044,0.10526315789473685,0.708139534883721,0.5660377358490566,0.6035242290748899,0.5678391959798996,,0.5454545454545454,0.5846153846153846,0.6540880503144654,0.2786885245901639,,0.6304347826086957,0.6014492753623188,0.65,0.5060606060606061,0.5783132530120483,0.7142857142857143,0.013315579227696403,0.07058823529411765,,0.13930348258706465,0.1583198707592892,0.12942366026289182,0.8959999999999999,0.011140867702196036,0.07128309572301425,0.03959074733096085,,,0.002761477390403866,,,,0.014084507042253521,0.16483516483516483,0.8377445339470656,0.8371681415929205,0.825278810408922,0.8149606299212597,0.10965630114566285,0.034037558685446015,0.14285714285714285,0.02111383108935129,,0.25978482297080624,0.008184169733178162,0.09622641509433962,0.27370795905577605,0.8600451467268622,0.36331480545730166,0.8108448928121059,0.13123028391167194,1.0,,0.10872374798061389,0.11518460738429535,,0.9052908157171863,,0.6057529610829103,0.6497641509433962,0.6151142355008788
DOM,0.5291777188328912,0.18437499999999998,0.13378684807256233,0.004039806877524879,0.002,0.005108194395175594,0.007507507507507508,0.5264270613107823,0.25000000000000033,0.5313765182186235,0.4697674418604651,0.44339622641509435,,,,,,,,,0.34057971014492755,0.3695652173913044,0.35000000000000003,0.2878787878787879,0.2560240963855422,0.23775510204081635,,,,0.10945273631840795,0.0210016155088853,0.23154701718907986,0.765,,0.285132382892057,0.48887900355871894,,,0.06731101139109423,,,0.016835016835016835,0.16901408450704225,0.31868131868131866,0.7123130034522439,0.713274336283186,0.6914498141263942,0.6850393700787402,0.2127659574468085,0.2623239436619718,0.2619047619047619,0.17686658506731948,0.31754995655951346,0.04051029023337955,0.0018516860708917774,0.11745283018867923,0.04203049926885315,0.54627539503386,0.3370389085396665,0.7950819672131149,0.1583596214511041,0.609,0.13089005235602094,0.12520193861066237,0.11804472178887154,0.01489028213166144,0.905171384211155,0.026578271516454637,0.5465313028764806,0.44339622641509435,0.7926186291739895
DZA,0.5013262599469498,0.11562499999999999,0.12244897959183672,0.013597398758498375,0.006,0.01837531039375665,0.030030030030030033,0.4936575052854123,0.25000000000000033,0.6720647773279351,0.35348837209302325,0.3537735849056604,,,,,0.5384615384615384,0.33962264150943394,0.08196721311475409,,0.23913043478260873,0.15217391304347827,0.3,0.1575757575757576,0.10040160642570281,0.2030612244897959,0.12916111850865514,0.27058823529411763,0.8,0.13930348258706465,0.048465266558966075,0.007077856420626895,0.9990000000000001,0.020353508302088912,0.0020366598778004076,0.14590747330960857,,,0.07352433551950294,,,0.0,0.04225352112676056,0.17582417582417584,0.6927502876869966,0.6920353982300886,0.6505576208178439,0.6791338582677166,0.19312602291325695,0.23356807511737088,0.20982142857142858,0.14351285189718485,0.41941789748045183,0.07738007637312844,0.012500058895867394,0.12735849056603774,0.0810277835805306,0.654627539503386,0.3527033855482567,0.8108448928121059,0.1804416403785489,0.9640000000000001,0.681675392670157,0.07819063004846527,0.11310452418096723,0.007836990595611285,0.9074405828257495,0.003404407812220032,0.21489001692047385,0.06485849056603774,0.6608084358523726
ECU,0.5888594164456235,0.19375,0.1473922902494331,0.005813380628633363,0.002666666666666667,0.007236608726498758,0.010510510510510511,0.525369978858351,0.25000000000000033,0.5212550607287451,0.5465116279069768,0.4622641509433963,,,,0.24431818181818182,0.7846153846153846,0.3333333333333333,0.16393442622950818,0.8615384615384615,0.4565217391304348,0.43478260869565216,0.45,0.3464646464646464,0.33032128514056225,0.363265306122449,,0.29411764705882354,,0.10447761194029849,0.025848142164781908,0.5338725985844287,0.782,,0.24643584521384929,0.39323843416370113,,,0.06282361063168795,,,0.0,0.16901408450704225,0.42857142857142855,0.7330264672036824,0.7327433628318585,0.7100371747211897,0.7066929133858266,0.15711947626841244,0.2494131455399061,0.21577380952380953,0.1670746634026928,0.2719374456993919,0.05596306824783313,0.003595003745777166,0.08632075471698114,0.05576770419887195,0.5925507900677202,0.3547246083880748,0.9451450189155108,0.1520504731861199,0.772,0.34764397905759165,0.07205169628432957,0.11518460738429535,0.011755485893416927,,0.002030699396762826,0.541455160744501,0.46816037735849064,0.7451669595782073
EGY,0.46021220159151205,0.16562500000000005,0.16780045351473924,0.030840476894275298,0.017333333333333333,0.04072366087264988,0.06756756756756757,0.4027484143763214,0.31250000000000044,0.611336032388664,0.3581395348837209,0.3632075471698114,0.3524229074889868,0.4170854271356785,,0.028409090909090908,0.5153846153846153,0.42138364779874216,0.11475409836065574,,0.23188405797101452,0.15217391304347827,0.31428571428571433,0.23737373737373738,0.15060240963855423,0.3244897959183673,,0.23529411764705882,,0.10447761194029849,0.0210016155088853,0.0,0.941,,0.08655804480651731,0.3816725978647687,,,0.035554021401449774,,,0.0,0.056338028169014086,0.14285714285714285,0.6547756041426926,0.654867256637168,0.6263940520446097,0.6200787401574804,0.18003273322422259,0.36032863849765256,0.25595238095238093,0.25642594859241136,0.4658992180712424,0.04385645569816348,0.015986694245638172,0.1268867924528302,0.046342176728640064,0.5620767494356659,0.3527033855482567,0.7988650693568727,0.18170347003154574,0.902,0.2994764397905759,0.08529886914378029,0.11752470098803952,0.11598746081504702,0.9054102472232174,0.059308367676043715,0.2554991539763114,0.1804245283018868,0.5905096660808437
ERI,,0.09999999999999999,0.09977324263038548,0.001576510000985319,0.0006666666666666668,0.002199361475700603,0.0045045045045045045,0.14270613107822408,0.25000000000000033,0.7186234817813766,,,,,,,0.007692307692307693,,,,,,,,,,,0.38823529411764707,,,,,,,,0.5031138790035588,,,0.5478080773213669,,,0.006734006734006734,,,0.3889528193325662,0.3893805309734514,0.3345724907063197,0.3405511811023622,0.530278232405892,0.53462441314554,0.5133928571428571,0.4553243574051409,,,,,0.005690411531230416,0.244920993227991,0.3431025770591208,,,0.059000000000000004,,,,,,,0.8646362098138748,0.8160377358490567,0.898066783831283
ESP,0.7360742705570292,0.596875,0.435374149659864,0.025815351266134594,0.035333333333333335,0.02788222774033345,0.015765765765765768,0.7399577167019028,0.31250000000000044,0.152834008097166,0.5930232558139535,0.5613207547169812,0.6035242290748899,0.5628140703517589,0.2333333333333333,0.4147727272727273,0.6307692307692307,0.6037735849056604,0.29508196721311475,,0.4130434782608696,0.427536231884058,0.4642857142857143,0.3323232323232323,0.2981927710843374,0.3673469387755102,,0.21176470588235294,,0.11442786069651739,0.09046849757673667,0.27906976744186046,0.774,,0.10692464358452138,0.06583629893238434,,,0.0010355540214014498,,,0.010101010101010104,0.056338028169014086,0.0,0.8780207134637514,0.8778761061946904,0.8810408921933087,0.8464566929133859,0.0425531914893617,0.034037558685446015,0.12797619047619047,0.02141982864137087,,0.1821181537222218,0.043507555161869396,0.1221698113207547,0.1953707959055776,0.8024830699774266,0.35522991409802934,0.8045397225725095,0.16845425867507885,1.0,,0.057512116316639744,0.11986479459178367,,0.9031410486086229,0.0024487845666845845,0.31641285956006776,0.32783018867924524,0.5043936731107205
EST,0.7082228116710876,0.628125,0.3786848072562359,0.0009853187506158243,0.0013333333333333335,0.001135154310039021,0.0007507507507507509,0.6955602536997886,0.31250000000000044,0.18825910931174092,0.6906976744186047,0.5188679245283019,0.5594713656387665,0.5226130653266332,,0.5170454545454546,0.5538461538461539,0.6289308176100629,0.20491803278688525,,0.6521739130434783,0.6666666666666667,0.6428571428571429,0.5838383838383838,0.5833333333333334,0.5806122448979592,,,,,,0.5257836198179979,0.43700000000000006,,0.034623217922606926,0.19661921708185057,,,0.013462202278218847,,,,,,0.7399309551208285,0.7398230088495577,0.7620817843866171,0.6614173228346456,0.11947626841243862,0.07276995305164319,0.3586309523809524,0.047735618115055084,,,,,0.13179862126592856,0.7370203160270881,0.36685194542698335,,,1.0,,,,,,,0.5397631133671743,0.5766509433962265,0.6080843585237259
ETH,,0.07812500000000001,0.1201814058956916,0.02394324563996453,0.01,0.03412557644554807,0.06831831831831832,0.07610993657505286,0.18750000000000025,0.7753036437246963,,0.04716981132075472,0.08370044052863436,0.03517587939698491,,0.011363636363636364,0.1,,0.00819672131147541,,,,,,,,,0.4235294117647059,,0.04477611940298507,0.0016155088852988692,0.153690596562184,0.035,,0.9837067209775967,0.5293594306049823,,0.009478672985781988,0.43044528822920264,,,0.04713804713804714,0.36619718309859156,0.6703296703296703,0.3452243958573073,0.3451327433628319,0.28624535315985145,0.29330708661417326,0.5270049099836334,0.6995305164319249,0.5282738095238095,0.6153610771113832,0.3342745438748914,0.0031370301232349364,0.001479464188956789,,0.003634844370169208,0.1896162528216704,0.37443153107630117,,0.0,,0.4083769633507853,,,0.06818181818181819,0.9074405828257495,0.0002389058113838619,0.7868020304568528,0.7134433962264152,0.8927943760984184
FIN,0.7758620689655173,0.690625,0.4331065759637188,0.0033500837520938024,0.004666666666666666,0.0035473572188719402,0.0022522522522522522,0.7822410147991544,0.25000000000000033,0.13967611336032387,0.6802325581395349,0.6084905660377359,0.6651982378854625,0.5879396984924624,0.375,0.19318181818181818,0.5846153846153846,0.6855345911949685,0.36065573770491804,,0.5217391304347827,0.5072463768115941,0.5499999999999999,0.4383838383838384,0.6576305220883535,0.8112244897959183,0.013315579227696403,,,0.1741293532338308,0.1680129240710824,0.7259858442871586,0.555,0.0011247991430101767,0.2494908350305499,0.055160142348754444,,0.8696682464454977,0.0010355540214014498,0.988,,,0.04225352112676056,0.02197802197802198,0.8434982738780207,0.8442477876106195,0.8513011152416357,0.797244094488189,0.058919803600654665,0.02288732394366197,0.18452380952380953,0.014075887392900858,,0.22198554642417295,0.006789515593269851,0.1400943396226415,0.2332985168163777,0.8329571106094807,0.3602829711975746,0.7982345523329131,0.18990536277602524,1.0,,0.0739903069466882,0.11466458658346333,,0.9046936581870297,0.0002389058113838619,0.5702199661590526,0.625,0.5799648506151144
FJI,0.5888594164456235,0.20624999999999996,0.0929705215419501,0.00039412750024632974,0.0,0.0004966300106420716,0.0007507507507507509,0.3826638477801269,0.31250000000000044,0.513157894736842,0.622093023255814,0.4716981132075472,,,,0.07386363636363637,,,,,0.5869565217391305,0.4565217391304348,0.4571428571428572,0.5191919191919192,0.3002008032128514,0.3234693877551021,,,,0.08955223880597013,0.017770597738287562,0.5278058645096056,0.0,,0.5407331975560081,0.2802491103202847,,,0.020711080428028994,0.953,,0.0,0.014084507042253521,0.16483516483516483,0.670886075949367,0.6707964601769912,0.637546468401487,0.6476377952755907,0.25859247135842883,0.13028169014084506,0.30654761904761907,0.08047735618115055,0.3327541268462207,0.04371703213713082,0.00020260178383803163,0.0589622641509434,0.047754334656360975,0.5677200902934537,0.26275896917635166,0.7080706179066835,0.09022082018927445,0.418,0.09633507853403141,0.20920840064620355,0.13104524180967236,0.032915360501567396,0.9003941239699033,0.009795138266738338,0.4839255499153977,0.39976415094339623,0.718804920913884
FRA,0.7692307692307693,0.6468750000000001,0.4603174603174603,0.03704798502315499,0.05333333333333334,0.04043987229514012,0.02852852852852853,0.7262156448202959,0.25000000000000033,0.15384615384615385,0.6406976744186047,0.5707547169811321,0.6123348017621145,0.5678391959798996,0.30833333333333335,0.6136363636363636,0.6923076923076923,0.5786163522012578,0.30327868852459017,,0.4927536231884058,0.5,0.5214285714285715,0.47777777777777775,0.44176706827309237,0.5204081632653061,0.04394141145139813,,0.9052631578947369,0.10447761194029849,0.10339256865912763,0.26693629929221435,0.5820000000000001,,0.10590631364562118,0.0596085409252669,,,0.004142216085605799,,,0.006734006734006734,0.028169014084507043,0.3076923076923077,0.8676639815880323,0.8672566371681416,0.8828996282527881,0.8228346456692913,0.057283142389525366,0.034037558685446015,0.16220238095238096,0.02111383108935129,,0.2267027102391114,0.0813705303926234,0.11037735849056603,0.24606642991435138,0.8419864559819413,0.3653360282971198,0.8026481715006305,0.15394321766561514,1.0,,0.06898222940226172,0.1157046281851274,,0.9062462677654365,0.0019112464910708952,0.40947546531302886,0.47523584905660377,0.4710017574692444
FSM,,0.10312500000000004,0.13378684807256233,9.853187506158244e-05,0.0,7.094714437743881e-05,0.0,0.2156448202959831,0.3750000000000005,0.7024291497975708,,,,,,,,,,,,,,,,,,,,,,,,,,0.23665480427046268,,,0.06213324128408699,,,,0.056338028169014086,0.1978021978021978,0.6835443037974683,0.6831858407079647,0.6226765799256506,0.6889763779527559,0.24877250409165302,0.24119718309859156,0.22172619047619047,0.16064871481028153,,0.019162993888600575,1.4135008174746393e-05,,0.025067892208063505,0.4627539503386005,0.3294593228903486,,,0.177,,,,,,,,,
GAB,0.5583554376657826,0.15937499999999996,0.23809523809523808,0.0004926593753079121,0.0006666666666666668,0.000709471443774388,0.0015015015015015017,0.6733615221987315,0.12500000000000017,0.6518218623481781,0.45581395348837206,0.4575471698113208,,,,,,,0.040983606557377046,,0.2898550724637681,0.3695652173913044,0.20714285714285713,0.22626262626262625,0.2951807228915663,0.15408163265306124,,,,0.11442786069651739,0.07592891760904685,0.8634984833164813,0.32,,0.7973523421588594,0.8843416370106761,,,0.14463237832240247,,,0.03367003367003367,0.04225352112676056,0.25274725274725274,0.5949367088607596,0.5946902654867258,0.5464684014869889,0.5708661417322836,0.32569558101472995,0.3427230046948357,0.3273809523809524,0.2763157894736843,0.2925716768027802,0.1491367357846061,0.0008763705068342765,0.10094339622641509,0.15959891372467097,0.7686230248306998,0.3623041940373926,0.5857503152585121,0.13690851735015772,0.122,0.06701570680628273,0.12423263327948304,0.11622464898595944,0.022727272727272724,0.9064851307774991,5.9726452845965476e-05,0.26734348561759724,0.3596698113207547,0.351493848857645
GBR,0.7639257294429709,0.671875,0.528344671201814,0.03675238939797024,0.06,0.040581766583895,0.02852852852852853,0.7684989429175475,0.25000000000000033,0.14372469635627533,0.6546511627906978,0.5471698113207547,0.5770925110132159,0.5527638190954774,0.27499999999999997,0.2840909090909091,0.6538461538461539,0.4968553459119497,0.21311475409836064,,0.5507246376811595,0.6376811594202899,0.5928571428571429,0.5171717171717172,0.6686746987951807,0.5265306122448979,,0.17647058823529413,,0.1741293532338308,0.1567043618739903,0.11627906976744186,0.907,0.004392072844134976,0.007128309572301425,0.1396797153024911,,,0.002416292716603383,,,,0.07042253521126761,0.13186813186813187,0.8515535097813579,0.8513274336283188,0.838289962825279,0.8287401574803149,0.07201309328968904,0.0369718309859155,0.10416666666666667,0.02203182374541004,0.48696785403996523,0.20588987087829097,0.07236181851591837,0.11084905660377359,0.221190724879883,0.8239277652370204,0.3582617483577564,0.7774274905422447,0.14511041009463724,1.0,,0.07592891760904685,0.12116484659386376,,0.9066045622835304,0.0011348026040733442,0.5262267343485618,0.5424528301886793,0.6186291739894552
GEO,,0.5218750000000001,0.29931972789115646,0.0035471475022169673,0.0033333333333333335,0.003831145796381696,0.003753753753753754,0.5243128964059197,0.4375000000000006,0.23178137651821862,,0.48584905660377364,0.5110132158590308,0.5025125628140704,,,,,,,,,,,0.8383534136546186,0.8775510204081632,,,,,,0.40040444893832156,0.888,,0.13034623217922608,0.2379893238434164,,,0.010700724887814981,0.966,,0.0,,,0.7548906789413119,0.7557522123893805,0.7546468401486991,0.7007874015748031,0.08346972176759411,0.2276995305164319,0.23660714285714285,0.13800489596083235,,0.06010704631185952,0.0018092810463675383,0.1099056603773585,0.0616335909755588,0.6094808126410836,0.34866093986862057,,0.19369085173501577,0.9620000000000001,,0.13780290791599353,,,,,0.5888324873096447,0.6143867924528302,0.6467486818980669
GHA,0.3395225464190981,0.10937500000000001,0.09750566893424036,0.007685486254803429,0.002666666666666667,0.010358283079106067,0.01876876876876877,0.32769556025369984,0.25000000000000033,0.6791497975708501,0.34186046511627904,0.25943396226415094,,,,0.20454545454545456,0.38461538461538464,0.1949685534591195,,,0.33333333333333337,0.23913043478260868,0.43571428571428567,0.40808080808080804,0.2640562248995984,0.5489795918367346,,0.25882352941176473,,0.06467661691542288,0.004846526655896607,0.3832153690596562,0.182,,0.8207739307535641,0.5235765124555161,,,0.21781152916810492,,,0.04713804713804714,0.2676056338028169,0.4175824175824176,0.5155350978135788,0.5168141592920353,0.4572490706319703,0.49212598425196863,0.36333878887070375,0.45774647887323944,0.36607142857142855,0.3818849449204407,0.28714161598609905,0.012958645422647033,0.001323979099034579,0.06792452830188679,0.014071443492792981,0.37358916478555304,0.3547246083880748,0.7490542244640606,0.09085173501577287,,0.406282722513089,0.06898222940226172,0.11388455538221527,0.07915360501567398,0.9070822883076556,0.0005972645284596547,0.7445008460236887,0.7830188679245284,0.6977152899824253
GIN,0.10212201591511942,0.12187499999999997,0.12925170068027209,0.003153020001970638,0.0013333333333333335,0.004256828662646328,0.00825825825825826,0.2389006342494715,0.06250000000000008,0.6902834008097165,0.04651162790697674,0.037735849056603765,0.04845814977973569,0.08040201005025127,,,0.1,0.03773584905660377,0.00819672131147541,,0.06521739130434782,,,,,,0.4540612516644474,0.38823529411764707,0.8105263157894737,0.054726368159203974,0.0032310177705977385,0.2992922143579373,,,0.9093686354378818,0.8051601423487545,,,0.35795650673110113,,,0.023569023569023573,0.8309859154929577,0.7032967032967034,0.39585730724971235,0.39469026548672564,0.32713754646840154,0.36023622047244097,0.381342062193126,0.8045774647887324,0.36755952380952384,0.7120563035495717,,0.009023802700169632,0.00040049189828448114,0.10801886792452829,0.008330896177146439,0.29683972911963885,0.3860535624052552,0.7622950819672132,0.15457413249211358,,0.2104712041884817,0.10420032310177706,0.11492459698387936,0.09404388714733541,,0.004001672340679687,0.5769881556683587,0.6721698113207547,0.51493848857645
GMB,0.17771883289124665,0.08437499999999999,0.10204081632653061,0.0004926593753079121,0.0,0.0006385242993969493,0.0015015015015015017,0.3477801268498943,0.12500000000000017,0.7621457489878543,0.11860465116279069,0.14150943396226415,0.1541850220264317,0.17085427135678394,0.16666666666666666,,0.2692307692307692,0.07547169811320754,,,0.06521739130434782,0.043478260869565216,0.09285714285714286,0.08888888888888889,0.05120481927710843,0.12551020408163266,,0.3058823529411765,,0.05970149253731343,0.0032310177705977385,0.4418604651162791,0.0,,0.625254582484725,0.7958185053380783,,0.0924170616113744,0.3545046599930963,0.441,,0.0,0.014084507042253521,0.14285714285714285,0.43498273878020716,0.43539823008849565,0.37546468401487,0.39960629921259844,0.4238952536824877,0.4700704225352113,0.43005952380952384,0.5064259485924113,0.2565160729800174,0.009751903518895766,6.596337148214983e-05,0.10518867924528302,0.010695634008773762,0.33182844243792325,0.415866599292572,0.7459016393442623,0.14069400630914827,0.02,0.23246073298429318,0.21243941841680128,0.12480499219968798,0.2648902821316614,0.9074405828257495,,0.4365482233502538,0.4599056603773585,0.5342706502636204
