Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,0.0872093023255814,0.07075471698113207,0.10144927536231885,0.4315304948216342,0.43185840707964607,,
AGO,,,0.07547169811320756,,0.26121979286536245,0.26017699115044246,0.01024441194902862,0.3261851015801354
ALB,0.5490716180371353,0.5372093023255813,0.3820754716981132,0.5434782608695653,0.7836593785960874,0.7840707964601772,0.026304574890327972,0.47065462753950343
AND,,,0.4103773584905661,,0.8745684695051784,0.8743362831858408,0.30185084604136203,0.8769751693002257
ARE,0.7281167108753316,0.5104651162790698,0.4150943396226416,0.44927536231884063,0.7928653624856156,0.7929203539823011,0.7657405473156466,1.0
ARG,0.6976127320954908,0.6453488372093024,0.5188679245283019,0.5652173913043479,0.7905638665132336,0.7911504424778761,0.11280551493628578,0.7099322799097065
ARM,0.5159151193633953,0.6523255813953489,0.4103773584905661,0.7246376811594204,0.7192174913693901,0.7185840707964603,0.012291623146020472,0.35327313769751706
ATG,,,,,0.7859608745684695,0.7858407079646018,0.1341800710256946,0.7392776523702032
AUS,0.8925729442970822,0.9232558139534884,0.7169811320754718,0.8333333333333334,0.8883774453394707,0.888495575221239,0.23367453519949863,0.8329571106094807
AUT,0.8063660477453582,0.7127906976744187,0.5801886792452831,0.6159420289855073,0.8619102416570771,0.8619469026548673,0.268686024650094,0.8566591422121896
AZE,,,0.3915094339622642,,0.6582278481012659,0.6584070796460177,,
BDI,0.13262599469496023,0.11627906976744189,0.12264150943396228,0.08695652173913043,0.35903337169159955,0.35929203539823007,0.00636724462084813,0.25959367945823925
BEL,0.8488063660477455,0.813953488372093,0.6839622641509435,0.6739130434782609,0.8653624856156503,0.8654867256637169,0.261967829538333,0.8521444695259595
BEN,0.22015915119363397,0.16395348837209303,0.169811320754717,0.11594202898550725,0.48561565017261227,0.4849557522123894,0.010503446835178608,0.32957110609480816
BFA,,,0.03301886792452829,,0.3855005753739931,0.3858407079646018,0.005565072070190098,0.24153498871331824
BGD,0.27851458885941643,0.22674418604651164,0.19339622641509432,0.20289855072463772,0.5811277330264673,0.5805309734513274,0.010052224775433466,0.3227990970654628
BGR,0.6511936339522546,0.6441860465116279,0.4622641509433963,0.6376811594202898,0.7686996547756042,0.768141592920354,0.06406517651974096,0.6162528216704289
BHR,0.7506631299734748,0.6023255813953489,0.5377358490566038,0.46376811594202905,0.8032220943613348,0.8035398230088496,0.3626571965740547,0.9074492099322798
BHS,,,0.4622641509433963,,0.7710011507479863,0.7699115044247787,0.21440568205556715,0.8182844243792325
BIH,,,,,0.762945914844649,0.7628318584070798,0.01004386881136411,0.3227990970654628
