Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Gender] Female share of employment in senior and middle management (%),"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",[Gender] Total unemployment rate (female to male ratio),[Gender] Youth unemployment rate (female to male ratio),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,"[Work, employment and vulnerability] Employment in agriculture (% of total employment)","[Work, employment and vulnerability] Employment in services (% of total employment)","[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)","[Work, employment and vulnerability] Unemployment, total (% of labour force)","[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)","[Work, employment and vulnerability] Vulnerable employment (% of total employment)"
CHL,0.6790450928381963,0.6476744186046512,0.5235849056603774,0.5652173913043479,,0.544973544973545,0.0520023909145248,0.1637630662020906,0.8216340621403913,0.8212389380530974,0.07156047628995195,0.6343115124153498,0.2069339111592633,0.5995145631067962,0.36650082918739635,0.12077294685990339,0.18633540372670807,0.2724392819429778
CHN,0.41246684350132634,0.38372093023255816,0.31603773584905664,0.34057971014492755,,0.7072310405643738,0.035265989240884636,0.10104529616724739,0.7410817031070195,0.7398230088495577,0.011982452475454356,0.34875846501128666,0.5991332611050921,0.14805825242718448,0.7678275290215589,0.11352657004830918,0.16459627329192544,0.7085533262935587
CIV,0.24933687002652524,0.18255813953488376,0.1839622641509434,0.13043478260869568,,0.54320987654321,0.08308427973699939,0.24041811846689898,0.43383199079401613,0.43362831858407086,0.020263212868184666,0.4288939051918736,0.562296858071506,0.45145631067961167,0.5671641791044776,0.1570048309178744,0.14130434782608695,0.8299894403379092
CMR,0.31432360742705573,0.30348837209302326,0.2783018867924529,0.23913043478260873,,0.6384479717813051,0.06993424985056784,0.19163763066202089,0.42922899884925203,0.4283185840707964,0.020430332149571757,0.43115124153498874,0.7464788732394367,0.21966019417475732,0.7064676616915423,0.18840579710144928,0.21583850931677015,0.8489968321013728
COD,0.20424403183023873,0.21511627906976744,0.21698113207547168,0.15217391304347827,,0.5149911816578483,0.0675433353257621,0.16027874564459932,0.3831990794016111,0.38230088495575226,0.00770419887194485,0.28555304740406334,0.9295774647887324,0.024271844660194178,0.6699834162520729,0.0821256038647343,0.10714285714285714,0.6420274551214361
COG,0.44562334217506644,0.4348837209302326,0.419811320754717,0.30434782608695654,,0.7407407407407408,0.05020920502092051,0.11846689895470382,0.49367088607594944,0.4938053097345133,0.04713599331522875,0.5654627539503386,0.419284940411701,0.40898058252427183,0.4212271973466003,0.49033816425120774,0.6195652173913044,0.842661034846885
COL,0.5251989389920425,0.4151162790697674,0.33018867924528306,0.3840579710144928,,0.54320987654321,0.08427973699940226,0.18466898954703828,0.7226697353279632,0.72212389380531,0.0588426989763944,0.6015801354401806,0.28927410617551463,0.5728155339805825,0.3233830845771144,0.2391304347826087,0.2934782608695652,0.5110876451953538
COM,,,0.2783018867924529,,,0.4426807760141094,0.049013747758517634,0.09059233449477352,0.5235903337169161,0.5238938053097346,0.010478378942970545,0.32957110609480816,0.6132177681473456,0.287621359223301,0.19734660033167492,0.1111111111111111,0.15217391304347824,0.723336853220697
CPV,,,,,,0.3668430335097002,0.05558876270173341,0.16027874564459932,0.6651323360184119,0.6654867256637169,0.020463756005849175,0.43115124153498874,0.8699891657638137,0.06310679611650487,0.42454394693200664,0.28019323671497587,0.2686335403726708,0.5459345300950369
CRI,0.6127320954907162,0.5046511627906977,0.37735849056603776,0.48550724637681164,,0.5590828924162258,0.07710699342498506,0.1707317073170732,0.8538550057537401,0.8530973451327434,0.06160852308335074,0.6094808126410836,0.27843986998916576,0.5157766990291263,0.43449419568822556,0.12560386473429952,0.17080745341614906,0.2682154171066526
CUB,0.6246684350132627,0.6337209302325582,0.47641509433962265,0.6014492753623188,,0.617283950617284,0.06335923490735207,0.1289198606271777,0.8342922899884926,0.8336283185840709,0.03464382703154376,0.5146726862302483,0.24160346695557966,0.6347087378640777,0.2736318407960199,0.22946859903381644,0.2826086956521739,0.07497360084477298
CYP,0.7108753315649867,0.5488372093023255,0.339622641509434,0.6159420289855073,,0.6119929453262787,0.03765690376569038,0.14634146341463417,0.8688147295742232,0.8690265486725665,0.19260497179862127,0.8002257336343115,0.07150595882990249,0.7099514563106797,0.49253731343283585,0.06280193236714975,0.09316770186335403,0.2523759239704329
CZE,0.6989389920424404,0.6139534883720931,0.4575471698113208,0.5869565217391305,,0.7248677248677248,0.031679617453676034,0.09407665505226481,0.7882623705408516,0.7876106194690266,0.14696469605180698,0.7550790067720089,0.07692307692307693,0.4830097087378641,0.5140961857379768,0.05072463768115942,0.06832298136645963,0.07180570221752905
DEU,0.8090185676392574,0.7255813953488373,0.5943396226415094,0.6231884057971014,,0.6578483245149912,0.07232516437537358,0.14982578397212545,0.8515535097813579,0.8513274336283188,0.2739252141215793,0.8600451467268622,0.044420368364030335,0.604368932038835,0.4577114427860696,0.12318840579710144,0.08074534161490683,0.05385427666314678
DJI,,,0.028301886792452834,,,0.5749559082892416,0.06096832038254632,0.14285714285714285,0.5178365937859609,0.5168141592920353,0.014305410486734907,0.3758465011286682,0.33586132177681477,0.4805825242718446,0.49917081260364843,0.16183574879227053,0.17080745341614906,0.47624076029567053
DMA,,,0.44339622641509435,,,,,,0.8550057537399309,0.8548672566371683,0.05214121579277209,0.5812641083521445,,,,,,
DNK,0.8023872679045094,0.7197674418604652,0.5707547169811321,0.644927536231884,,0.763668430335097,0.056186491332934844,0.15331010452961674,0.8400460299194477,0.8389380530973453,0.27663254648005015,0.8611738148984198,0.06175514626218852,0.7536407766990292,0.5339966832504146,0.21497584541062803,0.17391304347826084,0.0675818373812038
DOM,0.5358090185676393,0.4790697674418605,0.4481132075471698,0.34782608695652173,,0.6490299823633157,0.10579796772265392,0.2264808362369338,0.7215189873417723,0.720353982300885,0.041771464382703155,0.5451467268623025,0.26327193932827736,0.5266990291262136,0.49917081260364843,0.178743961352657,0.21428571428571425,0.4023231256599789
DZA,0.506631299734748,0.36511627906976746,0.3584905660377358,0.2536231884057971,,0.11111111111111112,0.1315002988643156,0.18815331010452957,0.6973532796317606,0.6973451327433628,0.07663254648005013,0.6455981941309255,0.24377031419284942,0.5606796116504854,0.10613598673300163,0.4927536231884059,0.5978260869565217,0.3474128827877508
ECU,0.592838196286472,0.5441860465116278,0.4528301886792453,0.46376811594202905,,0.6243386243386244,0.09145248057381948,0.21254355400696862,0.7410817031070195,0.7415929203539824,0.057697931898892836,0.5981941309255079,0.38353196099674974,0.48543689320388356,0.5190713101160863,0.13526570048309178,0.18167701863354035,0.38437170010559657
EGY,0.46551724137931044,0.3616279069767442,0.3632075471698114,0.23913043478260873,,0.23985890652557323,0.1990436341900777,0.27177700348432055,0.661680092059839,0.6619469026548673,0.04648422811781909,0.5632054176072234,0.3391115926327194,0.46844660194174753,0.22056384742951912,0.22705314009661837,0.40372670807453415,0.30306230200633577
ERI,,,,,,0.435626102292769,0.0520023909145248,0.14634146341463417,0.3970080552359034,0.3964601769911505,0.006526007938165866,0.262979683972912,0.9230769230769231,0.030339805825242722,0.8009950248756219,0.1570048309178744,0.17236024844720496,0.5923970432946146
ESP,0.7493368700265253,0.6139534883720931,0.5754716981132076,0.44202898550724645,,0.5026455026455028,0.09922295277943813,0.20209059233449475,0.8814729574223246,0.8814159292035401,0.19996657614372257,0.806997742663657,0.11159263271939329,0.6189320388349515,0.21890547263681595,0.37922705314009664,0.47204968944099374,0.22492080253431887
EST,0.7015915119363395,0.6918604651162791,0.5094339622641509,0.6666666666666666,,0.8148148148148148,0.04781829049611477,0.17421602787456442,0.7341772151898734,0.7345132743362831,0.12241487361604345,0.7246049661399547,0.20910075839653305,0.46723300970873793,0.5505804311774462,0.03140096618357488,0.04813664596273291,0.0665258711721225
ETH,,,0.03301886792452829,,,0.8165784832451499,0.1434548714883443,0.3275261324041812,0.3521288837744534,0.352212389380531,0.0030749947775224567,0.17155756207674946,0.9772481040086675,0.030339805825242722,0.7744610281923714,0.07004830917874397,0.06366459627329193,0.9640971488912355
FIN,0.7798408488063662,0.6965116279069768,0.6179245283018868,0.5362318840579711,,0.7918871252204586,0.02211595935445308,0.10104529616724739,0.8469505178365938,0.8477876106194691,0.21639440150407352,0.8205417607223476,0.09642470205850488,0.6929611650485437,0.5091210613598673,0.15217391304347827,0.22826086956521735,0.1562829989440338
FJI,0.5994694960212201,0.6441860465116279,0.4905660377358491,0.608695652173913,,0.4797178130511464,0.08726838015540944,0.21254355400696862,0.6754890678941313,0.6743362831858408,0.04768748694380614,0.5665914221218962,0.5763813651137595,0.362864077669903,0.46102819237147596,0.13768115942028986,0.21273291925465834,0.4318901795142555
FRA,0.7811671087533156,0.6616279069767442,0.5801886792452831,0.5217391304347827,,0.6772486772486773,0.07890017931858936,0.181184668989547,0.8711162255466054,0.8707964601769912,0.2483559640693545,0.8431151241534989,0.05742145178764897,0.7317961165048544,0.3532338308457712,0.21497584541062803,0.29658385093167694,0.10982048574445617
FSM,,,,,,,,,0.6858457997698504,0.6849557522123894,0.025535826195947357,0.4661399548532732,,,,,,
GAB,0.5649867374005305,0.463953488372093,0.4622641509433963,0.30434782608695654,,0.39858906525573196,0.031081888822474597,0.1254355400696864,0.5949367088607596,0.5946902654867258,0.1653645289325256,0.7742663656884876,0.4810400866738895,0.49635922330097093,0.16417910447761191,0.4227053140096618,0.6475155279503105,0.5279831045406547
GBR,0.7811671087533156,0.6906976744186047,0.5566037735849058,0.6014492753623188,,0.708994708994709,0.031081888822474597,0.08362369337979093,0.8550057537399309,0.8548672566371683,0.21811573010236057,0.8216704288939053,0.024918743228602384,0.7439320388349515,0.4643449419568822,0.2028985507246377,0.21118012422360247,0.10348468848996832
GEO,,,0.48584905660377364,,,0.8024691358024691,0.03048416019127316,0.14285714285714285,0.7548906789413119,0.7539823008849559,0.04847294756632547,0.5699774266365688,0.38786565547128926,0.5764563106796117,0.5174129353233831,0.22946859903381644,0.36490683229813664,0.3769799366420274
GHA,0.34615384615384615,0.3488372093023256,0.25943396226415094,0.34782608695652173,,0.8024691358024691,0.056186491332934844,0.1637630662020906,0.5235903337169161,0.5238938053097346,0.014464173804052642,0.3769751693002257,0.6067172264355363,0.29490291262135926,0.713101160862355,0.10869565217391304,0.13664596273291924,0.8585005279831046
GIN,0.10742705570291783,0.05116279069767442,0.04245283018867924,0.06521739130434782,,0.6825396825396826,0.02092050209205021,0.06620209059233448,0.4062140391254315,0.4070796460176992,0.008046793398788386,0.2911963882618511,0.7703141928494041,0.22208737864077674,0.560530679933665,0.10386473429951691,0.08074534161490683,0.9619852164730729
GMB,0.18302387267904516,0.12441860465116279,0.14622641509433962,0.07971014492753623,,0.48677248677248686,0.09623430962343095,0.27177700348432055,0.4407364787111623,0.4407079646017699,0.010678922080635053,0.33182844243792325,0.3661971830985915,0.546116504854369,0.38805970149253727,0.21497584541062803,0.19409937888198756,0.7740232312565999
GNB,,,0.08962264150943396,,,0.4162257495590829,0.05499103407053197,0.14634146341463417,0.3866513233601841,0.3858407079646018,0.009174848548151242,0.3103837471783296,0.9317443120260022,0.03398058252427184,0.6600331674958541,0.1497584541062802,0.17391304347826084,0.7497360084477297
GNQ,,,,,,0.490299823633157,0.05499103407053197,0.14285714285714285,0.37284234752589185,0.3734513274336284,0.007562147482765824,0.2832957110609481,0.895991332611051,0.030339805825242722,0.48092868988391374,0.13285024154589373,0.17080745341614906,0.6473072861668426
GRC,0.7480106100795757,0.6313953488372094,0.5094339622641509,0.5507246376811595,,0.47089947089947093,0.13986849970113568,0.2752613240418118,0.8722669735327964,0.8725663716814162,0.17832462920409442,0.7878103837471784,0.24052004333694474,0.5703883495145632,0.285240464344942,0.18115942028985507,0.35559006211180116,0.426610348468849
GRD,,,0.5047169811320755,,,,,,0.7284234752589183,0.7292035398230089,0.05752245665343639,0.5981941309255079,,,,,,
GTM,0.37665782493368705,0.24186046511627904,0.21226415094339623,0.21014492753623193,,0.5573192239858906,0.09384339509862523,0.24738675958188155,0.6225546605293439,0.6230088495575221,0.04087737622728222,0.5417607223476297,0.14734561213434452,0.5849514563106796,0.5190713101160863,0.07246376811594203,0.08695652173913043,0.678986272439282
GUY,0.4429708222811671,0.5011627906976744,0.3820754716981132,0.47826086956521746,,0.5502645502645503,0.1105797967722654,0.2229965156794425,0.6340621403912542,0.6336283185840709,0.013912680175475246,0.3713318284424379,0.3954496208017335,0.43446601941747576,0.3864013266998342,0.29710144927536236,0.43478260869565216,0.40443505807814145
HKG,0.7785145888594164,0.6558139534883721,0.5094339622641509,0.6014492753623188,,0.5925925925925926,0.03407053197848177,0.09059233449477352,0.8872266973532796,0.8867256637168143,0.2261123877167328,0.827313769751693,0.008667388949079091,0.7172330097087378,0.5588723051409619,0.03864734299516909,0.05900621118012422,0.05702217529039071
HND,0.4111405835543767,0.32093023255813957,0.30660377358490565,0.23188405797101452,,0.8077601410934744,0.08726838015540944,0.2648083623693379,0.7008055235903337,0.7008849557522125,0.022343847921453937,0.44469525959367945,0.4117009750812568,0.43082524271844663,0.560530679933665,0.10628019323671496,0.11801242236024845,0.5406546990496304
HRV,0.6180371352785147,0.4965116279069767,0.4103773584905661,0.4347826086956522,,0.6684303350970018,0.04423191870890616,0.11846689895470382,0.7951668584579976,0.7946902654867257,0.09274284520576562,0.6772009029345374,0.20260021668472372,0.4830097087378641,0.3698175787728027,0.2632850241545894,0.6273291925465839,0.15100316789862725
HTI,0.27851458885941643,0.24767441860465114,0.24056603773584906,0.1811594202898551,,0.9664902998236332,0.06515242080095637,0.18815331010452957,0.4844649021864211,0.4849557522123894,0.012893252559013996,0.36004514672686233,0.5709642470205851,0.4004854368932039,0.5489220563847429,0.18115942028985507,0.2686335403726708,0.8891235480464625
HUN,0.6657824933687002,0.6139534883720931,0.42452830188679247,0.6304347826086957,,0.7724867724867724,0.031081888822474597,0.07665505226480836,0.7387802071346375,0.7398230088495577,0.11530394819302277,0.7144469525959368,0.12351029252437704,0.5825242718446603,0.33665008291873966,0.23188405797101452,0.2763975155279503,0.19324181626187958
IDN,0.4429708222811671,0.3604651162790698,0.3679245283018868,0.23188405797101452,,0.5573192239858906,0.056186491332934844,0.14285714285714285,0.6375143843498273,0.6371681415929205,0.036691038228535616,0.5237020316027088,0.5850487540628386,0.3179611650485437,0.5572139303482587,0.057971014492753624,0.10559006211180123,0.6895459345300952
IND,0.30901856763925745,0.2744186046511628,0.2641509433962264,0.20289855072463772,,0.25044091710758376,0.04662283323371189,0.1219512195121951,0.5454545454545454,0.5451327433628319,0.012525590139962399,0.35553047404063204,0.6890574214517877,0.19902912621359228,0.4875621890547263,0.08695652173913043,0.12732919254658384,0.8891235480464625
IRL,0.7533156498673741,0.6802325581395349,0.4716981132075472,0.6956521739130435,,0.6067019400352733,0.048416019127316204,0.10801393728222994,0.8388952819332566,0.8389380530973453,0.16713599331522874,0.7765237020316028,0.15167930660888407,0.6407766990291263,0.2653399668325041,0.3768115942028986,0.35403726708074534,0.19112988384371699
IRN,0.5238726790450928,0.3872093023255814,0.3537735849056604,0.29710144927536236,,0.11111111111111112,0.10161386730424386,0.1637630662020906,0.6639815880322211,0.663716814159292,0.1031961562565281,0.6952595936794582,0.29144095341278436,0.46723300970873793,0.19237147595356552,0.2632850241545894,0.3307453416149068,0.4741288278775079
IRQ,0.4350132625994696,0.3441860465116279,0.34905660377358494,0.22463768115942032,,0.028218694885361547,0.07830245068738793,0.14982578397212545,0.6927502876869966,0.6920353982300886,0.027800292458742427,0.4796839729119639,0.37053087757313113,0.5206310679611651,0.09950248756218905,0.42028985507246386,0.5077639751552795,0.392819429778247
ISL,0.8169761273209549,0.7313953488372094,0.6226415094339623,0.6014492753623188,,0.7795414462081128,0.059175134488942016,0.07317073170731705,0.8964326812428077,0.8955752212389382,0.2298057238353875,0.8306997742663657,0.1105092091007584,0.7123786407766991,0.7213930348258707,0.057971014492753624,0.07142857142857142,0.1341077085533263
ISR,0.797082228116711,0.7534883720930234,0.5188679245283019,0.7753623188405797,,0.6208112874779541,0.0711297071129707,0.1637630662020906,0.8711162255466054,0.8707964601769912,0.1675287236264884,0.7765237020316028,0.03791982665222102,0.758495145631068,0.3698175787728027,0.31884057971014496,0.3385093167701863,0.08025343189017951
ITA,0.7625994694960213,0.6139534883720931,0.5141509433962265,0.5144927536231885,,0.5291005291005292,0.12253436939629407,0.19163763066202089,0.8768699654775605,0.8778761061946904,0.258291205347817,0.8498871331828443,0.09209100758396534,0.6225728155339806,0.2752902155887231,0.2391304347826087,0.4378881987577639,0.28933474128827874
JAM,0.5835543766578251,0.5023255813953489,0.43867924528301894,0.40579710144927544,,0.7901234567901234,0.08248655110579796,0.19163763066202089,0.7871116225546605,0.7858407079646018,0.0542886985585962,0.5880361173814899,0.28602383531960995,0.5800970873786409,0.4842454394693201,0.3743961352657005,0.5263975155279503,0.4466737064413938
JOR,0.5676392572944298,0.5186046511627908,0.4622641509433963,0.40579710144927544,,0.10405643738977072,0.1022115959354453,0.1707317073170732,0.7525891829689297,0.7522123893805309,0.04482139126801755,0.556433408577878,0.06500541711809317,0.8434466019417477,0.06799336650082921,0.4758454106280193,0.6428571428571429,0.14255543822597677
JPN,0.8249336870026525,0.716279069767442,0.5330188679245284,0.681159420289855,,0.6331569664902998,0.04961147638971907,0.10801393728222994,0.9125431530494822,0.913274336283186,0.26386463338207644,0.8532731376975169,0.07258938244853738,0.6492718446601943,0.5588723051409619,0.04589371980676329,0.06521739130434782,0.21858500527983102
KAZ,0.6432360742705572,0.6255813953488373,0.4811320754716982,0.5797101449275363,,0.7760141093474427,0.06156604901374776,0.1289198606271777,0.6846950517836595,0.6849557522123894,0.10041362022143305,0.6907449209932279,0.49512459371614304,0.4004854368932039,0.6882255389718077,0.02173913043478261,0.015527950310559004,0.46779303062302
