Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,0.07441860465116278,0.0518867924528302,0.09420289855072465,0.4200230149597239,0.4194690265486725,,
AGO,,,0.0660377358490566,,0.25546605293440733,0.25663716814159293,0.014631293085439732,0.3792325056433409
ALB,0.5450928381962865,0.5546511627906976,0.4056603773584906,0.5434782608695653,0.7825086306098965,0.7823008849557522,0.02266137455608941,0.4469525959367946
AND,,,0.4103773584905661,,0.8722669735327964,0.8725663716814162,0.31586379778566953,0.8837471783295712
ARE,0.720159151193634,0.49767441860465117,0.4150943396226416,0.42753623188405804,0.7882623705408516,0.7876106194690266,0.7696929183204512,1.0
ARG,0.6909814323607427,0.6430232558139536,0.5235849056603774,0.5579710144927537,0.7859608745684695,0.7858407079646018,0.10727386672237309,0.7020316027088036
ARM,0.5053050397877984,0.6453488372093024,0.4009433962264151,0.717391304347826,0.714614499424626,0.7150442477876107,0.011380823062460832,0.3408577878103838
ATG,,,,,0.7825086306098965,0.7823008849557522,0.12792980990181743,0.7313769751693002
AUS,0.8872679045092838,0.9220930232558141,0.7169811320754718,0.8333333333333334,0.8837744533947066,0.8831858407079647,0.22408188844787968,0.8261851015801354
AUT,0.803713527851459,0.7104651162790699,0.5801886792452831,0.608695652173913,0.8584579976985041,0.8584070796460177,0.26930436599122626,0.8566591422121896
AZE,,,0.4009433962264151,,0.6570771001150747,0.656637168141593,,
BDI,0.129973474801061,0.10581395348837208,0.10849056603773587,0.08695652173913043,0.3567318757192176,0.3575221238938053,0.00712763735115939,0.27539503386004516
BEL,0.830238726790451,0.772093023255814,0.6273584905660378,0.6666666666666666,0.8619102416570771,0.8619469026548673,0.2629956131188636,0.8532731376975169
BEN,0.21087533156498675,0.1558139534883721,0.16037735849056603,0.10869565217391305,0.48101265822784817,0.4814159292035398,0.009993733026947985,0.3227990970654628
BFA,,,0.028301886792452834,,0.3855005753739931,0.3858407079646018,0.00553164821391268,0.24153498871331824
BGD,0.2692307692307693,0.2174418604651163,0.1839622641509434,0.19565217391304351,0.5684695051783659,0.568141592920354,0.009734698140797995,0.31828442437923254
BGR,0.6525198938992043,0.6441860465116279,0.4669811320754717,0.6304347826086957,0.7698504027617951,0.7699115044247787,0.06456653436390224,0.6173814898419864
BHR,0.740053050397878,0.5872093023255814,0.5283018867924529,0.44927536231884063,0.7997698504027618,0.8,0.3443743471903071,0.8984198645598195
BHS,,,0.4669811320754717,,0.7686996547756042,0.768141592920354,0.22076457071234593,0.8239277652370204
BIH,,,,,0.760644418872267,0.7610619469026548,0.009876749529977021,0.3205417607223476
BLR,,,0.4905660377358491,,0.7456846950517837,0.745132743362832,0.06095675788594109,0.6072234762979685
BLZ,0.6074270557029179,0.5930232558139535,0.419811320754717,0.6014492753623188,0.762945914844649,0.7628318584070798,0.047729266764152914,0.5677200902934537
