Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,0.10116279069767443,0.08490566037735849,0.10869565217391305,0.4418872266973533,0.4407079646017699,,
AGO,,,0.08018867924528301,,0.2669735327963176,0.26725663716814163,0.007428452057656152,0.28103837471783294
ALB,0.557029177718833,0.5360465116279071,0.37735849056603776,0.5434782608695653,0.7859608745684695,0.7858407079646018,0.029488197200752037,0.48871331828442444
AND,,,0.4103773584905661,,0.8780207134637514,0.8778761061946904,0.3006225193231669,0.8758465011286682
ARE,0.7387267904509283,0.5267441860465116,0.42452830188679247,0.4710144927536232,0.7974683544303798,0.7982300884955753,0.8018884478796742,1.0
ARG,0.7015915119363395,0.6488372093023257,0.5188679245283019,0.572463768115942,0.7951668584579976,0.7946902654867257,0.117760601629413,0.7178329571106095
ARM,0.5305039787798409,0.6453488372093024,0.3915094339622642,0.7318840579710145,0.7249712313003452,0.7238938053097346,0.01484854815124295,0.381489841986456
ATG,,,,,0.7894131185270425,0.7893805309734514,0.13932734489241697,0.7460496613995485
AUS,0.896551724137931,0.9232558139534884,0.7169811320754718,0.8333333333333334,0.8929804372842348,0.8920353982300886,0.24157092124503865,0.8386004514672686
AUT,0.8143236074270557,0.7255813953488373,0.5990566037735849,0.6159420289855073,0.8665132336018412,0.8672566371681416,0.27355755170252766,0.8600451467268622
AZE,,,0.37735849056603776,,0.661680092059839,0.6619469026548673,0.030749947775224568,0.4954853273137697
BDI,0.13129973474801063,0.11627906976744189,0.11792452830188678,0.09420289855072465,0.3659378596087457,0.3663716814159292,0.005966158345519114,0.25056433408577883
BEL,0.856763925729443,0.8255813953488372,0.6981132075471698,0.681159420289855,0.8688147295742232,0.8690265486725665,0.2716273240025068,0.8589164785553047
BEN,0.22413793103448276,0.17093023255813955,0.17452830188679244,0.12318840579710146,0.4879171461449943,0.48849557522123904,0.010277835805306038,0.3261851015801354
BFA,,,0.037735849056603765,,0.3855005753739931,0.3858407079646018,0.005448088573219136,0.23927765237020318
BGD,0.28912466843501333,0.23604651162790694,0.20283018867924532,0.21014492753623193,0.5937859608745685,0.5929203539823009,0.010294547733444747,0.3261851015801354
BGR,0.6525198938992043,0.6441860465116279,0.4575471698113208,0.644927536231884,0.7675489067894131,0.768141592920354,0.06536870691456027,0.6196388261851015
BHR,0.7559681697612732,0.6139534883720931,0.5424528301886793,0.47826086956521746,0.8078250863060991,0.8070796460176992,0.3442239398370587,0.8984198645598195
BHS,,,0.4575471698113208,,0.7721518987341771,0.7716814159292037,0.21728848965949446,0.8205417607223476
BIH,,,,,0.7698504027617951,0.7699115044247787,0.01182368915813662,0.3465011286681716
BLR,,,0.48584905660377364,,0.7284234752589183,0.7274336283185842,0.04925840818884479,0.572234762979684
BLZ,0.6127320954907162,0.6139534883720931,0.42924528301886794,0.6231884057971014,0.7491369390103567,0.7486725663716816,0.04842281178190934,0.5699774266365688
BOL,0.48408488063660476,0.5627906976744186,0.4669811320754717,0.48550724637681164,0.525891829689298,0.5256637168141592,0.030841863379987466,0.49661399548532725
BRA,0.5848806366047746,0.5,0.5141509433962265,0.30434782608695654,0.6996547756041427,0.6991150442477876,0.08852308335074159,0.6693002257336343
BRB,0.7002652519893899,0.6651162790697676,0.5283018867924529,0.5942028985507246,0.7905638665132336,0.7911504424778761,0.10300396908293294,0.6952595936794582
