Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,0.19302325581395346,0.19339622641509432,0.13768115942028988,0.5040276179516686,0.5026548672566372,,
AGO,0.2679045092838197,0.25465116279069766,0.16037735849056603,0.29710144927536236,0.36478711162255467,0.3646017699115045,0.0205138917902653,0.43115124153498874
ALB,0.6326259946949602,0.5906976744186047,0.4056603773584906,0.608695652173913,0.8262370540851554,0.8265486725663717,0.05116356799665762,0.5790067720090294
AND,0.7533156498673741,0.5313953488372092,0.4103773584905661,0.4927536231884058,0.9136939010356732,0.913274336283186,0.37328598287027365,0.9119638826185102
ARE,0.8010610079575596,0.6244186046511628,0.4716981132075472,0.5869565217391305,0.8296892980437284,0.8300884955752214,0.8645498224357635,1.0
ARG,0.7652519893899203,0.7848837209302325,0.669811320754717,0.6376811594202898,0.8216340621403913,0.8212389380530974,0.11283058282849384,0.7099322799097065
ARM,0.6007957559681698,0.6697674418604652,0.4103773584905661,0.753623188405797,0.7825086306098965,0.7823008849557522,0.026003760183831208,0.4683972911963883
ATG,,,,0.6231884057971014,0.8170310701956273,0.8176991150442479,0.14530185920200542,0.7528216704288938
AUS,0.9297082228116712,0.9476744186046511,0.8490566037735849,0.8405797101449276,0.9252013808975834,0.9256637168141595,0.28861499895550446,0.8690744920993229
AUT,0.8620689655172415,0.7825581395348837,0.6603773584905661,0.644927536231884,0.9010356731875719,0.9008849557522125,0.3211280551493629,0.8871331828442438
AZE,0.5954907161803714,0.658139534883721,0.4009433962264151,0.7463768115942029,0.6985040276179518,0.6991150442477876,0.03742636306663882,0.5270880361173814
BDI,0.13660477453580902,0.12209302325581402,0.10849056603773587,0.11594202898550725,0.428078250863061,0.4283185840707964,0.004420304992688531,0.21331828442437922
BEL,0.8978779840848805,0.8802325581395349,0.7688679245283018,0.717391304347826,0.8929804372842348,0.8938053097345132,0.31626488406099856,0.8848758465011287
BEN,0.27984084880636606,0.24767441860465114,0.25000000000000006,0.16666666666666669,0.49712313003452235,0.4973451327433629,0.012375182786714017,0.35327313769751706
BFA,0.12068965517241378,0.07093023255813952,0.07075471698113207,0.07246376811594203,0.41196777905638665,0.41238938053097346,0.007486943806141634,0.28103837471783294
BGD,0.3687002652519894,0.3186046511627907,0.2641509433962264,0.2898550724637681,0.6777905638665132,0.6778761061946904,0.012818048882389806,0.35891647855530484
BGR,0.693633952254642,0.708139534883721,0.5094339622641509,0.6956521739130435,0.7813578826237053,0.7805309734513276,0.07653227491121788,0.6455981941309255
BHR,0.7864721485411141,0.6558139534883721,0.5235849056603774,0.5869565217391305,0.8331415420023015,0.831858407079646,0.3567913097973679,0.9051918735891648
BHS,0.7692307692307693,0.722093023255814,0.4716981132075472,0.7681159420289856,0.7974683544303798,0.7982300884955753,0.20459578023814498,0.8103837471783296
BIH,0.63395225464191,0.5627906976744186,0.4622641509433963,0.4927536231884058,0.8331415420023015,0.8336283185840709,0.06098182577814915,0.6072234762979685
BLR,0.6498673740053051,0.6930232558139536,0.5424528301886793,0.6304347826086957,0.7054085155350978,0.7061946902654868,0.06505118027992479,0.618510158013544
BLZ,0.6366047745358091,0.6825581395348836,0.4622641509433963,0.7101449275362318,0.7215189873417723,0.72212389380531,0.052609149780655944,0.5835214446952596
BOL,0.5464190981432361,0.6395348837209303,0.5613207547169812,0.5072463768115942,0.5960874568469505,0.5964601769911504,0.034276164612492166,0.5135440180586907
BRA,0.6525198938992043,0.6,0.589622641509434,0.3985507246376812,0.759493670886076,0.7592920353982302,0.09099644871527053,0.6738148984198645
BRB,0.7320954907161803,0.708139534883721,0.5613207547169812,0.6304347826086957,0.8135788262370541,0.8123893805309735,0.11446835178608732,0.7133182844243793
BRN,0.8236074270557029,0.658139534883721,0.5283018867924529,0.5797101449275363,0.8469505178365938,0.8460176991150444,0.692091080008356,1.0
BTN,,,0.2783018867924529,,0.6018411967779057,0.6017699115044248,0.029321077919364946,0.4875846501128669
BWA,0.4880636604774537,0.5918604651162791,0.4622641509433963,0.5362318840579711,0.3762945914844649,0.3752212389380531,0.08204721119699185,0.6568848758465011
