Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,0.3050397877984085,0.29651162790697677,0.3113207547169811,0.1884057971014493,0.5684695051783659,0.568141592920354,0.008991017338625444,0.3069977426636569
AGO,0.3885941644562336,0.3430232558139535,0.2830188679245283,0.30434782608695654,0.4867663981588033,0.4867256637168142,0.03893879256319198,0.5338600451467269
ALB,0.6909814323607427,0.6523255813953489,0.4669811320754717,0.644927536231884,0.8504027617951668,0.8513274336283188,0.07311468560685189,0.6376975169300226
AND,0.8355437665782495,0.658139534883721,0.42924528301886794,0.7101449275362318,0.9355581127733027,0.936283185840708,0.43929809901817424,0.9401805869074493
ARE,0.843501326259947,0.6930232558139536,0.5188679245283019,0.6594202898550725,0.8538550057537401,0.8530973451327434,0.6817129726342177,1.0
ARG,0.7864721485411141,0.7790697674418604,0.669811320754717,0.6231884057971014,0.8411967779056386,0.8407079646017699,0.1441320242322958,0.7516930022573364
ARM,0.6909814323607427,0.7279069767441861,0.4811320754716982,0.7753623188405797,0.8009205983889528,0.8,0.060129517443074994,0.6049661399548533
ATG,0.7679045092838197,0.6918604651162791,0.5283018867924529,0.644927536231884,0.8377445339470656,0.8371681415929205,0.1939252141215793,0.8013544018058691
AUS,0.9496021220159152,0.9534883720930232,0.8018867924528302,0.8478260869565217,0.951668584579977,0.9522123893805312,0.32386045540004177,0.8882618510158012
AUT,0.9045092838196286,0.8430232558139534,0.6132075471698113,0.8188405797101449,0.9275028768699655,0.9274336283185841,0.3650135784416127,0.9085778781038375
AZE,0.6763925729442972,0.6755813953488373,0.4481132075471698,0.717391304347826,0.7468354430379746,0.7469026548672567,0.08591602256110299,0.664785553047404
BDI,0.21485411140583555,0.25581395348837205,0.2735849056603774,0.15217391304347827,0.45799769850402766,0.45840707964601773,0.004445372884896595,0.21331828442437922
BEL,0.9283819628647215,0.9186046511627908,0.7971698113207547,0.782608695652174,0.9171461449942463,0.9168141592920356,0.35066638813453105,0.901805869074492
BEN,0.3395225464190981,0.3313953488372093,0.3679245283018868,0.1811594202898551,0.5431530494821634,0.5433628318584071,0.013185711301441404,0.36343115124153497
BFA,0.1923076923076923,0.13139534883720927,0.1556603773584906,0.07246376811594203,0.4821634062140392,0.4814159292035398,0.009417171506162524,0.3137697516930023
BGD,0.4257294429708224,0.36511627906976746,0.30660377358490565,0.31884057971014496,0.7307249712313003,0.7309734513274337,0.0173553373720493,0.40519187358916475
BGR,0.7493368700265253,0.7639534883720931,0.5613207547169812,0.7391304347826086,0.805523590333717,0.8053097345132744,0.11064132024232295,0.7065462753950339
BHR,0.7917771883289124,0.6546511627906978,0.5188679245283019,0.5869565217391305,0.8504027617951668,0.8495575221238938,0.3549697096302486,0.9040632054176073
BHS,0.7824933687002653,0.7360465116279071,0.49528301886792453,0.7681159420289856,0.8250863060989644,0.824778761061947,0.19615625652809693,0.8036117381489841
