"Infants lacking immunization, measles (% of one-year-olds)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"168"," Afghanistan","80","","59","","73","","50","","38","","36","","41","","43","","40","","38","","38","","38",""
"68"," Albania","12","","9","","5","","3","","1","","1","","2","","1","","2","","3","","4","","4",""
"85"," Algeria","17","","11","","20","","17","","5","","5","","5","","5","","5","","5","","6","","12",""
"35"," Andorra","","","","","3","","6","","1","","1","","2","","5","","4","","4","","3","","1",""
"147"," Angola","62","","54","","65","","71","","33","","40","","33","","41","","44","","49","","55","","58",""
"70"," Antigua and Barbuda","11","","7","","5","","1","","2","","1","","2","","4","","7","","9","","12","","12",""
"47"," Argentina","7","","1","","9","","2","","5","","5","","6","","6","","5","","11","","10","","11",""
"83"," Armenia","","","4","","8","","6","","3","","3","","3","","3","","3","","3","","3","","4",""
"3"," Australia","14","","13","","9","","6","","6","","6","","6","","6","","6","","5","","5","","5",""
"20"," Austria","40","","40","","25","","25","","20","","16","","12","","8","","4","","4","","5","","4",""
"80"," Azerbaijan","","","36","","33","","33","","11","","8","","6","","2","","2","","2","","2","","2",""
"54"," Bahamas","14","","10","","7","","15","","6","","10","","9","","8","","8","","6","","11","","10",""
"43"," Bahrain","13","","5","","2","","1","","1","","1","","1","","1","","1","","1","","1","","1",""
"136"," Bangladesh","35","","21","","26","","12","","12","","7","","12","","9","","6","","6","","6","","6",""
"58"," Barbados","13","","8","","6","","7","","15","","7","","10","","13","","5","","4","","8","","8",""
"53"," Belarus","","","7","","2","","1","","1","","1","","2","","1","","1","","1","","2","","3",""
"17"," Belgium","15","","15","","18","","12","","5","","5","","4","","4","","4","","4","","4","","4",""
"106"," Belize","14","","17","","4","","5","","2","","2","","4","","1","","5","","4","","5","","10",""
"163"," Benin","21","","35","","30","","39","","32","","30","","26","","32","","32","","26","","26","","26",""
"134"," Bhutan","7","","15","","22","","7","","5","","5","","5","","6","","3","","3","","3","","3",""
"118"," Bolivia (Plurinational State of)","47","","42","","16","","11","","12","","4","","8","","13","","11","","5","","6","","17",""
"77"," Bosnia and Herzegovina","","","47","","20","","10","","9","","11","","6","","8","","11","","17","","32","","31",""
"101"," Botswana","13","","11","","9","","7","","4","","3","","3","","3","","3","","3","","3","","3",""
"79"," Brazil","22","","13","","1","","2","","1","","1","","1","","2","","3","","4","","5","","3",""
"39"," Brunei Darussalam","1","","1","","1","","2","","6","","9","","5","","4","","3","","4","","2","","3",""
"51"," Bulgaria","1","","6","","11","","4","","3","","5","","6","","5","","7","","8","","8","","6",""
"183"," Burkina Faso","21","","57","","52","","16","","8","","11","","13","","18","","12","","12","","12","","12",""
"185"," Burundi","26","","20","","28","","13","","8","","7","","7","","2","","6","","7","","7","","10",""
"125"," Cabo Verde","21","","15","","14","","8","","3","","4","","9","","9","","7","","8","","7","","4",""
"146"," Cambodia","66","","38","","35","","21","","10","","12","","16","","21","","17","","16","","16","","16",""
"151"," Cameroon","44","","54","","51","","32","","21","","24","","18","","17","","20","","21","","22","","23",""
"12"," Canada","11","","4","","4","","6","","10","","12","","2","","10","","10","","10","","10","","11",""
"188"," Central African Republic","18","","54","","64","","38","","47","","51","","51","","75","","51","","51","","51","","51",""
