"HIV prevalence, adult (% ages 15-49), total"
"186"," Chad","0.8","","1.6","","2.0","","1.9","","1.6","","1.5","","1.5","","1.4","","1.4","","1.3","","1.3",""
"44"," Chile","0.1","","0.2","","0.2","","0.3","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5",""
"90"," Colombia","0.1","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"165"," Comoros","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"137"," Congo","3.3","","5.2","","4.3","","3.3","","3.0","","3.1","","3.1","","3.1","","3.1","","3.1","","3.1",""
"176"," Congo (Democratic Republic of the)","1.7","","2.1","","2.2","","1.7","","1.2","","1.1","","1.0","","0.9","","0.8","","0.8","","0.7",""
"63"," Costa Rica","0.1","","0.2","","0.2","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"46"," Croatia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"73"," Cuba","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.4",""
"27"," Czechia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"170"," Côte d'Ivoire","3.3","","5.8","","6.3","","5.0","","3.8","","3.6","","3.4","","3.2","","3.0","","2.8","","2.7",""
"172"," Djibouti","0.1","","1.2","","2.7","","2.5","","1.8","","1.6","","1.6","","1.5","","1.4","","1.4","","1.3",""
"94"," Dominican Republic","0.6","","2.0","","2.3","","1.8","","1.3","","1.2","","1.2","","1.1","","1.1","","1.0","","1.0",""
"86"," Ecuador","0.1","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"115"," Egypt","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"121"," El Salvador","0.3","","0.5","","0.6","","0.7","","0.7","","0.7","","0.6","","0.6","","0.6","","0.6","","0.6",""
"141"," Equatorial Guinea","2.0","","2.6","","3.5","","4.8","","5.8","","5.9","","6.0","","6.1","","6.1","","6.2","","6.2",""
"179"," Eritrea","0.3","","1.5","","1.8","","1.3","","0.8","","0.8","","0.7","","0.7","","0.7","","0.6","","0.6",""
"144"," Eswatini (Kingdom of)","1.9","","18.9","","29.8","","28.3","","27.2","","27.3","","27.4","","27.6","","27.6","","27.5","","27.2",""
"173"," Ethiopia","1.5","","3.4","","3.5","","2.2","","1.4","","1.3","","1.2","","1.2","","1.1","","1.1","","1.1",""
"92"," Fiji","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"24"," France","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"110"," Gabon","1.1","","3.6","","5.9","","5.7","","4.5","","4.3","","4.1","","4.0","","3.9","","3.7","","3.6",""
"174"," Gambia","0.1","","0.5","","1.4","","2.1","","2.1","","2.0","","2.0","","1.9","","1.9","","1.8","","1.7",""
"70"," Georgia","0.1","","0.1","","0.1","","0.1","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.5",""
"140"," Ghana","1.5","","4.2","","4.2","","2.9","","1.9","","1.8","","1.8","","1.7","","1.7","","1.6","","1.6",""
"127"," Guatemala","0.1","","0.1","","0.2","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5",""
"175"," Guinea","0.8","","1.7","","1.8","","1.7","","1.6","","1.6","","1.6","","1.6","","1.6","","1.5","","1.5",""
"177"," Guinea-Bissau","0.2","","0.9","","2.7","","4.6","","4.4","","4.2","","3.9","","3.7","","3.5","","3.3","","3.1",""
"125"," Guyana","0.1","","0.3","","0.8","","1.2","","1.4","","1.4","","1.5","","1.5","","1.5","","1.6","","1.6",""
"168"," Haiti","3.7","","3.8","","2.9","","2.4","","2.2","","2.2","","2.2","","2.2","","2.2","","2.1","","2.1",""
"133"," Honduras","0.7","","1.2","","1.1","","0.7","","0.5","","0.5","","0.5","","0.4","","0.4","","0.4","","0.4",""
"130"," India","0.1","","0.2","","0.4","","0.4","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"116"," Indonesia","0.1","","0.1","","0.1","","0.2","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"60"," Iran (Islamic Republic of)","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"4"," Ireland","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"28"," Italy","0.1","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"97"," Jamaica","0.8","","1.9","","2.2","","2.0","","1.7","","1.7","","1.7","","1.7","","1.7","","1.7","","1.7",""
"95"," Jordan","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"58"," Kazakhstan","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"142"," Kenya","5.9","","10.7","","10.2","","7.4","","6.1","","6.0","","5.9","","5.8","","5.7","","5.6","","5.4",""
"56"," Kuwait","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"122"," Kyrgyzstan","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"139"," Lao People's Democratic Republic","0.1","","0.1","","0.1","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"41"," Latvia","0.1","","0.4","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7",""
"80"," Lebanon","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"159"," Lesotho","1.3","","12.2","","22.5","","22.8","","23.3","","23.7","","24.1","","24.4","","24.7","","24.9","","25.0",""
"181"," Liberia","2.7","","4.4","","4.2","","2.9","","1.9","","1.8","","1.8","","1.7","","1.7","","1.6","","1.6",""
"35"," Lithuania","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2",""
"161"," Madagascar","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"171"," Malawi","9.1","","14.1","","15.2","","12.9","","10.9","","10.6","","10.3","","10.0","","9.7","","9.5","","9.2",""
"57"," Malaysia","0.1","","0.6","","0.7","","0.7","","0.6","","0.5","","0.5","","0.5","","0.5","","0.4","","0.4",""
"182"," Mali","1.0","","1.4","","1.6","","1.5","","1.3","","1.2","","1.2","","1.1","","1.1","","1.0","","1.0",""
"29"," Malta","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"159"," Mauritania","0.1","","0.4","","0.8","","0.9","","0.7","","0.7","","0.6","","0.6","","0.5","","0.5","","0.5",""
"74"," Mexico","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"112"," Moldova (Republic of)","0.1","","0.1","","0.1","","0.2","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.6",""
"92"," Mongolia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"50"," Montenegro","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"123"," Morocco","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"180"," Mozambique","1.8","","5.3","","10.4","","13.7","","14.0","","13.8","","13.7","","13.4","","13.0","","12.7","","12.3",""
"148"," Myanmar","0.1","","0.4","","0.8","","0.9","","0.9","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8",""
"129"," Namibia","1.6","","9.0","","15.5","","15.0","","14.2","","14.2","","14.2","","14.1","","14.1","","14.0","","13.8",""
"149"," Nepal","0.1","","0.1","","0.2","","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"10"," Netherlands","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"124"," Nicaragua","0.1","","0.3","","0.4","","0.3","","0.3","","0.3","","0.3","","0.2","","0.2","","0.2","","0.2",""
"189"," Niger","0.3","","0.8","","1.1","","1.0","","0.7","","0.6","","0.6","","0.5","","0.5","","0.5","","0.4",""
"157"," Nigeria","1.6","","2.8","","4.0","","3.9","","3.4","","3.3","","3.2","","3.1","","3.1","","3.0","","2.9",""
"150"," Pakistan","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"66"," Panama","0.3","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8",""
"153"," Papua New Guinea","0.1","","0.3","","0.7","","1.0","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9",""
"110"," Paraguay","0.1","","0.1","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5",""
"89"," Peru","0.6","","0.6","","0.5","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.3","","0.3",""
"113"," Philippines","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"37"," Qatar","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"52"," Romania","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"158"," Rwanda","2.2","","4.7","","5.2","","4.0","","3.5","","3.4","","3.4","","3.3","","3.2","","3.2","","3.1",""
"39"," Saudi Arabia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"164"," Senegal","0.2","","0.4","","0.7","","0.8","","0.6","","0.6","","0.6","","0.5","","0.5","","0.5","","0.4",""
"67"," Serbia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"184"," Sierra Leone","0.4","","0.7","","1.0","","1.5","","1.7","","1.7","","1.7","","1.7","","1.7","","1.7","","1.7",""
"38"," Slovakia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"25"," Slovenia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"n.a"," Somalia","0.1","","0.4","","0.6","","0.6","","0.5","","0.5","","0.5","","0.4","","0.4","","0.4","","0.4",""
"113"," South Africa","0.7","","6.0","","14.0","","17.3","","18.3","","18.4","","18.6","","18.7","","18.8","","18.9","","18.9",""
"187"," South Sudan","0.1","","0.7","","2.5","","3.5","","3.2","","3.1","","3.0","","2.9","","2.8","","2.8","","2.7",""
"26"," Spain","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"76"," Sri Lanka","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"167"," Sudan","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"100"," Suriname","0.2","","0.8","","1.3","","1.3","","1.3","","1.3","","1.3","","1.3","","1.3","","1.4","","1.4",""
"7"," Sweden","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"127"," Tajikistan","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3",""
"154"," Tanzania (United Republic of)","5.4","","8.8","","8.9","","7.0","","5.6","","5.4","","5.2","","5.1","","5.0","","4.8","","4.7",""
"83"," Thailand","0.6","","1.9","","1.8","","1.5","","1.3","","1.3","","1.3","","1.2","","1.2","","1.1","","1.1",""
"80"," The former Yugoslav Republic of Macedonia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"165"," Togo","1.2","","3.2","","4.5","","4.0","","2.9","","2.8","","2.6","","2.5","","2.3","","2.2","","2.1",""
"69"," Trinidad and Tobago","0.1","","0.5","","1.0","","1.1","","1.2","","1.2","","1.2","","1.2","","1.2","","1.2","","1.2",""
"95"," Tunisia","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"162"," Uganda","14.8","","12.3","","9.2","","7.9","","7.4","","7.3","","7.2","","7.0","","6.9","","6.7","","6.5",""
"88"," Ukraine","0.1","","0.2","","0.6","","0.8","","0.8","","0.8","","0.8","","0.9","","0.9","","0.9","","0.9",""
"13"," United States","","","","","","","","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5"," b","0.5"," b"
"55"," Uruguay","0.1","","0.2","","0.4","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6",""
"78"," Venezuela (Bolivarian Republic of)","0.1","","0.2","","0.4","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6",""
"116"," Viet Nam","0.1","","0.1","","0.2","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"178"," Yemen","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"144"," Zambia","8.1","","15.2","","15.7","","13.4","","12.7","","12.7","","12.7","","12.7","","12.7","","12.6","","12.4",""
"156"," Zimbabwe","14.9","","22.9","","22.1","","18.2","","15.8","","15.4","","15.1","","14.7","","14.3","","13.9","","13.5",""
"<a name=""a""></a>a: 0.<br />1 or less.<br /><a name=""b""></a>b: Refers to 2014.<br />"
