Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Gender] Share of seats in parliament (% held by women),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_BRN,,0.5011627906976746,0.3820754716981132,0.4492753623188406,,0.36363636363636365,0.3646017699115044,,
AFG_BTN,,,0.08962264150943389,,,0.07479861910241647,0.07433628318584085,,
AFG_BWA,,0.3953488372093024,0.28773584905660377,0.3695652173913044,,0.031070195627157737,0.03185840707964588,,
AFG_CAF,,0.023255813953488413,0.0,0.04347826086956523,,0.15650172612197943,0.15575221238938047,,
AFG_CAN,,0.713953488372093,0.5471698113207547,0.6376811594202899,,0.43383199079401613,0.4336283185840708,,
AFG_CHE,,0.6465116279069769,0.46698113207547165,0.6086956521739131,,0.4441887226697353,0.44424778761061934,,
AFG_CHL,,0.5093023255813953,0.37264150943396224,0.4782608695652174,,0.3889528193325661,0.3893805309734515,,
AFG_CHN,,0.29651162790697677,0.20283018867924527,0.2898550724637682,,0.29689298043728396,0.2955752212389382,,
AFG_CIV,,0.08255813953488375,0.07547169811320753,0.057971014492753645,,0.10586881472957432,0.10619469026548667,,
AFG_CMR,,0.16860465116279072,0.1084905660377358,0.17391304347826098,,0.07825086306098972,0.079646017699115,,
AFG_COD,,0.10232558139534881,0.08962264150943389,0.07971014492753621,,0.08745684695051797,0.08672566371681412,,
AFG_COG,,0.2976744186046511,0.2452830188679245,0.23913043478260876,,0.03222094361334871,0.03185840707964588,,
AFG_COL,,0.3604651162790698,0.28301886792452835,0.3115942028985508,,0.2853855005753738,0.28495575221238933,,
AFG_COM,,,0.15094339622641503,,,0.09090909090909083,0.09203539823008855,,
AFG_CPV,,,,,,0.24395857307249702,0.2442477876106195,,
AFG_CRI,,0.4244186046511628,0.2971698113207547,0.4130434782608696,,0.4062140391254313,0.40530973451327457,,
AFG_CUB,,0.5093023255813953,0.32547169811320753,0.5362318840579711,,0.3889528193325661,0.3893805309734515,,
AFG_CYP,,0.541860465116279,0.3632075471698112,0.5434782608695652,,0.41772151898734156,0.4176991150442477,,
AFG_CZE,,0.5779069767441862,0.39622641509433965,0.572463768115942,,0.35443037974683533,0.35398230088495586,,
AFG_DEU,,0.6662790697674419,0.5188679245283019,0.5797101449275363,,0.40966628308400455,0.4106194690265488,,
AFG_DJI,,0.02790697674418599,0.0943396226415095,0.06521739130434785,,0.05408515535097802,0.053097345132743445,,
AFG_DMA,,,0.33018867924528306,,,0.39585730724971224,0.3946902654867257,,
AFG_DNK,,0.6651162790697676,0.5047169811320754,0.5942028985507245,,0.39010356731875706,0.3893805309734515,,
AFG_DOM,,0.3895348837209303,0.33490566037735847,0.29710144927536236,,0.28423475258918285,0.2831858407079647,,
AFG_DZA,,0.2976744186046511,0.2547169811320755,0.23188405797101458,,0.2646720368239355,0.26371681415929216,,
AFG_ECU,,0.42790697674418593,0.3443396226415093,0.3550724637681161,,0.31760644418872264,0.31858407079646023,,
AFG_EGY,,0.27906976744186046,0.2735849056603773,0.16666666666666669,,0.24280782508630616,0.24247787610619476,,
AFG_ERI,,,0.0566037735849057,,,0.008055235903337232,0.008849557522123908,,
AFG_ESP,,0.5802325581395349,0.5047169811320754,0.4347826086956522,,0.43613348676639807,0.43539823008849565,,
AFG_EST,,0.6337209302325582,0.4150943396226414,0.6521739130434783,,0.2692750287686996,0.2690265486725665,,
AFG_ETH,,,0.08018867924528306,,,0.06444188722669741,0.06548672566371677,,
AFG_FIN,,0.6511627906976745,0.5613207547169812,0.5,,0.4073647871116225,0.4070796460176992,,
AFG_FJI,,0.5604651162790699,0.37735849056603765,0.5579710144927535,,0.23014959723820472,0.23008849557522126,,
AFG_FRA,,0.6302325581395352,0.5094339622641508,0.5217391304347826,,0.42807825086306095,0.4283185840707966,,
AFG_FSM,,,,,,0.23014959723820472,0.23008849557522126,,
AFG_GAB,,0.37325581395348834,0.3396226415094339,0.26086956521739135,,0.10817031070195615,0.10796460176991163,,
AFG_GBR,,0.7058139534883723,0.49056603773584906,0.6884057971014493,,0.40851553509781346,0.40884955752212393,,
AFG_GEO,,,0.2971698113207547,,,0.3003452243958572,0.3008849557522124,,
AFG_GHA,,0.24069767441860468,0.13207547169811315,0.27536231884057977,,0.05638665132336018,0.05663716814159303,,
AFG_GIN,,0.05116279069767442,0.042452830188679305,0.04347826086956523,,0.042577675489068045,0.042477876106194634,,
AFG_GMB,,0.030232558139534904,0.04716981132075468,0.007246376811594207,,0.011507479861910086,0.012389380530973493,,
AFG_GNB,,,0.04245283018867918,,,0.042577675489068045,0.042477876106194634,,
AFG_GNQ,,,,,,0.043728423475259015,0.04424778761061943,,
AFG_GRC,,0.508139534883721,0.3820754716981132,0.4565217391304348,,0.4257767548906789,0.42654867256637163,,
AFG_GRD,,,0.41981132075471694,,,0.2784810126582278,0.2778761061946905,,
AFG_GTM,,0.14883720930232558,0.12735849056603762,0.1159420289855073,,0.2174913693901036,0.21769911504424777,,
AFG_GUY,,0.39883720930232563,0.2735849056603773,0.39130434782608703,,0.1852704257767549,0.18584070796460184,,
AFG_HKG,,0.5476744186046512,0.4150943396226414,0.4927536231884059,,0.45569620253164567,0.4548672566371684,,
AFG_HND,,0.2255813953488371,0.21226415094339626,0.1449275362318841,,0.2773302646720367,0.2778761061946905,,
AFG_HRV,,0.45348837209302345,0.3113207547169812,0.4492753623188406,,0.3601841196777904,0.35929203539823007,,
AFG_HTI,,0.14651162790697664,0.13207547169811315,0.10144927536231886,,0.05178365937859597,0.0513274336283186,,
AFG_HUN,,0.586046511627907,0.3867924528301886,0.601449275362319,,0.2957422324510931,0.2955752212389382,,
AFG_IDN,,0.308139534883721,0.26415094339622647,0.23188405797101458,,0.20598388952819335,0.20530973451327428,,
AFG_IND,,0.18139534883720926,0.1556603773584905,0.13768115942028986,,0.1300345224395857,0.1292035398230088,,
AFG_IRL,,0.6069767441860467,0.40094339622641506,0.6231884057971014,,0.3889528193325661,0.3893805309734515,,
AFG_IRN,,0.3511627906976745,0.30660377358490565,0.26086956521739135,,0.2669735327963175,0.2672566371681415,,
AFG_IRQ,,0.2255813953488371,0.18396226415094338,0.18115942028985504,,0.26582278481012644,0.2654867256637169,,
AFG_ISL,,0.6465116279069769,0.5377358490566038,0.5144927536231884,,0.4441887226697353,0.44424778761061934,,
AFG_ISR,,0.6790697674418604,0.4386792452830188,0.7101449275362319,,0.42807825086306095,0.4283185840707966,,
AFG_ITA,,0.5534883720930233,0.4575471698113207,0.4492753623188406,,0.43613348676639807,0.4371681415929204,,
AFG_JAM,,0.39883720930232563,0.30660377358490565,0.3550724637681161,,0.3199079401611046,0.32035398230088497,,
AFG_JOR,,0.5267441860465116,0.34905660377358494,0.5362318840579711,,0.3049482163406212,0.3044247787610621,,
AFG_JPN,,0.6313953488372093,0.44811320754716977,0.6086956521739131,,0.4672036823935557,0.4672566371681418,,
AFG_KAZ,,0.5325581395348837,0.3396226415094339,0.5652173913043479,,0.16455696202531622,0.16460176991150444,,
AFG_KEN,,0.22906976744186042,0.1745283018867924,0.2028985507246377,,0.02531645569620261,0.024778761061946764,,
AFG_KGZ,,0.47674418604651164,0.2735849056603773,0.5362318840579711,,0.21288837744533928,0.21238938053097356,,
AFG_KHM,,0.11976744186046512,0.11320754716981124,0.07971014492753621,,0.03912543153049475,0.038938053097345215,,
AFG_KIR,,,0.2735849056603773,,,0.1622554660529344,0.1628318584070798,,
AFG_KNA,,,0.3820754716981132,,,0.2692750287686996,0.2690265486725665,,
AFG_KOR,,0.6627906976744187,0.5,0.5942028985507245,,0.36708860759493667,0.368141592920354,,
AFG_KWT,,0.4302325581395349,0.40094339622641506,0.2898550724637682,,0.33486766398158796,0.33451327433628353,,
AFG_LAO,,0.15581395348837218,0.13207547169811315,0.12318840579710146,,0.05753739930955115,0.05663716814159303,,
AFG_LBN,,,0.40094339622641506,,,0.33601841196777893,0.33628318584070804,,
AFG_LBR,,,,0.0869565217391305,,0.041426927502876965,0.042477876106194634,,
AFG_LBY,,0.45,0.48584905660377353,0.2173913043478261,,0.2853855005753738,0.28495575221238933,,
AFG_LCA,,,0.3820754716981132,,,0.30379746835443033,0.3044247787610621,,
AFG_LIE,,,,0.5579710144927535,,0.41772151898734156,0.4176991150442477,,
AFG_LKA,,0.5232558139534884,0.3396226415094339,0.5362318840579711,,0.2727272727272726,0.27256637168141606,,
AFG_LSO,,0.263953488372093,0.23113207547169815,0.19565217391304351,,0.006904487917146207,0.0070796460176990594,,
AFG_LTU,,0.5779069767441862,0.37735849056603765,0.5942028985507245,,0.2853855005753738,0.28495575221238933,,
AFG_LUX,,0.541860465116279,0.35377358490566035,0.5579710144927535,,0.40506329113924044,0.40530973451327457,,
AFG_LVA,,0.5151162790697674,0.34905660377358494,0.5144927536231884,,0.2554660529344073,0.2548672566371686,,
AFG_MAR,,0.12558139534883728,0.12735849056603762,0.07246376811594206,,0.23935558112773292,0.23893805309734517,,
AFG_MCO,,,,,,,,,
AFG_MDA,,0.45116279069767445,0.2735849056603773,0.4927536231884059,,0.22554660529344073,0.22477876106194705,,
AFG_MDG,,,0.12735849056603762,,,0.04027617951668572,0.038938053097345215,,
AFG_MDV,,0.21162790697674416,0.23113207547169815,0.09420289855072465,,0.23475258918296882,0.23539823008849559,,
AFG_MEX,,0.37325581395348834,0.28773584905660377,0.3260869565217392,,0.345224395857307,0.34513274336283195,,
AFG_MHL,,,,,,,,,
AFG_MKD,,,0.30660377358490565,,,0.3279631760644417,0.32743362831858414,,
AFG_MLI,,0.07674418604651162,0.0566037735849057,0.07246376811594203,,0.12658227848101278,0.12743362831858412,,
AFG_MLT,,0.4988372093023256,0.4056603773584905,0.4130434782608696,,0.4154200230149596,0.4141592920353985,,
AFG_MMR,,0.11976744186046512,0.12735849056603762,0.06521739130434785,,0.12658227848101256,0.12566371681415933,,
AFG_MNE,,,,,,0.3475258918296892,0.3469026548672566,,
AFG_MNG,,0.34069767441860466,0.16037735849056603,0.4347826086956522,,0.13693901035673184,0.1362831858407081,,
AFG_MOZ,,0.012790697674418594,0.009433962264150983,0.007246376811594207,,0.12888377445339477,0.12920353982300875,,
AFG_MRT,,0.059302325581395365,0.04245283018867918,0.057971014492753645,,0.10126582278481,0.10088495575221246,,
AFG_MUS,,0.3779069767441861,0.3113207547169812,0.30434782608695665,,0.29228998849251997,0.2920353982300886,,
AFG_MWI,,0.21511627906976744,0.26415094339622647,0.057971014492753645,,0.13348676639815887,0.13451327433628318,,
AFG_MYS,,0.4325581395348837,0.2924528301886793,0.4347826086956522,,0.3222094361334866,0.3221238938053098,,
AFG_NAM,,0.3662790697674419,0.33018867924528306,0.26086956521739135,,0.07940161104718069,0.07964601769911506,,
AFG_NER,,0.1127906976744186,0.10849056603773591,0.07246376811594203,,0.10701956271576535,0.10619469026548667,,
AFG_NGA,,,0.11792452830188685,,,0.14269275028768713,0.1433628318584071,,
AFG_NIC,,0.25581395348837216,0.21698113207547162,0.2028985507246377,,0.2543153049482164,0.2530973451327434,,
AFG_NLD,,0.7116279069767444,0.5518867924528302,0.6231884057971014,,0.4211737629459148,0.4212389380530974,,
AFG_NOR,,0.7430232558139536,0.5235849056603773,0.7173913043478262,,0.42807825086306095,0.4283185840707966,,
AFG_NPL,,0.13139534883720927,0.1745283018867924,0.021739130434782608,,0.10817031070195615,0.10796460176991163,,
AFG_NRU,,,,,,,,,
AFG_NZL,,0.7732558139534886,0.5849056603773585,0.6956521739130435,,0.4165707710011507,0.4159292035398231,,
AFG_OMN,,,0.24056603773584903,,,0.2957422324510931,0.2955752212389382,,
AFG_PAK,,0.04767441860465116,0.014150943396226356,0.07246376811594206,,0.14154200230149572,0.14159292035398252,,
AFG_PAN,,0.458139534883721,0.3160377358490566,0.4492753623188406,,0.36248561565017245,0.36283185840707977,,
AFG_PER,,0.45116279069767445,0.3443396226415093,0.39855072463768126,,0.26582278481012644,0.2654867256637169,,
AFG_PHL,,0.4069767441860465,0.2924528301886793,0.3840579710144928,,0.22439585730724954,0.22477876106194705,,
AFG_PLW,,,,0.6594202898550726,,0.21288837744533928,0.21238938053097356,,
AFG_PNG,,0.06627906976744186,0.03773584905660374,0.07971014492753621,,0.12313003452243954,0.1238938053097346,,
AFG_POL,,0.6267441860465117,0.41981132075471694,0.6304347826086956,,0.3279631760644417,0.32743362831858414,,
AFG_PRK,,,,,,0.19102416570770997,0.19115044247787616,,
AFG_PRT,,0.5232558139534884,0.5094339622641508,0.3260869565217392,,0.387802071346375,0.38761061946902675,,
AFG_PRY,,0.3453488372093024,0.2735849056603773,0.2898550724637682,,0.2715765247410816,0.2707964601769912,,
AFG_PSE,,,0.2688679245283019,,,0.2865362485615649,0.2867256637168143,,
AFG_QAT,,0.458139534883721,0.40094339622641506,0.34057971014492755,,0.387802071346375,0.38761061946902675,,
AFG_ROU,,0.4953488372093024,0.28773584905660377,0.5579710144927535,,0.2784810126582278,0.2778761061946905,,
AFG_RUS,,0.558139534883721,0.33018867924528306,0.6231884057971014,,0.20598388952819335,0.20530973451327428,,
AFG_RWA,,0.053488372093023234,0.070754716981132,0.007246376811594221,,0.24741081703107026,0.24778761061946902,,
AFG_SAU,,0.38720930232558143,0.3160377358490566,0.31884057971014507,,0.31185270425776745,0.31150442477876106,,
AFG_SDN,,0.013953488372093037,0.009433962264150886,0.014492753623188429,,0.05983889528193309,0.060176991150442505,,
AFG_SEN,,0.0023255813953488302,0.004716981132075415,0.0,,0.05868814729574201,0.05840707964601766,,
AFG_SGP,,0.46279069767441866,0.33490566037735847,0.4347826086956522,,0.41887226697353275,0.4194690265486727,,
AFG_SLB,,,0.1084905660377358,,,0.12658227848101256,0.12566371681415933,,
AFG_SLE,,0.046511627906976716,0.06132075471698106,0.007246376811594221,,0.3107019562715766,0.31150442477876106,,
AFG_SLV,,0.30348837209302326,0.2924528301886793,0.18840579710144928,,0.24741081703107004,0.24778761061946908,,
AFG_SMR,,,,,,,,,
AFG_SOM,,,,,,0.08860759493670889,0.08849557522123891,,
AFG_SRB,,0.5325581395348837,0.37735849056603765,0.5072463768115942,,0.31760644418872264,0.3168141592920356,,
AFG_SSD,,,,,,0.10817031070195637,0.10796460176991146,,
AFG_STP,,0.20581395348837217,0.1981132075471698,0.13043478260869568,,0.1576524741081703,0.1575221238938055,,
AFG_SUR,,,0.30188679245283023,,,0.24395857307249702,0.2442477876106195,,
AFG_SVK,,0.5883720930232559,0.34905660377358494,0.6521739130434783,,0.3291139240506329,0.3292035398230089,,
AFG_SVN,,0.6302325581395352,0.3867924528301886,0.6811594202898551,,0.37284234752589174,0.3734513274336283,,
AFG_SWE,,0.7476744186046511,0.570754716981132,0.6594202898550726,,0.4453394706559263,0.4460176991150443,,
AFG_SWZ,,0.23139534883720936,0.21698113207547162,0.15217391304347827,,0.012658227848101333,0.012389380530973382,,
AFG_SYC,,,0.33490566037735847,,,0.3049482163406212,0.3044247787610621,,
AFG_SYR,,0.25813953488372093,0.23584905660377356,0.18115942028985504,,0.32681242807825084,0.3256637168141595,,
AFG_TCD,,,0.042452830188679305,,,0.1139240506329115,0.11327433628318578,,
AFG_TGO,,0.19651162790697674,0.18867924528301885,0.12318840579710146,,0.0,0.0,,
AFG_THA,,0.30348837209302326,0.2452830188679245,0.2536231884057972,,0.287686996547756,0.2884955752212389,,
AFG_TJK,,0.4976744186046513,0.24056603773584903,0.6231884057971014,,0.17951668584579972,0.17876106194690267,,
AFG_TKM,,,,,,0.1611047180667432,0.16106194690265496,,
AFG_TLS,,,,,,0.03912543153049475,0.038938053097345215,,
AFG_TON,,0.5616279069767445,0.4150943396226414,0.5144927536231884,,0.2911392405063289,0.2902654867256639,,
AFG_TTO,,0.4755813953488374,0.3113207547169812,0.4927536231884059,,0.2554660529344073,0.2548672566371686,,
AFG_TUN,,0.31976744186046513,0.32547169811320753,0.17391304347826098,,0.3233601841196777,0.32389380530973455,,
AFG_TUR,,0.27906976744186046,0.23113207547169815,0.22463768115942023,,0.25086306098964317,0.25132743362831866,,
AFG_TUV,,,,,,0.16340621403912536,0.1628318584070798,,
AFG_TZA,,0.10000000000000006,0.023584905660377325,0.1594202898550725,,0.07249712313003465,0.072566371681416,,
AFG_UGA,,0.1523255813953488,0.13207547169811315,0.1159420289855073,,0.1622554660529345,0.1628318584070797,,
AFG_UKR,,0.5744186046511628,0.3679245283018867,0.601449275362319,,0.23820483314154184,0.23893805309734517,,
AFG_URY,,0.49651162790697684,0.4056603773584905,0.4057971014492754,,0.3555811277330264,0.3557522123893805,,
AFG_USA,,0.7709302325581395,0.5141509433962264,0.7753623188405797,,0.39585730724971224,0.39646017699115066,,
AFG_UZB,,,0.2735849056603773,,,0.22324510932105868,0.2230088495575221,,
AFG_VCT,,,0.3584905660377359,,,0.29459148446490213,0.29380530973451324,,
AFG_VEN,,0.3313953488372093,0.2688679245283019,0.27536231884057977,,0.3095512082853854,0.3097345132743363,,
AFG_VNM,,0.24767441860465111,0.19339622641509432,0.21014492753623193,,0.3279631760644417,0.32743362831858414,,
AFG_VUT,,,,,,0.21634062140391241,0.21592920353982314,,
AFG_WSM,,0.47441860465116287,0.32547169811320753,0.47101449275362317,,0.25201380897583414,0.25132743362831866,,
AFG_YEM,,0.04534883720930233,0.12735849056603762,0.07971014492753623,,0.10126582278481,0.10088495575221246,,
AFG_ZAF,,0.5127906976744188,0.3820754716981132,0.46376811594202905,,0.09896432681242795,0.09911504424778772,,
AFG_ZMB,,0.29069767441860467,0.1981132075471698,0.2898550724637682,,0.18872266973532809,0.18938053097345137,,
AFG_ZWE,,0.31046511627906975,0.23113207547169815,0.2826086956521739,,0.10701956271576535,0.10619469026548667,,
AGO_ALB,,,0.3066037735849057,,,0.5040276179516685,0.5026548672566372,0.015191142678086484,0.09367945823927759
AGO_AND,,,0.3160377358490567,,0.04181184668989549,0.5937859608745684,0.592920353982301,0.3249216628368498,0.47968397291196396
AGO_ARE,,,0.349056603773585,,0.1637630662020906,0.5155350978135786,0.5150442477876107,0.8429245874242741,0.5812641083521445
AGO_ARG,,,0.4575471698113208,,0.2317073170731707,0.5097813578826236,0.5097345132743364,0.1062293712137038,0.30925507900677207
AGO_ARM,,,0.29716981132075476,,0.05574912891986064,0.4522439585730725,0.45132743362831873,0.0009692918320451244,0.006772009029345383
AGO_ATG,,,,,0.027874564459930307,0.5051783659378597,0.5044247787610623,0.12116983496970962,0.32844243792325045
AGO_AUS,,,0.7594339622641509,,0.19163763066202086,0.6087456846950516,0.608849557522124,0.23957384583246294,0.43115124153498874
AGO_AUT,,,0.5141509433962265,,0.2648083623693379,0.5845799769850404,0.5840707964601772,0.27227908919991645,0.4514672686230249
AGO_AZE,,,0.2641509433962264,,0.04355400696864106,0.3808975834292289,0.3805309734513276,0.009108000835596406,0.06207674943566599
AGO_BDI,,,0.018867924528301924,,,0.10241657077100114,0.10265486725663725,0.01431376645080426,0.2020316027088036
AGO_BEL,,,0.6415094339622642,,0.10975609756097562,0.5822784810126582,0.5823008849557523,0.2723041570921245,0.4514672686230249
AGO_BEN,,,0.09433962264150945,,0.04006968641114983,0.19102416570771008,0.18938053097345137,0.007712554836014204,0.08013544018058694
AGO_BFA,,,0.0424528301886792,,0.022648083623693388,0.09436133486766402,0.09380530973451334,0.012299979110089825,0.15462753950338604
AGO_BGD,,,0.1320754716981133,,0.006968641114982549,0.3360184119677791,0.3345132743362832,0.00770419887194485,0.08013544018058694
AGO_BGR,,,0.4056603773584906,,0.022648083623693388,0.47180667433831996,0.47079646017699117,0.048539795278880304,0.20541760722347635
AGO_BHR,,,0.44339622641509435,,,0.5212888377445339,0.520353982300885,0.32552329224984333,0.47968397291196396
AGO_BHS,,,0.3679245283018869,,0.17595818815331007,0.4833141542002302,0.4814159292035398,0.15940672655107582,0.36907449209932286
AGO_BIH,,,,,,0.5063291139240507,0.5061946902654868,0.018683935659076664,0.10948081264108367
AGO_BLR,,,0.41509433962264153,,,0.41196777905638665,0.41061946902654867,0.03207854606225194,0.15914221218961622
AGO_BLZ,,,0.349056603773585,,0.022648083623693388,0.432681242807825,0.43185840707964607,0.028101107165239187,0.14559819413092556
AGO_BOL,,,0.3726415094339623,,,0.25891829689298046,0.2584070796460177,0.014773344474618765,0.09142212189616261
AGO_BRA,,,0.4528301886792453,,0.04878048780487805,0.429228998849252,0.4283185840707965,0.0737915186964696,0.25846501128668187
AGO_BRB,,,0.4528301886792453,,0.1550522648083623,0.5040276179516685,0.5044247787610623,0.09439732609149784,0.29232505643340867
AGO_BRN,,,0.41981132075471705,,,0.5339470655926353,0.5345132743362832,0.677760601629413,0.5812641083521445
AGO_BTN,,,0.12735849056603776,,0.13066202090592335,0.24510932105868816,0.2442477876106196,0.0028577397117192406,0.021444695259593693
AGO_BWA,,,0.32547169811320764,,0.01742160278745647,0.13924050632911394,0.13805309734513288,0.058650511802799246,0.22911963882618502
AGO_CAF,,,0.03773584905660386,,0.10452961672473868,0.013808975834292248,0.014159292035398285,0.013620221433047837,0.18397291196388263
AGO_CAN,,,0.5849056603773586,,0.20383275261324038,0.6041426927502878,0.6035398230088496,0.2504198871944851,0.4379232505643341
AGO_CHE,,,0.5047169811320755,,0.1881533101045296,0.6144994246260069,0.6141592920353981,0.39037392939210364,0.5090293453724605
AGO_CHL,,,0.4103773584905661,,0.04006968641114983,0.5592635212888377,0.5592920353982302,0.09017756423647379,0.2855530474040632
AGO_CHN,,,0.24056603773584911,,,0.46720368239355564,0.46548672566371696,0.00430332149571757,0.03160270880361177
AGO_CIV,,,0.11320754716981139,,0.026132404181184676,0.06444188722669736,0.06371681415929209,0.003242114058909548,0.024830699774266385
AGO_CMR,,,0.14622641509433965,,0.06794425087108015,0.09205983889528196,0.09026548672566376,0.0009860037601838317,0.009029345372460418
AGO_COD,,,0.12735849056603776,,,0.08285385500575371,0.08318584070796464,0.015107583037392937,0.22460496613995476
AGO_COG,,,0.28301886792452835,,,0.13808975834292297,0.13805309734513288,0.01560894088155421,0.09593679458239279
AGO_COL,,,0.32075471698113217,,0.005226480836236946,0.4556962025316455,0.4548672566371681,0.050152496344265704,0.20993227990970642
AGO_COM,,,0.18867924528301888,,0.1637630662020906,0.2612197928653625,0.2619469026548673,0.008957593482348028,0.09706546275395034
AGO_CPV,,,,,0.027874564459930307,0.4142692750287687,0.41415929203539825,0.0068686024650094005,0.04853273137697517
AGO_CRI,,,0.3349056603773586,,0.10975609756097562,0.5765247410817029,0.5752212389380533,0.05491539586379779,0.22009029345372466
AGO_CUB,,,0.3632075471698114,,0.2317073170731707,0.5592635212888377,0.5592920353982302,0.009734698140797995,0.06546275395033846
AGO_CYP,,,0.40094339622641506,,0.07142857142857144,0.5880322209436133,0.5876106194690265,0.19577188218090663,0.399548532731377
AGO_CZE,,,0.4339622641509435,,0.07665505226480834,0.5247410817031071,0.5238938053097346,0.14428243158554419,0.3532731376975169
AGO_DEU,,,0.5566037735849058,,0.27874564459930307,0.5799769850402763,0.5805309734513275,0.26604554000417796,0.44808126410835214
AGO_DJI,,,0.05660377358490563,,,0.2243958573072497,0.2230088495575222,0.004228117819093378,0.03950338600451464
AGO_DMA,,,0.3679245283018869,,0.0017421602787456303,0.566168009205984,0.5646017699115045,0.0390641320242323,0.18058690744921002
AGO_DNK,,,0.5424528301886793,,0.40940766550522645,0.5604142692750287,0.5592920353982302,0.30253603509504906,0.4683972911963883
AGO_DOM,,,0.3726415094339623,,0.00871080139372818,0.45454545454545453,0.45309734513274347,0.03623981616879046,0.17268623024830698
AGO_DZA,,,0.2924528301886794,,0.10975609756097562,0.43498273878020716,0.4336283185840709,0.05486526007938165,0.22009029345372466
AGO_ECU,,,0.3820754716981132,,0.1010452961672474,0.4879171461449943,0.488495575221239,0.042857739711719245,0.19074492099322804
AGO_EGY,,,0.3113207547169812,,0.13066202090592335,0.41311852704257784,0.4123893805309735,0.03613954459995822,0.17155756207674944
AGO_ERI,,,0.01886792452830184,,0.20034843205574912,0.16225546605293445,0.16106194690265485,0.005473156465427198,0.053047404063205406
AGO_ESP,,,0.5424528301886793,,0.18118466898954697,0.6064441887226697,0.6053097345132744,0.1991644035930646,0.4029345372460498
AGO_EST,,,0.4528301886792453,,0.024390243902439046,0.43958573072497126,0.43893805309734524,0.09778149153958639,0.29683972911963885
AGO_ETH,,,0.0424528301886792,,,0.10586881472957427,0.10442477876106199,0.015391685815750991,0.23363431151241526
AGO_FIN,,,0.599056603773585,,0.4181184668989547,0.5776754890678941,0.576991150442478,0.2276833089617715,0.4232505643340858
AGO_FJI,,,0.41509433962264153,,0.06445993031358885,0.4004602991944764,0.4,0.030866931272195534,0.15575620767494358
AGO_FRA,,,0.5471698113207547,,0.008710801393728262,0.5983889528193327,0.5982300884955754,0.24909964487152708,0.4379232505643341
AGO_FSM,,,,,0.1637630662020906,0.4004602991944764,0.4,0.003242114058909548,0.024830699774266385
