Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,0.061007957559681775,0.06162790697674414,0.018867924528301883,0.14492753623188415,0.11967779056386657,0.12035398230088484,0.016920827240442866,0.17832957110609476
AFG_ALB,0.4058355437665784,0.38837209302325587,0.1981132075471699,0.4782608695652174,0.3107019562715765,0.3097345132743363,0.04939210361395446,0.31602708803611734
AFG_AND,0.5795755968169761,0.4290697674418605,0.19339622641509444,0.5579710144927535,0.3993095512082854,0.3982300884955752,0.4030081470649677,0.6489841986455982
AFG_ARE,0.5702917771883289,0.4244186046511628,0.26415094339622647,0.4565217391304347,0.3141542002301495,0.313274336283186,0.8081387090035513,0.7200902934537246
AFG_ARG,0.5198938992042441,0.569767441860465,0.4481132075471699,0.5,0.30379746835443044,0.30265486725663737,0.09577606016294131,0.41534988713318277
AFG_ARM,0.3832891246684351,0.4546511627906978,0.19339622641509444,0.6086956521739131,0.26697353279631764,0.2654867256637169,0.02720701900981826,0.23476297968397286
AFG_ATG,,,,0.4782608695652174,0.29919447640966623,0.2991150442477878,0.1396699394192605,0.47516930022573345
AFG_AUS,0.6909814323607428,0.7232558139534884,0.6556603773584905,0.6811594202898551,0.41081703107019574,0.4106194690265488,0.29425527470231877,0.5959367945823928
AFG_AUT,0.6087533156498676,0.5313953488372094,0.37264150943396224,0.5217391304347826,0.38665132336018415,0.3858407079646017,0.3226906204303322,0.6117381489841986
AFG_AZE,0.37533156498673736,0.4523255813953489,0.1981132075471699,0.5942028985507246,0.18642117376294587,0.18584070796460184,0.03810319615625654,0.27990970654627534
AFG_BDI,0.08885941644562326,0.06627906976744186,0.07547169811320753,0.021739130434782594,0.08975834292289986,0.09026548672566354,0.0032003342385627746,0.07336343115124161
AFG_BEL,0.6618037135278516,0.6686046511627908,0.5566037735849056,0.5797101449275363,0.376294591484465,0.37522123893805315,0.314317944432839,0.6072234762979684
AFG_BEN,0.05702917771883295,0.05813953488372098,0.07075471698113214,0.02173913043478265,0.013808975834292303,0.015929203539822967,0.005180697722999788,0.07674943566591419
AFG_BFA,0.10610079575596812,0.13953488372093026,0.13679245283018865,0.07971014492753624,0.09321058688147288,0.09380530973451312,0.0006851890536870662,0.01241534988713311
AFG_BGD,0.14190981432360758,0.11511627906976735,0.05660377358490573,0.14492753623188415,0.17261219792865357,0.1716814159292036,0.00627532901608523,0.08916478555304735
AFG_BGR,0.4708222811671088,0.5046511627906978,0.30660377358490576,0.5579710144927535,0.26582278481012656,0.26371681415929216,0.08191351577188219,0.3916478555304741
AFG_BHR,0.5437665782493368,0.4360465116279069,0.30188679245283023,0.4347826086956522,0.3141542002301495,0.313274336283186,0.3404971798621266,0.6207674943566591
AFG_BHS,0.5291777188328913,0.5058139534883721,0.25943396226415105,0.6159420289855073,0.283084004602992,0.2831858407079648,0.18886985585961977,0.5237020316027087
AFG_BIH,0.4045092838196287,0.36162790697674435,0.25943396226415105,0.34782608695652184,0.3141542002301495,0.313274336283186,0.05737204930018801,0.3374717832957109
AFG_BLR,0.42705570291777195,0.49418604651162795,0.3443396226415094,0.48550724637681153,0.18757192174913684,0.18584070796460184,0.06742427407562147,0.36230248306997725
AFG_BLZ,0.4098143236074272,0.4860465116279071,0.268867924528302,0.5652173913043477,0.20138089758342914,0.20000000000000007,0.04942552747023188,0.31602708803611734
AFG_BOL,0.31564986737400536,0.43372093023255825,0.3679245283018868,0.34057971014492755,0.09090909090909094,0.09026548672566381,0.026964696051806975,0.2336343115124152
AFG_BRA,0.4137931034482759,0.37674418604651166,0.339622641509434,0.2753623188405798,0.24856156501726123,0.24778761061946908,0.08490495090871111,0.39729119638826194
AFG_BRB,0.49867374005305054,0.5034883720930234,0.3584905660377359,0.48550724637681153,0.29344073647871105,0.2920353982300886,0.10954668894923753,0.4367945823927766
AFG_BRN,0.590185676392573,0.45348837209302323,0.32547169811320753,0.4347826086956522,0.33026467203682386,0.3292035398230091,0.7046417380405264,0.7200902934537246
AFG_BTN,,,0.0943396226415095,,0.10817031070195626,0.10619469026548678,0.02511802799247963,0.22460496613995484
AFG_BWA,0.25464190981432366,0.3779069767441861,0.23584905660377367,0.4057971014492754,0.13233601841196785,0.13274336283185834,0.07556298307917277,0.37923250564334077
AFG_CAF,0.09549071618037128,0.010465116279069792,0.05188679245283015,0.050724637681159396,0.23705408515535098,0.23893805309734512,0.0025569250052224777,0.05530474040632058
AFG_CAN,0.6618037135278516,0.6499999999999999,0.42452830188679247,0.6739130434782609,0.3993095512082854,0.3982300884955752,0.3074326300396909,0.6038374717832957
AFG_CHE,0.6803713527851458,0.6302325581395349,0.3915094339622641,0.6811594202898551,0.41426927502876854,0.4123893805309735,0.43891372467098394,0.662528216704289
AFG_CHL,0.5185676392572945,0.4965116279069767,0.3349056603773586,0.5072463768115942,0.35788262370540846,0.35752212389380544,0.11244620848130352,0.4401805869074492
AFG_CHN,0.3183023872679046,0.2755813953488372,0.16037735849056603,0.3115942028985507,0.283084004602992,0.2831858407079648,0.030031334865260082,0.24717832957110597
AFG_CIV,0.025198938992042536,0.05813953488372098,0.023584905660377353,0.07971014492753623,0.18411967779056393,0.18407079646017693,0.012450386463338209,0.14559819413092545
AFG_CMR,0.09946949602122016,0.14883720930232552,0.06603773584905662,0.1956521739130434,0.09896432681242812,0.09911504424778755,0.012918320451222064,0.15011286681715574
AFG_COD,0.04509283819628643,0.0720930232558139,0.023584905660377353,0.10869565217391303,0.08975834292289986,0.09203539823008833,0.004595780238144977,0.11851015801354406
AFG_COG,0.15251989389920437,0.20232558139534884,0.11320754716981138,0.23913043478260876,0.08055235903337171,0.08141592920353963,0.022845205765615204,0.21331828442437922
AFG_COL,0.3633952254641911,0.30465116279069754,0.21226415094339632,0.29710144927536236,0.25776754890678943,0.256637168141593,0.06075621474827658,0.3465011286681715
AFG_COM,,,0.12735849056603774,,0.04372842347525885,0.0424778761061948,0.0030749947775224554,0.049661399548532714
AFG_CPV,0.2732095490716181,0.21279069767441855,0.22641509433962267,0.11594202898550726,0.24856156501726123,0.24778761061946908,0.027591393357008564,0.23702031602708806
AFG_CRI,0.4482758620689655,0.38837209302325587,0.2547169811320754,0.39855072463768126,0.3647871116225546,0.3646017699115046,0.07436808021725506,0.3769751693002257
AFG_CUB,0.4257294429708225,0.4906976744186046,0.30188679245283023,0.5362318840579711,0.3567318757192175,0.3557522123893808,0.027424274075621476,0.23589164785553052
AFG_CYP,0.5848806366047747,0.5197674418604652,0.3113207547169812,0.5797101449275363,0.3739930955120828,0.3734513274336285,0.2503613954459996,0.5699774266365688
AFG_CZE,0.5822281167108755,0.6058139534883722,0.3820754716981133,0.6521739130434783,0.32681242807825084,0.3256637168141595,0.1771547942343848,0.5135440180586908
