Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,,,0.004716981132075471,,0.17491369390103573,0.1734513274336283,,
AFG_ALB,,0.43488372093023264,0.2924528301886793,0.4347826086956523,0.3440736478711162,0.3451327433628319,,
AFG_AND,,,0.32547169811320764,,0.4361334867663981,0.43716814159292045,,
AFG_ARE,,0.4255813953488372,0.33962264150943405,0.3623188405797102,0.35558112773302647,0.3575221238938054,,
AFG_ARG,,0.5476744186046513,0.4339622641509434,0.463768115942029,0.3532796317606443,0.3539823008849558,,
AFG_ARM,,0.5441860465116279,0.3066037735849057,0.6231884057971014,0.28308400460299193,0.28318584070796465,,
AFG_ATG,,,,,0.34752589182968924,0.3486725663716815,,
AFG_AUS,,0.822093023255814,0.6320754716981133,0.7246376811594203,0.4510932105868815,0.4513274336283187,,
AFG_AUT,,0.6244186046511628,0.5141509433962265,0.5072463768115942,0.4246260069044879,0.4265486725663717,,
AFG_AZE,,,0.2924528301886793,,0.2197928653624857,0.2212389380530974,,
AFG_BDI,,0.015116279069767438,0.033018867924528295,0.0144927536231884,0.07594936708860761,0.07433628318584073,,
AFG_BEL,,0.7244186046511628,0.6132075471698113,0.5724637681159419,0.4269275028768699,0.42831858407079654,,
AFG_BEN,,0.06976744186046512,0.08962264150943396,0.014492753623188415,0.04602991944764101,0.04778761061946907,,
AFG_BFA,,,0.04716981132075471,,0.05638665132336018,0.05486725663716813,,
AFG_BGD,,0.1348837209302325,0.11792452830188678,0.10144927536231892,0.15189873417721517,0.152212389380531,,
AFG_BGR,,0.5430232558139535,0.37264150943396235,0.536231884057971,0.3256616800920598,0.3274336283185841,,
AFG_BHR,,0.5127906976744186,0.4575471698113208,0.3695652173913045,0.36593785960874575,0.3663716814159293,,
AFG_BHS,,,0.37264150943396235,,0.3302646720368238,0.3309734513274338,,
AFG_BIH,,,,,0.32796317606444175,0.3292035398230088,,
AFG_BLR,,,0.4009433962264151,,0.28653624856156495,0.28672566371681424,,
