Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,,,0.0047169811320754845,,0.17031070195627174,0.1716814159292036,,
AFG_ALB,,0.4499999999999999,0.3113207547169811,0.44202898550724645,0.35212888377445317,0.35221238938053107,,
AFG_AND,,,0.33962264150943405,,0.4430379746835442,0.44247787610619466,,
AFG_ARE,,0.4232558139534884,0.3443396226415095,0.3478260869565218,0.3613348676639814,0.361061946902655,,
AFG_ARG,,0.5581395348837209,0.4481132075471698,0.46376811594202905,0.35903337169159943,0.35929203539823,,
AFG_ARM,,0.5651162790697675,0.33962264150943405,0.6231884057971016,0.28768699654775587,0.2867256637168141,,
AFG_ATG,,,,,0.35443037974683533,0.3539823008849557,,
AFG_AUS,,0.836046511627907,0.6462264150943396,0.7318840579710145,0.4568469505178365,0.4566371681415929,,
AFG_AUT,,0.6255813953488373,0.5094339622641509,0.5144927536231885,0.4303797468354429,0.43008849557522116,,
AFG_AZE,,,0.3207547169811321,,0.2266973532796317,0.22654867256637162,,
AFG_BDI,,0.029069767441860475,0.051886792452830205,0.014492753623188415,0.07249712313003465,0.072566371681416,,
AFG_BEL,,0.7267441860465116,0.6132075471698114,0.572463768115942,0.43383199079401613,0.43362831858407075,,
AFG_BEN,,0.07674418604651166,0.09905660377358493,0.014492753623188415,0.05408515535097802,0.05309734513274328,,
AFG_BFA,,,0.037735849056603786,,0.046029919447641066,0.04601769911504433,,
AFG_BGD,,0.13953488372093026,0.12264150943396225,0.10144927536231883,0.14959723820483306,0.1486725663716813,,
AFG_BGR,,0.5569767441860465,0.39150943396226423,0.536231884057971,0.33716915995397,0.3362831858407079,,
AFG_BHR,,0.5151162790697674,0.4669811320754717,0.36231884057971014,0.37169159953970066,0.3716814159292035,,
AFG_BHS,,,0.39150943396226423,,0.33947065592635206,0.3380530973451326,,
AFG_BIH,,,,,0.33141542002301483,0.33097345132743367,,
AFG_BLR,,,0.41509433962264153,,0.3049482163406213,0.30442477876106194,,
AFG_BLZ,,0.5162790697674419,0.35377358490566047,0.5144927536231885,0.3245109321058687,0.3238938053097344,,
AFG_BOL,,0.4639534883720931,0.38679245283018876,0.3695652173913044,0.08400460299194457,0.08318584070796459,,
AFG_BRA,,0.39883720930232563,0.43396226415094347,0.18840579710144928,0.2589182968929804,0.25840707964601756,,
AFG_BRB,,0.569767441860465,0.45283018867924535,0.48550724637681164,0.3555811277330263,0.35575221238938043,,
AFG_BRN,,0.5313953488372093,0.42924528301886794,0.44202898550724645,0.3831990794016109,0.384070796460177,,
AFG_BTN,,,0.11320754716981134,,0.056386651323360126,0.05486725663716807,,
AFG_BWA,,0.3918604651162791,0.31603773584905676,0.32608695652173925,0.1196777905638664,0.11858407079646022,,
AFG_CAF,,0.04651162790697676,0.033018867924528295,0.04347826086956523,0.08170310701956279,0.08141592920353996,,
AFG_CAN,,0.7662790697674419,0.6226415094339623,0.6376811594202898,0.4568469505178365,0.4566371681415929,,
