Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,,,0.04716981132075469,,0.16340621403912547,0.16460176991150438,,
AFG_ALB,,0.42674418604651154,0.25943396226415094,0.47101449275362317,0.3325661680092061,0.3309734513274337,,
AFG_AND,,,0.26415094339622647,,0.42117376294591474,0.4194690265486727,,
AFG_ARE,,0.43255813953488376,0.30660377358490565,0.42028985507246386,0.3417721518987343,0.33982300884955763,,
AFG_ARG,,0.5441860465116279,0.41509433962264153,0.4927536231884059,0.3360184119677791,0.3345132743362833,,
AFG_ARM,,0.5232558139534883,0.27830188679245293,0.6304347826086956,0.2830840046029918,0.28141592920353997,,
AFG_ATG,,,,,0.330264672036824,0.3292035398230089,,
AFG_AUS,,0.7930232558139536,0.7028301886792453,0.7101449275362319,0.43498273878020705,0.4336283185840709,,
AFG_AUT,,0.608139534883721,0.4952830188679245,0.5072463768115942,0.4108170310701957,0.4106194690265488,,
AFG_AZE,,0.4790697674418606,0.2216981132075472,0.6159420289855072,0.20828538550057535,0.20707964601769924,,
AFG_BDI,,0.03488372093023259,0.033018867924528295,0.021739130434782622,0.06559263521288838,0.06548672566371677,,
AFG_BEL,,0.7139534883720932,0.5990566037735848,0.572463768115942,0.40736478711162255,0.4070796460176992,,
AFG_BEN,,0.04767441860465113,0.05188679245283018,0.028985507246376815,0.012658227848101333,0.0106194690265487,,
AFG_BFA,,,0.08962264150943397,,0.08055235903337171,0.0814159292035399,,
AFG_BGD,,0.1290697674418604,0.08962264150943397,0.13043478260869568,0.17031070195627146,0.16814159292035402,,
AFG_BGR,,0.5325581395348837,0.3584905660377359,0.5362318840579711,0.2945914844649021,0.29380530973451324,,
AFG_BHR,,0.48720930232558146,0.3820754716981133,0.4275362318840581,0.34637514384349827,0.34513274336283195,,
AFG_BHS,,,0.3160377358490567,,0.3084004602991944,0.30619469026548674,,
AFG_BIH,,,,,0.33831990794016115,0.33805309734513267,,
AFG_BLR,,0.5069767441860467,0.3584905660377359,0.4927536231884059,0.23014959723820477,0.22831858407079664,,
AFG_BLZ,,0.5023255813953489,0.30188679245283023,0.5579710144927535,0.24971231300345226,0.24955752212389382,,
AFG_BOL,,0.4430232558139535,0.34905660377358483,0.3840579710144928,0.09090909090909088,0.09026548672566381,,
AFG_BRA,,0.4023255813953488,0.4103773584905661,0.23188405797101458,0.2600690448791713,0.2584070796460176,,
AFG_BRB,,0.5197674418604652,0.3867924528301887,0.4782608695652174,0.32911392405063283,0.32743362831858414,,
AFG_BRN,,0.4918604651162791,0.37264150943396224,0.4492753623188406,0.36018411967779057,0.35929203539823007,,
AFG_BTN,,,0.05188679245283018,,0.08170310701956268,0.0814159292035399,,
AFG_BWA,,0.3965116279069767,0.2877358490566039,0.3840579710144928,0.06444188722669736,0.06548672566371677,,
AFG_CAF,,0.018604651162790642,0.009433962264150941,0.050724637681159465,0.17261219792865362,0.1734513274336283,,
AFG_CAN,,0.6906976744186046,0.5094339622641509,0.6376811594202899,0.4292289988492522,0.4283185840707965,,
AFG_CHE,,0.6546511627906977,0.46226415094339623,0.6376811594202899,0.4407364787111622,0.4389380530973451,,
AFG_CHL,,0.5046511627906979,0.3632075471698113,0.4782608695652174,0.3866513233601841,0.3858407079646018,,
AFG_CHN,,0.2930232558139535,0.19339622641509438,0.30434782608695665,0.2945914844649021,0.29380530973451324,,
AFG_CIV,,0.06976744186046513,0.05188679245283018,0.07246376811594206,0.12428078250863056,0.12566371681415933,,
AFG_CMR,,0.16976744186046508,0.10849056603773591,0.18840579710144928,0.08745684695051786,0.08849557522123891,,
AFG_COD,,0.09534883720930235,0.08018867924528308,0.07971014492753621,0.09205983889528191,0.09380530973451323,,
AFG_COG,,0.28255813953488373,0.22641509433962267,0.24637681159420294,0.048331415420023005,0.049557522123893805,,
AFG_COL,,0.36395348837209307,0.2877358490566039,0.3115942028985508,0.2830840046029918,0.28141592920353997,,
AFG_COM,,,0.13679245283018868,,0.08630609896432678,0.08495575221238938,,
AFG_CPV,,,,,0.2474108170310702,0.24601769911504467,,
AFG_CRI,,0.422093023255814,0.2924528301886793,0.42028985507246386,0.4016110471806675,0.4,,
AFG_CUB,,0.5046511627906979,0.3160377358490567,0.5434782608695652,0.3855005753739931,0.38407079646017717,,
AFG_CYP,,0.5325581395348837,0.34905660377358483,0.5579710144927535,0.41196777905638665,0.4106194690265488,,
AFG_CZE,,0.5627906976744188,0.3632075471698113,0.5869565217391304,0.35212888377445334,0.35044247787610616,,
