Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,[Socio-economic sustainability] Research and development expenditure (% of GDP)
AFG_MUS,,0.3872093023255814,0.3160377358490567,0.31159420289855083,0.2980437284234754,0.2991150442477878,,,
AFG_MWI,,0.22209302325581395,0.2735849056603774,0.06521739130434785,0.12428078250863067,0.12389380530973448,,,
AFG_MYS,,0.4244186046511629,0.2877358490566038,0.42753623188405804,0.32681242807825084,0.32743362831858414,,,
AFG_NAM,,0.3872093023255814,0.34905660377358494,0.26811594202898553,0.10356731875719216,0.10442477876106204,,,
AFG_NER,,0.10348837209302328,0.0990566037735849,0.07246376811594202,0.11047180667433837,0.10973451327433631,,,
AFG_NGA,,,0.1273584905660377,,0.13578826237054092,0.13451327433628318,,,
AFG_NIC,,0.2558139534883721,0.2122641509433963,0.2028985507246377,0.2543153049482163,0.25486725663716825,,,
AFG_NLD,,0.7348837209302327,0.580188679245283,0.6304347826086957,0.42692750287687,0.42654867256637163,,,
AFG_NOR,,0.7465116279069769,0.5283018867924528,0.7173913043478262,0.43268124280782505,0.4336283185840709,,,
AFG_NPL,,0.1395348837209303,0.18396226415094347,0.028985507246376815,0.10241657077100108,0.1026548672566372,,,
AFG_NRU,,,,,,,,,
AFG_NZL,,0.7767441860465117,0.5849056603773585,0.7028985507246377,0.4200230149597237,0.4194690265486727,,,
AFG_OMN,,,0.25000000000000006,,0.2957422324510932,0.2973451327433628,,,
AFG_PAK,,0.05465116279069765,0.023584905660377367,0.07246376811594206,0.14499424626006907,0.145132743362832,,,
AFG_PAN,,0.46046511627906983,0.3160377358490567,0.44927536231884063,0.36708860759493667,0.368141592920354,,,
AFG_PER,,0.46046511627906983,0.3584905660377358,0.3985507246376812,0.26582278481012656,0.2654867256637169,,,
AFG_PHL,,0.4174418604651162,0.30660377358490576,0.38405797101449285,0.22899884925201375,0.23008849557522137,,,
AFG_PLW,,,,0.6594202898550725,0.21173762945914842,0.21238938053097356,,,
AFG_PNG,,0.0697674418604651,0.03773584905660381,0.07971014492753627,0.12658227848101267,0.12743362831858418,,,
AFG_POL,,0.6197674418604652,0.41037735849056617,0.6304347826086957,0.33026467203682386,0.3309734513274337,,,
AFG_PRK,,,,,0.21173762945914842,0.21238938053097356,,,
AFG_PRT,,0.5279069767441862,0.5094339622641509,0.33333333333333337,0.39125431530494814,0.3911504424778761,,,
AFG_PRY,,0.34651162790697676,0.26886792452830205,0.30434782608695654,0.2761795166858456,0.2761061946902654,,,
AFG_PSE,,,0.2641509433962264,,0.28998849252013803,0.2902654867256639,,,
AFG_QAT,,0.4627906976744186,0.4245283018867925,0.31884057971014496,0.3947065592635214,0.3946902654867257,,,
AFG_ROU,,0.5023255813953489,0.29245283018867935,0.5579710144927537,0.28423475258918296,0.28495575221238933,,,
AFG_RUS,,0.5627906976744187,0.3443396226415095,0.6086956521739132,0.2174913693901035,0.21769911504424777,,,
AFG_RWA,,0.06279069767441861,0.08018867924528301,0.007246376811594207,0.31185270425776757,0.31150442477876106,,,
AFG_SAU,,0.3941860465116279,0.32547169811320764,0.31884057971014496,0.3141542002301496,0.31504424778761064,,,
AFG_SDN,,0.018604651162790697,0.018867924528301896,0.014492753623188429,0.06214039125431525,0.06194690265486735,,,
AFG_SEN,,0.015116279069767452,0.014150943396226481,0.007246376811594207,0.06789413118527032,0.06725663716814156,,,
AFG_SGP,,0.4569767441860465,0.33962264150943405,0.41304347826086957,0.42462600690448793,0.424778761061947,,,
AFG_SLB,,,0.12264150943396228,,0.12313003452243954,0.1238938053097346,,,
AFG_SLE,,0.048837209302325546,0.06132075471698116,0.007246376811594207,0.31070195627157654,0.30973451327433627,,,
AFG_SLV,,0.2988372093023256,0.29245283018867935,0.18115942028985516,0.2497123130034522,0.24955752212389382,,,
AFG_SMR,,,,,,,,,
AFG_SOM,,,,,0.09666283084004601,0.09557522123893797,,,
AFG_SRB,,0.5395348837209304,0.38679245283018876,0.5072463768115942,0.3245109321058687,0.3256637168141595,,,
AFG_SSD,,,,,0.10817031070195626,0.10796460176991152,,,
AFG_STP,,0.21046511627906975,0.20283018867924535,0.13043478260869568,0.16340621403912525,0.16460176991150444,,,
AFG_SUR,,,0.3207547169811321,,0.25201380897583425,0.2530973451327434,,,
AFG_SVK,,0.608139534883721,0.3584905660377358,0.6739130434782609,0.3337169159953969,0.3345132743362834,,,
AFG_SVN,,0.6302325581395349,0.38679245283018876,0.6811594202898552,0.37629459148446487,0.3769911504424779,,,
AFG_SWE,,0.7337209302325581,0.5518867924528302,0.6594202898550725,0.4499424626006905,0.45132743362831873,,,
AFG_SWZ,,0.24883720930232558,0.23584905660377364,0.16666666666666669,0.02531645569620239,0.02477876106194693,,,
AFG_SYC,,,0.3443396226415095,,0.3095512082853855,0.3097345132743363,,,
AFG_SYR,,0.2697674418604652,0.24528301886792464,0.18840579710144922,0.33026467203682386,0.3309734513274337,,,
AFG_TCD,,,0.04245283018867922,,0.10701956271576529,0.10619469026548667,,,
AFG_TGO,,0.20116279069767437,0.19339622641509435,0.12318840579710151,0.014959723820483328,0.015929203539823023,,,
AFG_THA,,0.29767441860465116,0.24528301886792464,0.23913043478260876,0.2957422324510932,0.2955752212389382,,,
AFG_TJK,,0.516279069767442,0.259433962264151,0.6304347826086957,0.17836593785960864,0.17876106194690278,,,
AFG_TKM,,,,,0.16685845799769838,0.16814159292035402,,,
AFG_TLS,,,,,0.02531645569620239,0.026548672566371723,,,
AFG_TON,,0.5755813953488375,0.42924528301886794,0.5217391304347826,0.2968929804372842,0.2973451327433628,,,
AFG_TTO,,0.48139534883720947,0.3160377358490567,0.4927536231884057,0.26237054085155365,0.2637168141592925,,,
AFG_TUN,,0.3255813953488371,0.33962264150943405,0.17391304347826086,0.3245109321058687,0.3256637168141595,,,
AFG_TUR,,0.2848837209302325,0.24056603773584906,0.2246376811594203,0.24856156501726112,0.24955752212389382,,,
AFG_TUV,,,,,0.16915995397008043,0.16991150442477887,,,
AFG_TZA,,0.11162790697674421,0.03773584905660381,0.15942028985507245,0.06904487917146146,0.0690265486725663,,,
AFG_UGA,,0.12790697674418608,0.09433962264150948,0.11594202898550725,0.16110471806674337,0.16106194690265485,,,
AFG_UKR,,0.5744186046511629,0.3679245283018868,0.6014492753623187,0.2497123130034522,0.24955752212389382,,,
AFG_URY,,0.494186046511628,0.40566037735849064,0.40579710144927544,0.3601841196777906,0.36106194690265503,,,
AFG_USA,,0.7837209302325584,0.5283018867924528,0.782608695652174,0.4016110471806674,0.401769911504425,,,
AFG_UZB,,,0.2877358490566038,,0.22899884925201375,0.23008849557522137,,,
AFG_VCT,,,0.37264150943396235,,0.30264672036823936,0.30265486725663715,,,
AFG_VEN,,0.341860465116279,0.28301886792452835,0.27536231884057977,0.31185270425776757,0.313274336283186,,,
AFG_VNM,,0.2755813953488373,0.23584905660377364,0.21014492753623187,0.33141542002301494,0.3309734513274337,,,
AFG_VUT,,,,,0.21634062140391264,0.21769911504424777,,,
AFG_WSM,,0.48720930232558146,0.3443396226415095,0.463768115942029,0.2531645569620252,0.2530973451327434,,,
AFG_YEM,,0.05465116279069765,0.14150943396226412,0.07971014492753623,0.10586881472957421,0.10619469026548678,,,
AFG_ZAF,,0.5220930232558141,0.3962264150943397,0.463768115942029,0.12313003452243954,0.1238938053097346,,,
AFG_ZMB,,0.2988372093023256,0.20283018867924535,0.29710144927536236,0.18296892980437285,0.18230088495575214,,,
AFG_ZWE,,0.31744186046511624,0.24528301886792464,0.27536231884057977,0.07479861910241659,0.07433628318584073,,,
AGO_ALB,,,0.2971698113207549,,0.5097813578826237,0.5097345132743363,0.02154167537079591,0.13205417607223474,
AGO_AND,,,0.32075471698113217,,0.6006904487917147,0.5999999999999999,0.29817422185084597,0.4841986455981942,
AGO_ARE,,,0.34905660377358494,,0.5224395857307251,0.5221238938053098,0.8262210152496344,0.600451467268623,
AGO_ARG,,,0.4481132075471698,,0.5178365937859609,0.5168141592920357,0.10035512847294756,0.31715575620767505,
AGO_ARM,,,0.28301886792452835,,0.4545454545454546,0.4548672566371682,0.0015458533528305805,0.01354401805869071,
AGO_ATG,,,,,0.5120828538550058,0.5132743362831859,0.11845414664716941,0.34085778781038373,
AGO_AUS,,,0.7264150943396225,,0.6156501726121981,0.615929203539823,0.2342176728640067,0.445823927765237,
AGO_AUT,,,0.5141509433962265,,0.5903337169159955,0.5911504424778761,0.2699394192604972,0.46839729119638823,
AGO_AZE,,,0.27358490566037746,,0.38665132336018415,0.3876106194690264,0.009592646751618972,0.07110609480812641,
AGO_BDI,,,0.028301886792452824,,0.10241657077100119,0.10265486725663714,0.01214121579277209,0.18171557562076748,
AGO_BEL,,,0.6415094339622642,,0.5903337169159955,0.5911504424778761,0.2643743471903071,0.4650112866817156,
AGO_BEN,,,0.09433962264150945,,0.2025316455696204,0.20353982300884954,0.005974514309588468,0.06659142212189617,
AGO_BFA,,,0.042452830188679236,,0.10356731875719227,0.10442477876106193,0.010394819302276998,0.14108352144469527,
AGO_BGD,,,0.13207547169811318,,0.33486766398158796,0.3345132743362832,0.00586588677668686,0.06546275395033863,
AGO_BGR,,,0.40566037735849053,,0.4821634062140392,0.4814159292035399,0.05041153123041571,0.2246049661399549,
AGO_BHR,,,0.45283018867924535,,0.5293440736478712,0.5292035398230087,0.33967829538332983,0.5056433408577878,
AGO_BHS,,,0.3679245283018869,,0.4913693901035674,0.49203539823008846,0.26814288698558597,0.4672686230248307,
AGO_BIH,,,,,0.5063291139240508,0.5061946902654867,0.009534155003133489,0.07110609480812641,
AGO_BLR,,,0.4150943396226416,,0.42807825086306106,0.4283185840707965,0.02880300814706497,0.16027088036117382,
AGO_BLZ,,,0.34905660377358494,,0.4499424626006904,0.44955752212389366,0.030022978901190725,0.1647855530474041,
AGO_BOL,,,0.39150943396226423,,0.2600690448791715,0.26017699115044246,0.01601838312095258,0.10609480812641087,
AGO_BRA,,,0.4481132075471698,,0.43153049482163397,0.43185840707964596,0.07470231878002925,0.2753950338600452,
AGO_BRB,,,0.45283018867924535,,0.5120828538550058,0.5132743362831859,0.0911886358888657,0.3036117381489842,
AGO_BRN,,,0.419811320754717,,0.5420023014959724,0.5415929203539822,0.7074075621474828,0.600451467268623,
AGO_BTN,,,0.1226415094339623,,0.24280782508630627,0.24247787610619465,0.0034510131606434076,0.02934537246049662,
AGO_BWA,,,0.32075471698113217,,0.17836593785960886,0.1787610619469026,0.05466471694171715,0.2347629796839728,
AGO_CAF,,,0.03301886792452832,,0.03452243958573081,0.035398230088495575,0.011748485481512428,0.17155756207674938,
AGO_CAN,,,0.6084905660377358,,0.612197928653625,0.6123893805309735,0.24360142051389178,0.45146726862302483,
AGO_CHE,,,0.49528301886792453,,0.6214039125431533,0.6212389380530974,0.37751410068936697,0.5225733634311511,
AGO_CHL,,,0.40566037735849053,,0.566168009205984,0.5663716814159293,0.08592437852517235,0.2945823927765238,
AGO_CHN,,,0.24528301886792458,,0.4729574223245109,0.472566371681416,0.004520576561520787,0.03724604966139955,
AGO_CIV,,,0.11320754716981131,,0.08860759493670894,0.08849557522123896,0.0039941508251514525,0.032731376975169424,
AGO_CMR,,,0.15566037735849053,,0.10586881472957432,0.10619469026548672,0.0006851890536870714,0.0056433408577878375,
AGO_COD,,,0.1273584905660377,,0.09436133486766402,0.09380530973451323,0.012450386463338205,0.19074492099322796,
AGO_COG,,,0.2971698113207549,,0.15880322209436143,0.15929203539823017,0.014021307708376857,0.09593679458239274,
AGO_COL,,,0.30660377358490576,,0.46029919447640977,0.46194690265486726,0.051105076248172135,0.22573363431151233,
AGO_COM,,,0.19339622641509435,,0.27042577675489077,0.2707964601769911,0.0069521621057029425,0.08013544018058688,
AGO_CPV,,,,,0.4154200230149597,0.4159292035398231,0.007628995195320662,0.05869074492099324,
AGO_CRI,,,0.3349056603773586,,0.5845799769850404,0.5858407079646017,0.05484019218717359,0.2347629796839728,
AGO_CUB,,,0.3679245283018869,,0.566168009205984,0.5663716814159293,0.011163567996657617,0.08013544018058694,
AGO_CYP,,,0.40566037735849053,,0.5972382048331416,0.5982300884955752,0.19705870064758715,0.4187358916478556,
AGO_CZE,,,0.42924528301886794,,0.5304948216340621,0.5309734513274337,0.1471819511176102,0.3735891647855531,
AGO_DEU,,,0.5566037735849056,,0.5868814729574224,0.5876106194690267,0.2639816168790474,0.4650112866817156,
AGO_DJI,,,0.05660377358490567,,0.23590333716916,0.23539823008849559,0.0023730937956966767,0.023702031602708784,
AGO_DMA,,,0.3679245283018869,,0.5765247410817032,0.5769911504424778,0.03878002924587425,0.19300225733634319,
AGO_DNK,,,0.5377358490566038,,0.5684695051783661,0.5681415929203539,0.29615207854606224,0.48306997742663643,
AGO_DOM,,,0.37735849056603776,,0.4626006904487918,0.46194690265486726,0.03552955922289534,0.18284424379232506,
AGO_DZA,,,0.28301886792452835,,0.43843498273878023,0.4389380530973451,0.05675370795905578,0.2392776523702032,
AGO_ECU,,,0.38207547169811323,,0.49367088607594944,0.4938053097345132,0.04339252141215793,0.2054176072234763,
AGO_EGY,,,0.3113207547169812,,0.4165707710011508,0.4176991150442477,0.0361061207436808,0.1839729119638826,
AGO_ERI,,,0.009433962264150941,,0.16340621403912553,0.16283185840707948,0.004328389387925631,0.04514672686230248,
AGO_ESP,,,0.5471698113207547,,0.613348676639816,0.6141592920353983,0.1942594526843535,0.4164785553047405,
AGO_EST,,,0.43396226415094347,,0.4453394706559264,0.4460176991150443,0.09006058073950281,0.3013544018058691,
AGO_ETH,,,0.051886792452830184,,0.10817031070195637,0.10796460176991146,,,
AGO_FIN,,,0.589622641509434,,0.5845799769850404,0.584070796460177,0.21398788385209944,0.4311512415349887,
AGO_FJI,,,0.419811320754717,,0.4085155350978136,0.4088495575221238,0.034978065594317945,0.18058690744920997,
AGO_FRA,,,0.5566037735849056,,0.6064441887226698,0.6070796460176991,0.24512220597451428,0.4525959367945825,
AGO_FSM,,,,,0.40966628308400466,0.4106194690265488,0.007854606225193232,0.059819413092550844,
AGO_GAB,,,0.38207547169811323,,0.29459148446490224,0.295575221238938,0.14390641320242323,0.37020316027088024,
AGO_GBR,,,0.5235849056603773,,0.5868814729574224,0.5876106194690267,0.2254856904115312,0.44018058690744916,
AGO_GEO,,,0.32547169811320764,,0.4775604142692751,0.47787610619469034,0.0028995195320660125,0.024830699774266385,
