Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,0.058355437665782495,0.039534883720930336,0.05188679245283026,0.13768115942028994,0.11047180667433826,0.1097345132743362,0.018266137455608945,0.19074492099322798
AFG_ALB,0.3925729442970824,0.35348837209302336,0.14150943396226418,0.4782608695652173,0.30379746835443044,0.30265486725663737,0.053093795696678506,0.3318284424379231
AFG_AND,0.5676392572944298,0.4034883720930234,0.1367924528301887,0.5797101449275361,0.39125431530494836,0.3911504424778761,0.41699603091706705,0.660270880361174
AFG_ARE,0.557029177718833,0.39883720930232563,0.22169811320754707,0.46376811594202894,0.3060989643268126,0.30619469026548696,0.815107583037393,0.7257336343115124
AFG_ARG,0.5066312997347482,0.5325581395348837,0.39622641509433965,0.48550724637681153,0.2957422324510932,0.2955752212389381,0.10483392521412156,0.4345372460496615
AFG_ARM,0.37400530503978796,0.4209302325581396,0.14150943396226418,0.6014492753623188,0.2589182968929804,0.25840707964601783,0.03139335700856487,0.2573363431151241
AFG_ATG,,,,0.4782608695652173,0.2911392405063291,0.2920353982300887,0.14689784833925212,0.4887133182844243
AFG_AUS,0.6750663129973475,0.6860465116279071,0.5849056603773585,0.6739130434782609,0.4039125431530496,0.4035398230088497,0.3027783580530604,0.6060948081264108
AFG_AUT,0.5981432360742707,0.5093023255813953,0.33018867924528306,0.5289855072463768,0.379746835443038,0.37876106194690273,0.33033632755379155,0.6207674943566591
AFG_AZE,0.3660477453580903,0.4232558139534884,0.1556603773584906,0.5869565217391304,0.18296892980437285,0.18230088495575236,0.041387090035512844,0.2957110609480812
AFG_BDI,0.09814323607427053,0.08604651162790694,0.10849056603773591,0.021739130434782594,0.0966628308400459,0.09734513274336276,0.002866095675788595,0.0665914221218962
AFG_BEL,0.6458885941644563,0.6360465116279073,0.49528301886792436,0.5797101449275361,0.3693901035673186,0.3681415929203541,0.32313348652600793,0.6173814898419865
AFG_BEN,0.04774535809018565,0.03604651162790695,0.03773584905660371,0.014492753623188442,0.017261219792865323,0.017699115044247704,0.005673699603091706,0.08465011286681723
AFG_BFA,0.11405835543766576,0.16279069767441856,0.16981132075471705,0.08695652173913045,0.09321058688147293,0.09380530973451306,0.0011113432212241474,0.020316027088036093
AFG_BGD,0.13129973474801088,0.08837209302325577,0.014150943396226356,0.144927536231884,0.16915995397008055,0.16991150442477887,0.007161061207436805,0.10045146726862292
AFG_BGR,0.46021220159151194,0.47674418604651175,0.26415094339622636,0.5507246376811593,0.25776754890678955,0.25840707964601783,0.08838938792563192,0.4085778781038375
AFG_BHR,0.5225464190981433,0.39418604651162786,0.24056603773584906,0.427536231884058,0.3060989643268126,0.30619469026548696,0.34243576352621685,0.6275395033860044
AFG_BHS,0.5119363395225465,0.472093023255814,0.21226415094339618,0.6086956521739131,0.2773302646720369,0.27610619469026565,0.19011489450595362,0.5304740406320543
AFG_BIH,0.3925729442970824,0.3348837209302326,0.2169811320754717,0.34782608695652173,0.3049482163406214,0.304424778761062,0.060931689993733024,0.35214446952595935
AFG_BLR,0.42042440318302393,0.4697674418604651,0.30660377358490565,0.48550724637681153,0.17951668584579994,0.18053097345132751,0.07703363275537915,0.3871331828442437
AFG_BLZ,0.3952254641909814,0.46162790697674433,0.23113207547169812,0.5652173913043479,0.19332566168009202,0.192920353982301,0.04973469814079799,0.3216704288939052
AFG_BOL,0.297082228116711,0.3895348837209303,0.30660377358490565,0.33333333333333337,0.08975834292289986,0.09026548672566381,0.027817004386881134,0.24153498871331835
AFG_BRA,0.3978779840848807,0.3383720930232558,0.2783018867924528,0.2681159420289856,0.24395857307249724,0.24424778761061972,0.0898433256736996,0.4108352144469526
AFG_BRB,0.4827586206896552,0.4755813953488372,0.3160377358490566,0.48550724637681153,0.28538550057537404,0.28495575221238956,0.11064132024232297,0.44356659142212185
AFG_BRN,0.5782493368700268,0.43139534883720926,0.2924528301886792,0.427536231884058,0.32220943613348685,0.3221238938053098,0.6962857739711719,0.7257336343115124
AFG_BTN,,,0.06132075471698112,,0.11047180667433842,0.10973451327433636,0.026446626279506998,0.23589164785553052
AFG_BWA,0.24668435013262596,0.34767441860465126,0.18867924528301888,0.4057971014492754,0.12543153049482159,0.12566371681415917,0.07575517025276791,0.3848758465011286
AFG_CAF,0.11007957559681694,0.03837209302325584,0.09433962264150947,0.05072463768115948,0.2451093210586881,0.24424778761061938,0.0022728222268644247,0.04966139954853274
AFG_CAN,0.6485411140583557,0.6244186046511631,0.37264150943396224,0.6884057971014492,0.39125431530494836,0.3911504424778761,0.3151117610194276,0.6128668171557562
AFG_CHE,0.6671087533156499,0.6011627906976746,0.3443396226415094,0.6811594202898551,0.40736478711162283,0.4070796460176993,0.44678504282431586,0.6715575620767494
AFG_CHL,0.5106100795755968,0.48023255813953497,0.2971698113207547,0.5144927536231884,0.34982738780207145,0.3486725663716814,0.11699185293503238,0.4525959367945823
