3,2,12,9
3,1,15,9
2,10,11,4
5,9,2,18
5,9,2,18
2,10,11,4
2,10,11,4
2,10,11,4
5,9,2,18
5,9,2,18
2,10,11,17
1,2,12,9
5,9,2,18
3,1,15,9
1,2,12,9
4,1,15,17
2,9,2,4
2,9,2,4
2,10,11,4
2,10,11,4
2,9,2,4
2,10,11,17
4,10,11,17
2,10,11,4
2,10,11,4
5,9,2,18
4,1,15,17
4,10,11,17
1,2,12,10
5,9,2,18
5,3,1,18
2,10,2,4
3,9,2,3
3,2,12,9
3,1,15,9
3,2,12,9
4,1,15,17
2,10,11,17
3,1,15,9
4,1,15,17
2,10,11,4
2,9,2,4
2,9,2,4
5,9,2,18
5,9,2,18
3,2,15,9
2,10,11,17
5,9,2,18
2,10,11,17
4,10,11,17
2,10,11,17
4,1,15,17
3,2,12,9
5,9,2,18
2,9,2,4
1,2,12,9
5,9,2,18
4,10,11,17
5,9,2,18
3,1,15,17
4,1,15,17
5,9,2,18
4,10,11,4
4,1,15,17
1,2,12,9
3,1,15,9
1,2,12,9
3,1,15,9
2,9,2,4
2,10,11,4
4,1,15,17
4,10,11,17
5,3,1,18
4,1,15,17
2,9,2,4
3,2,15,9
2,9,2,4
4,10,11,17
3,1,7,9
5,9,2,18
2,10,11,4
4,1,15,17
5,3,1,18
5,9,2,4
5,9,2,18
2,10,11,17
2,10,11,4
5,9,2,18
2,10,11,4
4,1,15,17
4,10,11,17
4,1,7,17
4,1,15,17
2,10,11,4
5,9,2,18
5,9,2,18
4,1,15,17
2,10,11,4
3,2,12,9
4,10,11,17
2,10,11,4
5,4,6,18
2,10,11,4
3,1,15,9
2,9,2,4
5,4,6,18
2,9,2,4
4,10,11,17
2,9,2,4
4,10,11,4
3,1,15,9
4,10,11,17
2,10,11,4
4,1,15,17
2,10,11,4
1,2,12,9
5,9,2,18
4,1,15,17
2,9,2,4
4,10,11,17
1,2,12,9
3,2,12,9
2,10,11,4
1,2,12,9
2,10,11,4
4,1,15,17
1,2,12,10
3,2,15,9
4,10,11,17
5,9,2,18
5,4,6,18
4,1,15,9
4,10,11,17
5,9,2,18
2,9,2,4
3,1,15,9
2,10,11,4
2,10,11,17
4,10,11,17
2,9,2,4
3,2,15,9
2,9,2,4
2,10,11,17
2,9,2,4
4,10,11,17
4,10,11,17
5,4,6,20
2,10,2,4
2,9,2,4
3,1,15,9
2,9,2,4
3,2,12,9
3,1,15,9
5,4,6,18
4,1,15,17
1,2,12,9
4,10,11,17
2,10,2,4
1,5,12,10
2,10,11,4
1,2,12,9
4,1,15,17
2,10,11,17
2,9,2,4
5,9,2,18
5,9,2,18
3,1,15,9
2,10,11,4
3,1,15,9
1,2,12,10
3,1,15,9
4,10,11,17
4,10,11,17
4,10,11,17
4,1,15,17
4,10,11,17
2,10,11,4
4,10,11,17
2,10,11,4
4,10,11,17
3,1,15,9
3,1,15,9
4,10,11,4
2,10,11,4
5,3,1,18
4,10,11,17
4,10,11,17
2,10,11,4
2,10,11,17
4,1,15,17
4,10,11,17
1,2,12,9
4,10,11,17
3,1,15,9
3,1,15,9
