2,7,2,13
2,3,8,13
1,5,3,16
2,1,5,14
2,1,5,14
1,5,3,16
1,5,3,16
1,5,3,16
2,1,5,14
2,1,5,14
1,5,3,6
2,7,2,13
2,1,5,14
2,7,8,13
2,7,2,13
1,3,8,6
1,1,5,16
1,1,5,16
1,5,3,16
1,5,3,16
1,1,5,16
1,5,3,6
1,5,3,6
1,5,3,16
1,5,3,16
2,1,5,14
1,3,8,6
1,5,3,6
2,7,2,15
2,1,5,14
2,4,7,14
1,5,3,16
2,1,9,7
2,7,2,13
2,3,8,13
2,7,2,13
1,3,8,6
1,5,3,6
2,3,8,13
1,3,8,6
1,5,3,16
1,1,5,16
1,1,5,16
2,1,5,14
2,1,5,14
2,7,8,13
1,5,3,6
2,1,5,14
1,5,3,6
1,5,3,6
1,5,3,6
1,3,8,6
2,7,2,13
2,1,5,14
1,1,5,16
2,7,2,13
2,1,5,14
1,5,3,6
2,1,5,14
1,3,8,6
1,3,8,6
2,1,5,14
1,5,3,16
1,3,8,6
2,7,2,13
2,3,8,13
2,7,2,13
2,3,8,13
1,1,5,16
1,5,3,16
1,3,8,6
1,5,3,6
2,4,7,14
1,3,8,6
1,1,5,16
2,7,2,13
1,1,5,16
1,5,3,6
2,3,8,13
2,1,5,14
1,5,3,16
1,3,8,6
2,4,7,14
2,1,5,14
2,1,5,14
1,5,3,6
1,5,3,16
2,1,5,14
1,5,3,16
1,3,8,6
1,5,3,6
1,3,8,6
1,3,8,6
1,5,3,16
2,1,5,14
2,1,5,14
1,3,8,6
1,5,3,16
2,7,2,13
1,5,3,6
1,5,3,16
2,2,7,14
1,5,3,16
2,7,8,13
1,1,5,16
2,2,7,14
1,1,5,16
1,5,3,6
1,1,5,16
1,5,3,16
2,3,8,13
1,5,3,6
1,5,3,16
1,3,8,6
1,5,3,16
2,7,2,13
2,1,5,14
1,3,8,6
1,1,5,16
1,5,3,6
2,7,2,13
2,7,2,13
1,5,3,16
2,7,2,13
1,5,3,16
1,3,8,6
2,7,2,15
2,7,2,13
1,5,3,6
2,1,5,14
2,2,7,14
1,3,8,6
1,5,3,6
2,1,5,14
1,1,5,16
2,3,8,13
1,5,3,16
1,5,3,6
1,5,3,6
1,1,5,16
2,7,8,13
1,1,5,16
1,5,3,6
1,1,5,16
1,5,3,6
1,5,3,6
2,2,7,8
1,5,3,16
1,1,5,16
2,3,8,13
1,1,5,16
2,7,2,13
2,3,8,13
2,2,7,14
1,3,8,6
2,7,2,13
1,5,3,6
1,5,5,16
2,6,1,15
1,5,3,16
2,7,2,13
1,3,8,6
1,5,3,6
1,1,5,16
2,1,5,14
2,1,5,14
2,3,8,13
1,5,3,16
2,3,8,13
2,7,2,15
2,3,8,13
1,5,3,6
1,5,3,6
1,5,3,6
1,3,8,6
1,5,3,6
1,5,3,16
1,5,3,6
1,5,3,16
1,5,3,6
2,7,8,13
2,7,8,13
1,5,3,16
1,5,3,16
2,4,7,14
1,5,3,6
1,5,3,6
1,5,3,16
1,5,3,6
1,3,8,6
1,5,3,6
2,7,2,13
1,5,3,6
2,3,8,13
2,3,8,13
