1,3,11,2
1,1,2,10
3,8,3,8
3,7,6,18
3,7,6,18
3,8,3,8
3,8,3,8
3,8,3,8
3,7,6,18
3,7,6,18
3,8,3,8
1,3,11,2
3,7,6,18
1,1,2,2
1,3,11,2
1,1,2,13
3,7,6,3
3,7,6,3
3,8,3,8
3,8,3,8
3,7,6,3
3,8,3,8
3,8,3,13
3,8,3,8
3,7,6,8
3,7,6,18
1,1,2,13
3,8,3,13
1,3,11,15
3,7,6,18
2,6,13,18
3,8,3,8
3,7,6,3
1,3,11,2
1,1,2,10
1,3,11,2
1,1,2,13
3,8,3,8
1,1,2,10
3,8,3,8
3,8,3,8
3,7,6,8
3,7,6,3
3,7,6,18
3,6,13,18
1,1,11,2
3,8,3,8
3,6,13,18
3,8,3,8
3,8,3,8
3,8,3,8
3,8,3,13
1,3,11,2
3,7,6,18
3,7,6,18
1,3,11,2
3,7,6,18
3,8,3,8
3,7,6,18
1,8,3,13
1,1,2,13
3,7,6,18
3,8,3,8
1,1,2,13
1,3,11,2
1,1,2,10
1,3,11,2
1,1,2,10
3,7,6,18
3,8,3,8
1,1,2,13
3,8,3,13
2,6,13,18
1,1,2,13
3,7,6,3
1,1,2,10
3,7,6,3
3,8,3,13
1,1,2,13
3,7,6,18
3,8,3,8
1,1,2,13
3,6,13,18
3,7,6,18
3,7,6,18
3,8,3,8
3,8,3,8
3,7,6,18
3,8,3,8
1,1,2,13
3,8,3,8
1,1,2,13
1,1,2,13
3,8,3,8
3,7,6,3
3,6,13,18
1,1,2,13
3,8,3,8
1,3,11,2
3,8,3,13
3,8,3,8
2,6,8,18
3,8,3,8
1,1,2,2
3,7,6,3
3,6,13,18
3,7,6,3
1,8,3,13
3,7,6,18
3,8,3,8
1,1,2,10
3,8,3,8
3,8,3,8
1,8,3,13
3,8,3,8
1,3,11,2
3,7,6,3
1,1,2,13
3,7,6,3
3,8,3,8
1,3,11,2
1,1,2,2
3,8,3,8
1,3,11,2
3,8,3,8
1,1,2,13
1,3,11,15
1,3,11,2
3,8,3,13
3,7,6,18
2,6,8,18
1,1,2,13
3,8,3,13
3,7,6,18
3,8,3,8
1,1,2,10
3,8,3,8
3,8,3,8
3,8,3,13
3,8,3,8
1,1,2,10
3,7,6,3
3,8,3,8
3,7,6,3
3,8,3,8
3,8,3,13
2,9,9,6
3,7,6,8
3,7,6,3
1,1,2,10
3,7,6,3
1,1,2,10
1,1,2,10
2,6,8,18
1,1,2,13
1,3,11,2
3,8,3,13
3,7,3,8
1,3,11,15
3,8,3,8
1,3,11,2
1,1,2,13
3,8,3,8
3,7,6,3
3,7,6,18
3,7,6,18
1,1,2,10
3,8,3,8
1,1,2,10
1,3,11,15
1,1,2,10
3,8,3,8
3,8,3,13
3,8,3,13
1,1,2,13
3,8,3,8
3,8,3,8
3,8,3,8
3,8,3,8
3,8,3,13
1,1,2,10
1,1,2,10
3,8,3,8
3,8,3,8
3,6,13,18
3,8,3,8
3,8,3,8
3,8,3,8
3,8,3,8
1,8,3,13
3,8,3,13
1,3,11,2
3,8,3,13
1,1,2,10
1,1,2,10
